Vicon Pose Position (t_x);t_y;t_z;Vicon Pose Quat (q_w);q_x;q_y;q_z
2.76125;-0.341278;1.11944;0.464944;-0.00899716;-0.00955258;0.885243
2.75865;-0.33026;1.11773;0.456125;-0.00883581;-0.00989912;0.889817
2.75156;-0.309281;1.11426;0.438059;-0.00794005;-0.00819763;0.898874
2.74736;-0.299071;1.11277;0.430667;-0.00766093;-0.00757236;0.902447
2.74328;-0.288994;1.11145;0.421636;-0.00757864;-0.00695884;0.906707
2.73912;-0.279106;1.10999;0.413142;-0.00666236;-0.00499259;0.910628
2.73468;-0.269388;1.10878;0.4048;-0.00580025;-0.00452969;0.914376
2.73005;-0.259694;1.10744;0.394772;-0.0077764;-0.00284656;0.918742
2.72035;-0.240972;1.10572;0.37709;-0.00828158;-0.00210744;0.926137
2.7149;-0.232884;1.10508;0.369858;-0.00882294;-0.00036277;0.929046
2.71019;-0.224486;1.10451;0.361766;-0.0101609;0.000122725;0.932213
2.705;-0.215789;1.10386;0.352367;-0.0114133;0.000706981;0.935792
2.69515;-0.198892;1.10325;0.332456;-0.016375;0.0013812;0.942976
2.68989;-0.191107;1.1034;0.323324;-0.0192614;0.000493282;0.946092
2.68423;-0.183534;1.1033;0.313962;-0.020627;0.00183771;0.94921
2.67914;-0.176254;1.10335;0.304932;-0.0232686;0.00182942;0.952088
2.67368;-0.169242;1.10341;0.296039;-0.0254795;0.00205997;0.954834
2.66295;-0.156116;1.10427;0.278855;-0.030423;0.00170417;0.95985
2.65744;-0.149806;1.10438;0.270008;-0.0302894;0.00166291;0.96238
2.652;-0.144048;1.10486;0.262391;-0.0324672;0.00122716;0.964414
2.64672;-0.13855;1.10504;0.253866;-0.0357923;0.0015328;0.966576
2.64135;-0.133325;1.10563;0.24528;-0.0364542;0.00047056;0.968767
2.63083;-0.123608;1.10619;0.230487;-0.0379587;-0.000413514;0.972335
2.62525;-0.119287;1.10673;0.222936;-0.0396898;-0.000101814;0.974025
2.61987;-0.115372;1.10722;0.217076;-0.0391806;-0.000516071;0.975368
2.61479;-0.111376;1.10753;0.210282;-0.0395948;-0.00161406;0.976837
2.60936;-0.107814;1.10804;0.203667;-0.0374397;-0.00187555;0.978322
2.59837;-0.100768;1.10905;0.191004;-0.0347315;-0.00561025;0.980959
2.59302;-0.097674;1.10964;0.185397;-0.0331011;-0.00731407;0.982079
2.58771;-0.0946421;1.10978;0.179227;-0.0309563;-0.00833806;0.983285
2.58222;-0.0917796;1.11012;0.173555;-0.0285896;-0.00967149;0.984362
2.57663;-0.0889782;1.11028;0.167623;-0.0253828;-0.0111283;0.985461
2.56543;-0.0835772;1.11022;0.155457;-0.0209199;-0.013473;0.987529
2.55987;-0.0809478;1.11008;0.149523;-0.0176382;-0.0152708;0.988483
2.5539;-0.0784418;1.1098;0.143726;-0.0151122;-0.0160786;0.989371
2.54826;-0.0760335;1.10919;0.137214;-0.0129939;-0.0154326;0.990336
2.54255;-0.0735618;1.10841;0.131086;-0.010799;-0.0152611;0.991195
2.53081;-0.0687153;1.1065;0.119109;-0.00567881;-0.0151706;0.992749
2.51865;-0.0638555;1.10447;0.106178;-0.00460167;-0.0136414;0.994243
2.51263;-0.0615833;1.10324;0.0997921;-0.00368549;-0.0128242;0.994919
2.50728;-0.0596028;1.10174;0.0936933;-0.00442889;-0.0112088;0.995528
2.49599;-0.0552094;1.09905;0.082868;-0.00605633;-0.00802777;0.99651
2.48991;-0.0529173;1.09819;0.076785;-0.00602878;-0.00791095;0.996998
2.48426;-0.0508591;1.09699;0.0711252;-0.00722856;-0.00662022;0.997419
2.47884;-0.0488842;1.096;0.0658848;-0.00805811;-0.0057867;0.997778
2.47361;-0.0470513;1.09471;0.0605547;-0.00920943;-0.00473616;0.998111
2.46377;-0.0434845;1.09266;0.0494624;-0.00872636;-0.00432528;0.998728
2.4593;-0.0418483;1.09205;0.0449336;-0.00931398;-0.0044154;0.998937
2.45474;-0.0401649;1.09118;0.0399806;-0.00878301;-0.00413074;0.999153
2.45038;-0.0389085;1.09036;0.0362338;-0.00925734;-0.00338547;0.999295
2.44303;-0.036238;1.0887;0.0297733;-0.00859649;-0.00305549;0.999515
2.43946;-0.0349227;1.08787;0.0262615;-0.00658503;-0.0026449;0.99963
2.43634;-0.0336592;1.08691;0.0232963;-0.00681513;-0.00177996;0.999704
2.43349;-0.0324669;1.08594;0.0204368;-0.00512949;-0.00125212;0.999777
2.43069;-0.0312607;1.08519;0.0171329;-0.00425959;-0.0014931;0.999843
2.42825;-0.0302434;1.08455;0.0147868;-0.00410906;-0.000137321;0.999882
2.42442;-0.0280515;1.08263;0.012236;-0.000486135;0.00270891;0.999921
2.4225;-0.0266009;1.08192;0.00874959;0.000161808;0.00196239;0.99996
2.42105;-0.0252804;1.08122;0.00759837;0.000244986;0.00188094;0.999969
2.41961;-0.0237366;1.08028;0.00665526;0.00224171;0.00261102;0.999972
2.41826;-0.0222314;1.07969;0.00485553;0.00390483;0.00258831;0.999977
2.41637;-0.0192186;1.0782;0.00270247;0.00609935;0.00458963;0.999967
2.41478;-0.0174042;1.07786;0.000903151;0.00632869;0.00555525;0.999964
2.41375;-0.0157015;1.07752;0.000154387;0.00631476;0.00645787;0.999959
2.41259;-0.0138307;1.07713;-0.00123451;0.00711455;0.00647528;0.999953
2.41149;-0.0119134;1.07715;-0.00256802;0.00720057;0.0060302;0.999953
2.40966;-0.00800853;1.07683;-0.00451493;0.00719355;0.00697849;0.99994
2.40892;-0.00602037;1.07694;-0.00512037;0.0082625;0.00722687;0.999927
2.40814;-0.00377923;1.07712;-0.00608861;0.00683783;0.00668568;0.999936
2.40749;-0.00165633;1.07757;-0.00719204;0.00587536;0.00592743;0.999939
2.40638;0.000544161;1.07819;-0.00934559;0.00464085;0.00641936;0.999925
2.40537;0.00514987;1.07875;-0.00994208;0.00462871;0.00546568;0.999925
2.40454;0.00759396;1.0797;-0.0112083;0.00400181;0.00379539;0.999922
2.40417;0.0099851;1.08065;-0.0115339;0.00214706;0.00377933;0.999924
2.40391;0.012424;1.08099;-0.0119207;0.00278529;0.00300983;0.999921
2.40317;0.0152571;1.08187;-0.012849;0.00354233;0.00159936;0.99991
2.40263;0.0206025;1.08336;-0.013224;0.0027692;0.00103076;0.999908
2.40248;0.0234408;1.08453;-0.0137438;0.00236449;-0.00206132;0.999901
2.40244;0.0264267;1.08525;-0.0134781;0.00254107;-0.0028223;0.999902
2.4026;0.0293446;1.08604;-0.0136597;0.00211272;-0.00319259;0.999899
2.40238;0.0325882;1.08693;-0.0140959;0.00203477;-0.00442542;0.999889
2.40262;0.0391023;1.08835;-0.0132511;0.00242673;-0.0063944;0.999889
2.40267;0.042578;1.08913;-0.0131202;0.00198441;-0.0070725;0.999887
2.40291;0.0459812;1.09002;-0.0125154;0.00132543;-0.00664733;0.999899
2.40302;0.0494872;1.09072;-0.0121226;0.00171283;-0.0071248;0.9999
2.40333;0.053188;1.09124;-0.0116591;0.00276788;-0.00772006;0.999898
2.40376;0.0608861;1.09277;-0.0109349;0.00194873;-0.0103915;0.999884
2.40389;0.0649935;1.09342;-0.0106053;0.00295614;-0.0108168;0.999881
2.40423;0.0689641;1.09443;-0.00975261;0.000997649;-0.0112677;0.999888
2.40436;0.0731229;1.09459;-0.00921743;0.00334501;-0.0103534;0.999898
2.40488;0.0815784;1.09666;-0.0083561;-0.000347333;-0.0123542;0.999889
2.40523;0.085871;1.09708;-0.00766085;0.000139497;-0.0120575;0.999898
2.40558;0.089952;1.09806;-0.00707782;-0.00110911;-0.0119357;0.999903
2.40595;0.0941223;1.09859;-0.006185;-0.000204176;-0.0112627;0.999917
2.40659;0.0981295;1.09944;-0.00511895;-0.00162177;-0.0103319;0.999932
2.40798;0.106347;1.1014;-0.00307682;-0.0047171;-0.0123658;0.999908
2.40855;0.11013;1.10235;-0.00213038;-0.00324448;-0.0112237;0.999929
2.40937;0.113884;1.10363;-0.000626495;-0.00402899;-0.0103558;0.999938
2.41012;0.117558;1.10466;-0.000442961;-0.00360426;-0.00968092;0.999947
2.41091;0.12115;1.10559;0.00174238;-0.000694359;-0.00916861;0.999956
2.41185;0.124711;1.10718;0.00360688;-0.00132767;-0.01106;0.999931
2.41367;0.131789;1.10926;0.00575782;0.00211683;-0.00979542;0.999933
2.41478;0.135142;1.1108;0.0083546;0.00402275;-0.0113685;0.999892
2.41538;0.138531;1.11203;0.0092678;0.0068701;-0.0111783;0.999871
2.41649;0.141854;1.11397;0.0113063;0.0070441;-0.0125731;0.999832
2.4173;0.145273;1.11541;0.0127607;0.00723457;-0.0125596;0.999814
2.41823;0.148748;1.11637;0.01326;0.00882015;-0.0138238;0.999778
2.41966;0.155915;1.1198;0.0163215;0.0104148;-0.0162075;0.999681
2.4203;0.159476;1.12157;0.0161486;0.0103097;-0.0198146;0.99962
2.42101;0.163183;1.12273;0.0172577;0.00958141;-0.0198678;0.999608
2.42167;0.166717;1.12394;0.0181376;0.0117133;-0.0213202;0.99954
2.42256;0.174076;1.126;0.0198878;0.0116298;-0.0219621;0.999493
2.42334;0.177925;1.12677;0.020565;0.0116176;-0.0237383;0.999439
2.42362;0.181619;1.12756;0.0227826;0.0111258;-0.0233636;0.999405
2.42334;0.185313;1.12838;0.0229023;0.0129047;-0.0244515;0.999355
2.42323;0.189254;1.12876;0.0226689;0.0123421;-0.0222027;0.99942
2.42246;0.196773;1.12945;0.0231546;0.0119405;-0.022141;0.999415
2.42192;0.200688;1.12986;0.0226689;0.0126598;-0.0236925;0.999382
2.42101;0.204437;1.12969;0.0221831;0.0134646;-0.022833;0.999402
2.42014;0.208379;1.1294;0.0217313;0.01264;-0.0215094;0.999453
2.41944;0.212289;1.13008;0.0216523;0.0115061;-0.022865;0.999438
2.41714;0.219852;1.12978;0.0206316;0.00926133;-0.0215206;0.999513
2.41609;0.223742;1.12949;0.0205878;0.00967562;-0.0207148;0.999527
2.41449;0.227632;1.12919;0.0184221;0.00708348;-0.0199246;0.999607
2.41289;0.231796;1.1292;0.0170716;0.00681704;-0.0212797;0.999605
2.41007;0.239718;1.12837;0.0144934;0.00456297;-0.0200551;0.999683
2.40898;0.243945;1.12807;0.0128869;0.00100942;-0.0211334;0.999693
2.40743;0.248202;1.12773;0.0113504;0.000605164;-0.020351;0.999728
2.40597;0.252394;1.12691;0.00996787;0.00136472;-0.0210704;0.999727
2.40532;0.256609;1.1262;0.00938147;-0.00342049;-0.0212412;0.999725
2.40274;0.265402;1.12433;0.00728473;-0.00461991;-0.0215641;0.99973
2.40237;0.269553;1.12296;0.0079162;-0.00469393;-0.0208304;0.999741
2.40178;0.274078;1.12177;0.007145;-0.00570342;-0.0201465;0.999755
2.40149;0.278518;1.12028;0.00709863;-0.00761716;-0.0201226;0.999743
2.40113;0.283312;1.11828;0.00613376;-0.00737688;-0.0198898;0.999756
2.40085;0.288146;1.11678;0.00642724;-0.00719283;-0.0193263;0.999767
2.40082;0.297909;1.11256;0.00526725;-0.00750001;-0.017507;0.999805
2.40118;0.302875;1.11031;0.00529672;-0.00707985;-0.0167183;0.999821
2.40144;0.307949;1.10797;0.00624863;-0.00812954;-0.0159721;0.99982
2.40213;0.313075;1.10531;0.00607451;-0.00779606;-0.0150261;0.999838
2.40287;0.318329;1.10281;0.0062199;-0.00766034;-0.0145693;0.999845
2.40328;0.323626;1.10005;0.00668304;-0.00599946;-0.0125193;0.999881
2.40485;0.334512;1.0947;0.00701909;-0.00669974;-0.00940062;0.999909
2.4058;0.340272;1.09207;0.00740052;-0.0064623;-0.00906198;0.999911
2.40669;0.346023;1.0893;0.00740186;-0.0063098;-0.00722897;0.999927
2.40758;0.351777;1.08667;0.00775427;-0.00596018;-0.00789089;0.999921
2.40862;0.357629;1.08424;0.00857411;-0.00500672;-0.00723882;0.999925
2.41036;0.369503;1.07926;0.00924516;-0.0034372;-0.00567338;0.999935
2.41124;0.375652;1.07683;0.00915801;-0.00165441;-0.00454374;0.999946
2.41225;0.381672;1.07453;0.00997715;-0.000970587;-0.00407958;0.999941
2.41324;0.38813;1.07199;0.00984637;0.000817678;-0.00227101;0.999949
2.41504;0.401111;1.06782;0.0103364;0.00409719;-0.00232863;0.999935
2.41565;0.407879;1.0655;0.00988505;0.00499463;-0.00122081;0.999938
2.41681;0.41444;1.06356;0.011012;0.00572823;-0.00105807;0.999922
2.41744;0.421503;1.06192;0.0105668;0.00812895;-0.00334288;0.999906
2.41762;0.428487;1.0602;0.0110766;0.00809147;-0.000132572;0.999906
2.41839;0.443514;1.05721;0.0105968;0.0110267;0.0014442;0.999882
2.41869;0.451375;1.05575;0.0100107;0.012021;0.000237108;0.999878
2.41876;0.459387;1.05506;0.00975411;0.0127517;7.21809e-05;0.999871
2.41878;0.467852;1.05431;0.00893711;0.0142815;-0.00100384;0.999858
2.41857;0.476326;1.05353;0.00790548;0.0153553;-5.37184e-05;0.999851
2.41782;0.493411;1.0528;0.00693861;0.0175364;0.00144306;0.999821
2.41733;0.501906;1.05296;0.00657381;0.0178331;0.00179658;0.999818
2.41662;0.510674;1.05317;0.00532956;0.0181335;0.00130941;0.999821
2.41586;0.519527;1.05362;0.00345009;0.0179965;0.0010837;0.999832
2.41523;0.528001;1.05369;0.00228378;0.0198235;0.00291662;0.999797
2.41326;0.544717;1.05626;-0.000698547;0.0160565;0.00223638;0.999868
2.41227;0.553076;1.05769;-0.00312261;0.0139219;0.00154021;0.999897
2.41141;0.561123;1.05924;-0.00432628;0.0119669;0.00141823;0.999918
2.41053;0.569127;1.06095;-0.00579559;0.01146;0.0015893;0.999916
2.40948;0.576727;1.0626;-0.00821807;0.00911044;0.00240864;0.999922
2.40854;0.584537;1.0647;-0.00970564;0.0092648;0.000938879;0.99991
2.40725;0.599648;1.06901;-0.0119202;0.00877121;0.00131225;0.99989
2.40667;0.607246;1.07149;-0.0130191;0.00820421;9.49274e-05;0.999882
2.40616;0.614528;1.07387;-0.0138323;0.0087006;0.000297979;0.999866
2.40521;0.629188;1.07909;-0.0157971;0.00934482;-0.00196812;0.99983
2.40511;0.63666;1.08197;-0.0165318;0.00874339;-0.00432464;0.999816
2.40505;0.643936;1.08478;-0.0170006;0.00900705;-0.00475845;0.999804
2.40506;0.651315;1.08753;-0.0176063;0.00901916;-0.00727989;0.999778
2.40527;0.658676;1.09023;-0.017935;0.00889634;-0.0088575;0.99976
2.40602;0.673109;1.09533;-0.0183863;0.00841413;-0.0117001;0.999727
2.40655;0.680414;1.09768;-0.018127;0.00907319;-0.0138862;0.999698
2.40709;0.687538;1.09975;-0.0179709;0.00910869;-0.0139873;0.999699
2.40765;0.694624;1.10158;-0.017716;0.00914279;-0.0142204;0.9997
2.40821;0.701724;1.10326;-0.0174474;0.0097218;-0.0158895;0.999674
2.4088;0.708808;1.10467;-0.0169326;0.0106625;-0.0161789;0.999669
2.40985;0.722829;1.10653;-0.0164249;0.0125725;-0.0158633;0.99966
2.41037;0.72992;1.10728;-0.0162723;0.0131233;-0.0159572;0.999654
2.41069;0.736846;1.10753;-0.0159462;0.0142396;-0.0157183;0.999648
2.41102;0.743853;1.10771;-0.0159859;0.0145393;-0.0147141;0.999658
2.41124;0.750887;1.10786;-0.0160164;0.0149894;-0.0138353;0.999664
2.41123;0.764955;1.10739;-0.0166551;0.0147257;-0.0125136;0.999675
2.41114;0.772142;1.10719;-0.0168789;0.0150962;-0.0122451;0.999669
2.41105;0.779354;1.10665;-0.0174567;0.0144209;-0.0110224;0.999683
2.4109;0.786557;1.10613;-0.0172322;0.0144706;-0.0116456;0.999679
2.41067;0.793764;1.10466;-0.017189;0.0167366;-0.00876234;0.999674
2.40919;0.808682;1.10329;-0.0199863;0.0140373;-0.00871119;0.999664
2.40842;0.816183;1.10224;-0.0209491;0.0132498;-0.00831915;0.999658
2.40761;0.823683;1.10089;-0.0215868;0.0133072;-0.00802209;0.999646
2.40678;0.831268;1.09943;-0.0222507;0.0130206;-0.00757303;0.999639
2.4061;0.839061;1.09801;-0.0228999;0.0126967;-0.00717964;0.999631
2.40521;0.846852;1.09642;-0.0236964;0.0126661;-0.00669221;0.999617
2.40353;0.862839;1.09299;-0.0248705;0.01232;-0.00598755;0.999597
2.40279;0.870823;1.09104;-0.0254149;0.0110454;-0.00529567;0.999602
2.40192;0.878929;1.0889;-0.0259377;0.010521;-0.00478694;0.999597
2.40048;0.895579;1.08472;-0.0267697;0.00942388;-0.00389056;0.99959
2.39972;0.903989;1.08237;-0.0270719;0.00937599;-0.003227;0.999584
2.39897;0.912409;1.07996;-0.0272741;0.0091536;-0.00254566;0.999583
2.39837;0.921067;1.07766;-0.0276025;0.00890654;-0.00226134;0.999577
2.39765;0.92963;1.07509;-0.0276069;0.00842034;-0.00161034;0.999582
2.39715;0.938294;1.07265;-0.027429;0.00875434;-0.000970873;0.999585
2.39601;0.95613;1.06763;-0.0271463;0.00938242;0.000265076;0.999587
2.39546;0.965226;1.06535;-0.026792;0.00926016;-0.000170069;0.999598
2.39479;0.974258;1.06286;-0.0265805;0.00975066;0.000105632;0.999599
2.39431;0.983306;1.06051;-0.0264254;0.010284;0.00156334;0.999597
2.39296;1.00192;1.05594;-0.0265022;0.0103646;0.00281492;0.999591
2.39225;1.01138;1.05383;-0.0264063;0.0102812;0.00381876;0.999591
2.39142;1.02098;1.05179;-0.0264316;0.0106595;0.00392189;0.999586
2.39051;1.03067;1.04987;-0.0266048;0.0104175;0.00473156;0.999581
2.38952;1.04045;1.04803;-0.0267836;0.0100889;0.00561592;0.999575
2.38733;1.06041;1.04481;-0.0275899;0.0088308;0.00790508;0.999549
2.38618;1.07038;1.04329;-0.0279464;0.00791571;0.00971074;0.999531
2.38508;1.08037;1.04206;-0.0284794;0.00734482;0.0107394;0.99951
2.38378;1.0902;1.04087;-0.0295369;0.00710099;0.0129912;0.999454
2.3827;1.10009;1.03986;-0.0294483;0.00590931;0.0148695;0.999438
2.38153;1.10986;1.03908;-0.029981;0.00604485;0.0171997;0.999384
2.37933;1.12924;1.03867;-0.030182;0.0062625;0.0206109;0.999312
2.37815;1.13873;1.03877;-0.0303302;0.00677479;0.0220938;0.999273
2.37702;1.14812;1.03933;-0.0307954;0.00767134;0.0238455;0.999212
2.3759;1.15739;1.0401;-0.0310702;0.00889624;0.0254339;0.999154
2.37472;1.16661;1.04122;-0.0315778;0.00986347;0.0269671;0.999089
2.37253;1.18488;1.04477;-0.0315544;0.011319;0.026845;0.999077
2.37139;1.19389;1.04676;-0.0328272;0.0115585;0.0277819;0.999008
2.37055;1.20293;1.04925;-0.0332509;0.0108721;0.0274713;0.99901
2.36985;1.21195;1.05202;-0.0334698;0.00985668;0.0261807;0.999048
2.36923;1.22096;1.05489;-0.0338268;0.00872154;0.0248329;0.999081
2.36858;1.23887;1.06122;-0.0343947;0.00614083;0.0217927;0.999152
2.36853;1.24778;1.06453;-0.0346151;0.00461748;0.0201159;0.999188
2.36866;1.25666;1.06769;-0.0348183;0.00367141;0.0182906;0.99922
2.36898;1.26545;1.07089;-0.0346874;0.00271122;0.0160795;0.999265
2.36947;1.27438;1.07397;-0.0347412;0.00200623;0.0134493;0.999304
2.37023;1.2829;1.07701;-0.0341734;0.00152865;0.0124456;0.999337
2.37212;1.3001;1.08235;-0.0331188;0.00176556;0.0102355;0.999397
2.37353;1.30856;1.08485;-0.0318886;0.00291452;0.00877646;0.999449
2.37508;1.31709;1.0872;-0.0310371;0.00320298;0.00781205;0.999483
2.37677;1.32562;1.0892;-0.0297116;0.00470847;0.00646605;0.999527
2.3789;1.33419;1.09128;-0.0277144;0.00596603;0.00501383;0.999586
2.38345;1.35135;1.09418;-0.0240706;0.00920441;0.00414499;0.999659
2.386;1.3599;1.0953;-0.0224218;0.00973056;0.0039072;0.999694
2.38877;1.36863;1.09639;-0.0200596;0.0112935;0.00252486;0.999732
2.39153;1.37742;1.0975;-0.0169914;0.0131278;0.00148732;0.999768
2.39705;1.39508;1.09863;-0.0119526;0.0164872;-0.000416514;0.999793
2.39995;1.40389;1.09864;-0.00930143;0.0188581;-0.000425191;0.999779
2.40254;1.41312;1.09928;-0.00731899;0.0193512;-0.00305364;0.999781
2.4051;1.42221;1.09928;-0.00536577;0.0205059;-0.00387375;0.999768
2.40762;1.43119;1.09912;-0.00336811;0.0217432;-0.00416539;0.999749
2.41211;1.44959;1.09827;-5.95887e-05;0.024998;-0.00560422;0.999672
2.41407;1.4589;1.0976;0.00131793;0.026541;-0.00657926;0.999625
2.41595;1.46827;1.09691;0.00246534;0.0279956;-0.00754774;0.999577
2.41783;1.47781;1.09614;0.00346498;0.0287081;-0.00837841;0.999547
2.41909;1.48731;1.09487;0.00417145;0.0298601;-0.00892127;0.999506
2.4216;1.5067;1.09232;0.00495925;0.030756;-0.00990625;0.999466
2.42272;1.51662;1.09112;0.00524013;0.0306107;-0.0105341;0.999462
2.42359;1.52656;1.08955;0.00520203;0.0307317;-0.0111291;0.999452
2.42435;1.53652;1.08806;0.00516401;0.0300551;-0.0121322;0.999461
2.425;1.54663;1.08639;0.0048775;0.0299699;-0.0123517;0.999463
2.42608;1.56718;1.08308;0.00345071;0.0284557;-0.0126651;0.999509
2.42636;1.57759;1.0814;0.002779;0.0267587;-0.0137288;0.999544
2.4267;1.58813;1.07988;0.00203771;0.0241436;-0.0150056;0.999594
2.42714;1.59859;1.07766;0.00141641;0.0257602;-0.0135787;0.999575
2.42739;1.60902;1.07588;0.000492634;0.0240891;-0.0141054;0.99961
2.42761;1.63088;1.07213;-0.00150063;0.0238633;-0.0138045;0.999619
2.42755;1.64192;1.07008;-0.00273459;0.0242977;-0.0133377;0.999612
2.4277;1.65288;1.06839;-0.00357434;0.0243573;-0.0127882;0.999615
2.42761;1.66397;1.0665;-0.0047933;0.0244467;-0.0118102;0.99962
2.4275;1.67521;1.06498;-0.00610801;0.0231792;-0.0113418;0.999648
2.42736;1.69743;1.0612;-0.00797226;0.0254771;-0.00697604;0.999619
2.42717;1.70852;1.05961;-0.00960499;0.0253453;-0.00408855;0.999624
2.42694;1.71947;1.05801;-0.0104227;0.0256853;-0.00193566;0.999614
2.42668;1.73025;1.05662;-0.0117345;0.0256013;0.00136775;0.999602
2.42644;1.74092;1.05557;-0.0128594;0.0240507;0.00351556;0.999622
2.42613;1.76129;1.0541;-0.0151813;0.0222724;0.00980219;0.999589
2.42586;1.77123;1.05397;-0.016022;0.0199179;0.0112851;0.99961
2.42572;1.7809;1.05424;-0.0171713;0.0181216;0.0136029;0.999596
2.42559;1.7904;1.05487;-0.0181211;0.0164889;0.0150382;0.999587
2.42556;1.79964;1.05561;-0.0181984;0.0162758;0.0165109;0.999566
2.42535;1.80901;1.05714;-0.0198457;0.013808;0.0171158;0.999561
2.42514;1.82712;1.06073;-0.0208541;0.01158;0.0170545;0.99957
2.42509;1.83603;1.06292;-0.0216274;0.0114326;0.0173523;0.99955
2.42458;1.84508;1.06558;-0.0226833;0.0100731;0.0157701;0.999568
2.42419;1.85397;1.06838;-0.0234461;0.00887925;0.015297;0.999569
2.42377;1.86283;1.0709;-0.0242423;0.0101268;0.0143021;0.999553
2.42293;1.88018;1.07674;-0.0251718;0.0134746;0.0118619;0.999522
2.42242;1.88879;1.0798;-0.0256453;0.0144922;0.0109175;0.999506
2.42145;1.89745;1.08248;-0.0266301;0.0163895;0.0104496;0.999456
2.42062;1.90605;1.08539;-0.0271416;0.0170785;0.00970765;0.999439
2.41851;1.92323;1.09104;-0.0293002;0.0171092;0.00877991;0.999386
2.41728;1.93185;1.09393;-0.0305045;0.0153324;0.00775743;0.999387
2.41563;1.94043;1.09644;-0.032087;0.0138058;0.00764944;0.99936
2.41411;1.94913;1.0992;-0.0339177;0.011089;0.00694013;0.999339
2.41238;1.95774;1.10173;-0.036041;0.00820685;0.00697346;0.999292
2.40867;1.97499;1.10686;-0.0399532;0.000761649;0.00462261;0.999191
2.40655;1.98364;1.1092;-0.0423815;-0.00284409;0.00358609;0.999091
2.40455;1.99232;1.11157;-0.0445114;-0.00656869;0.00218562;0.998985
2.40245;2.00079;1.11375;-0.0466514;-0.00936432;0.000767999;0.998867
2.40049;2.00962;1.11581;-0.0487809;-0.0120826;-0.000504267;0.998736
2.39635;2.027;1.11959;-0.0529222;-0.0168182;-0.00425271;0.998448
2.39448;2.03575;1.12126;-0.0547451;-0.0186114;-0.00629317;0.998307
2.39272;2.04442;1.12277;-0.0562868;-0.0197144;-0.00840977;0.998185
2.3911;2.05311;1.12392;-0.0577836;-0.0207771;-0.00979805;0.998065
2.38959;2.06193;1.12506;-0.0591268;-0.0219114;-0.0121148;0.997936
2.38709;2.07973;1.12653;-0.0614159;-0.0239088;-0.0152698;0.997709
2.38618;2.08862;1.12703;-0.0619731;-0.0249851;-0.0173671;0.997614
2.38536;2.09767;1.12725;-0.0626639;-0.0259547;-0.018845;0.997519
2.38484;2.10682;1.12738;-0.0628199;-0.0271339;-0.0207006;0.997441
2.38443;2.11609;1.1271;-0.0629323;-0.0280201;-0.0220305;0.997381
2.38428;2.1254;1.12676;-0.0629293;-0.0287632;-0.0232916;0.997331
2.38449;2.14441;1.12532;-0.0622772;-0.0307084;-0.0248462;0.997277
2.38481;2.15418;1.12417;-0.0613721;-0.0320106;-0.0259424;0.997264
2.3849;2.16403;1.12292;-0.0609652;-0.0302079;-0.0264555;0.997332
2.3856;2.17403;1.12151;-0.0599233;-0.0304459;-0.0268836;0.997376
2.38605;2.18406;1.12016;-0.0593145;-0.0302015;-0.0269688;0.997418
2.38737;2.2042;1.11663;-0.0572051;-0.028815;-0.0272201;0.997575
2.38817;2.2144;1.11465;-0.0557207;-0.0273675;-0.0268593;0.99771
2.38909;2.22467;1.11272;-0.0543915;-0.0256465;-0.0262864;0.997844
2.38994;2.23513;1.11074;-0.052845;-0.0247769;-0.0262514;0.99795
2.3919;2.25603;1.10661;-0.0501013;-0.0212673;-0.0240215;0.998229
2.39281;2.2666;1.1046;-0.0486352;-0.0194675;-0.0231814;0.998358
2.39396;2.2772;1.10263;-0.0468783;-0.018257;-0.0215444;0.998501
2.39482;2.28819;1.10072;-0.0457049;-0.0171815;-0.0199975;0.998607
2.39587;2.29887;1.09911;-0.0437602;-0.0165344;-0.0187481;0.998729
2.39739;2.32075;1.09576;-0.040862;-0.0156961;-0.0152542;0.998925
2.39883;2.34256;1.09322;-0.0382646;-0.015073;-0.0104744;0.999099
2.39934;2.35344;1.09228;-0.0370487;-0.0147378;-0.00830206;0.99917
2.39983;2.36427;1.09171;-0.0357237;-0.0145219;-0.00630561;0.999236
2.40029;2.37489;1.09147;-0.0345587;-0.0147839;-0.00413126;0.999285
2.40096;2.39606;1.09192;-0.0323284;-0.015177;-0.000505564;0.999362
2.40129;2.40621;1.0927;-0.0310798;-0.0155904;0.000804979;0.999395
2.40172;2.41632;1.09401;-0.0298237;-0.0163176;0.00150022;0.999421
2.40205;2.42627;1.09554;-0.0286387;-0.0168643;0.00207047;0.999445
2.40273;2.44576;1.09971;-0.026286;-0.0179228;0.00179281;0.999492
2.40318;2.45532;1.10233;-0.0250327;-0.0186064;0.000885942;0.999513
2.40341;2.46483;1.10505;-0.0242367;-0.0186596;-6.78227e-05;0.999532
2.40382;2.47423;1.10801;-0.0232021;-0.0192362;-0.00162883;0.999544
2.40408;2.48358;1.11111;-0.0224879;-0.0194986;-0.00357896;0.999551
2.40463;2.50198;1.11743;-0.0216265;-0.0206457;-0.00756126;0.999524
2.40474;2.51117;1.12034;-0.0217211;-0.0207425;-0.0091823;0.999507
2.40516;2.51994;1.12342;-0.0207051;-0.0213417;-0.0114337;0.999492
2.40543;2.52883;1.1261;-0.0204759;-0.0216099;-0.0128066;0.999475
2.40596;2.53754;1.12881;-0.0200742;-0.0219581;-0.0143257;0.999455
2.4071;2.55486;1.1332;-0.0193047;-0.0218177;-0.0162024;0.999444
