Vicon Pose Position (t_x);t_y;t_z;Vicon Pose Quat (q_w);q_x;q_y;q_z
0.625489;7.3257;1.13509;0.746106;0.0070579;0.00957425;-0.665721
0.609873;7.32482;1.14039;0.746189;0.00685271;0.0116063;-0.665597
0.601982;7.32401;1.14243;0.746273;0.00733733;0.012144;-0.665488
0.594069;7.32304;1.14407;0.746391;0.00856013;0.0122035;-0.665341
0.586492;7.3234;1.14687;0.747972;0.00606657;0.0156679;-0.663517
0.578404;7.32234;1.14798;0.748322;0.00774428;0.015848;-0.663101
0.563052;7.32111;1.15092;0.748099;0.00793438;0.0205294;-0.663222
0.555278;7.31928;1.15148;0.746769;0.0120114;0.0217926;-0.664618
0.547863;7.32092;1.15325;0.744851;0.00815724;0.0204686;-0.666867
0.539911;7.32022;1.15366;0.745132;0.00735373;0.0210746;-0.666544
0.523792;7.3185;1.15336;0.747099;0.00471571;0.0209618;-0.664365
0.515724;7.31797;1.15265;0.747463;0.00603417;0.0226193;-0.663891
0.507729;7.31742;1.15185;0.748446;0.00887088;0.0264668;-0.662609
0.499686;7.31716;1.15097;0.748342;0.00824349;0.025842;-0.662758
0.491303;7.31737;1.1496;0.747757;0.00774472;0.0246301;-0.66347
0.473945;7.31711;1.14512;0.746227;0.00703842;0.0221309;-0.665287
0.465545;7.31571;1.14382;0.751379;0.000364137;0.0192338;-0.65959
0.45722;7.31478;1.14165;0.749243;0.00478027;0.0190016;-0.662005
0.448681;7.31397;1.13966;0.746839;0.00855505;0.0211269;-0.664614
0.692959;7.3866;1.16571;0.101798;0.746492;-0.650587;0.0955156
0.427618;7.34703;1.12366;0.751133;0.00721196;0.0283464;-0.659502
0.409359;7.34712;1.11787;0.749687;0.00868523;0.026512;-0.661204
0.400125;7.34712;1.11485;0.749471;0.00926438;0.0247985;-0.661507
0.393625;7.31405;1.12302;0.744352;0.0121934;0.0194375;-0.667393
0.383879;7.31361;1.11812;0.744706;0.0113392;0.0136613;-0.667156
0.375092;7.31462;1.11521;0.744682;0.0107436;0.0108253;-0.667245
0.356205;7.31497;1.10963;0.744361;0.0108139;0.00986565;-0.667617
0.346215;7.31439;1.10611;0.743879;0.0113698;0.00856604;-0.668163
0.337031;7.3147;1.10369;0.743522;0.0123215;0.00781068;-0.668552
0.32597;7.31133;1.10131;0.745406;0.0126474;0.0121344;-0.66638
0.304923;7.31128;1.09531;0.742475;0.0175491;0.0146134;-0.669484
0.295739;7.3102;1.09341;0.744146;0.0175096;0.0111437;-0.667694
0.285606;7.31032;1.09129;0.743316;0.0189722;0.0102687;-0.668592
0.277808;7.31001;1.09002;0.745841;0.0224507;0.00677037;-0.665711
0.267012;7.30969;1.08812;0.744733;0.0228777;0.00561544;-0.666946
0.245223;7.31035;1.08599;0.740954;0.0257723;0.00727449;-0.671021
0.236623;7.31187;1.08552;0.735642;0.0305148;-0.000443469;-0.676682
0.228374;7.30941;1.0846;0.737221;0.0384268;-0.00082498;-0.674558
0.218211;7.30871;1.08474;0.735127;0.0372143;-0.00117997;-0.676906
-0.192144;7.33679;1.1264;0.707818;0.000838954;0.00874373;-0.70634
-0.202113;7.33541;1.12434;0.709586;0.00123555;0.0102727;-0.704542
-0.21207;7.33406;1.12212;0.710484;0.00246201;0.0111395;-0.703621
-0.222053;7.33277;1.11987;0.711208;0.00401085;0.0114013;-0.702877
-0.232076;7.33151;1.11751;0.712044;0.00532706;0.0121624;-0.702009
-0.252569;7.32947;1.11297;0.713648;0.00813271;0.0128717;-0.700339
-0.262685;7.32828;1.11045;0.714452;0.00945222;0.0130016;-0.699499
-0.272959;7.32745;1.10777;0.715326;0.0114313;0.0126075;-0.698583
-0.283275;7.32666;1.10517;0.716237;0.0134263;0.0122911;-0.69762
-0.293835;7.32604;1.10295;0.716266;0.0128388;0.0110136;-0.697623
-0.315072;7.32485;1.09826;0.717398;0.0141739;0.00720509;-0.696482
-0.325667;7.32431;1.09583;0.718349;0.0185594;0.00723145;-0.695398
-0.335996;7.32435;1.09384;0.717072;0.0160592;0.00265945;-0.696809
-0.346417;7.32441;1.0917;0.716735;0.0192701;0.00133628;-0.697078
-0.356762;7.32398;1.09019;0.717592;0.0212557;-0.000814777;-0.696139
-0.376609;7.32385;1.08783;0.717473;0.0266141;-0.00329631;-0.69607
-0.386388;7.32391;1.08741;0.717251;0.0289229;-0.00404282;-0.696203
-0.395988;7.32391;1.08744;0.717068;0.0309956;-0.00460352;-0.696298
-0.405413;7.324;1.0879;0.71678;0.0331464;-0.00461102;-0.696496
-0.414602;7.32418;1.08891;0.716584;0.0351574;-0.00374182;-0.696605
-0.432614;7.32436;1.09224;0.716004;0.0394149;-0.000416598;-0.696982
-0.441483;7.32439;1.09455;0.71582;0.0410666;0.00198411;-0.697073
-0.450164;7.32422;1.09703;0.715756;0.0425668;0.00454792;-0.697038
-0.459069;7.32428;1.10029;0.715365;0.0424068;0.00683633;-0.697429
-0.46788;7.32403;1.10377;0.714913;0.040351;0.00853523;-0.697996
-0.485064;7.32298;1.11087;0.715396;0.0369975;0.0105405;-0.69766
-0.493628;7.32223;1.11456;0.715373;0.0338105;0.0105868;-0.697844
-0.502196;7.32147;1.11826;0.71479;0.0305198;0.0101236;-0.698599
-0.510614;7.32024;1.12204;0.716028;0.0253987;0.0090625;-0.697551
-0.527456;7.31775;1.12902;0.716319;0.0190888;0.00685582;-0.697478
-0.535757;7.31601;1.1323;0.716033;0.0156723;0.00453057;-0.697876
-0.544083;7.3141;1.13554;0.716583;0.012744;0.00304372;-0.697379
-0.552365;7.312;1.13871;0.717168;0.0105284;0.00216089;-0.696818
-0.560694;7.30973;1.14168;0.718003;0.00936929;0.00170056;-0.695975
-0.568974;7.30726;1.14462;0.718904;0.00896785;0.00232434;-0.695048
-0.585946;7.30225;1.15102;0.721428;0.011024;0.00719332;-0.692365
-0.594441;7.29943;1.15419;0.72293;0.0134078;0.0116617;-0.690692
-0.602598;7.29627;1.15663;0.7239;0.0149334;0.0149352;-0.689582
-0.610997;7.29284;1.15883;0.725983;0.0177133;0.017544;-0.687261
-0.619516;7.28954;1.16147;0.727994;0.0206486;0.022321;-0.684909
-0.627763;7.2858;1.16353;0.729806;0.0231172;0.0265659;-0.682746
-0.644515;7.27864;1.16751;0.733522;0.0266589;0.0342899;-0.678276
-0.65288;7.27501;1.16919;0.735406;0.0277812;0.0374794;-0.676018
-0.661183;7.27123;1.17054;0.737152;0.0284765;0.0403129;-0.673922
-0.67805;7.26457;1.17301;0.740358;0.0283118;0.0452138;-0.670093
-0.686338;7.26114;1.17361;0.741892;0.0281197;0.0468685;-0.668288
-0.69501;7.25841;1.1745;0.743128;0.0277667;0.0485519;-0.666808
-0.703488;7.25554;1.17466;0.744372;0.0266544;0.0502536;-0.665338
-0.712025;7.2528;1.17459;0.745292;0.0259206;0.0515957;-0.664233
-0.720521;7.24998;1.17387;0.746243;0.0253296;0.0524744;-0.663119
-0.738051;7.24609;1.17267;0.747288;0.0238648;0.0540384;-0.661869
-0.74708;7.24468;1.17176;0.747508;0.0230331;0.0545744;-0.661606
-0.756206;7.24346;1.17057;0.747611;0.0224014;0.0551413;-0.661465
-0.765478;7.24251;1.16916;0.747512;0.0217122;0.055121;-0.661601
-0.774857;7.24173;1.16747;0.74716;0.0213235;0.0542623;-0.662082
-0.794038;7.24092;1.16362;0.746222;0.0192976;0.0531328;-0.663293
-0.803773;7.24082;1.16151;0.745746;0.0182513;0.0515326;-0.663984
-0.813487;7.24064;1.15909;0.745955;0.0176148;0.0480754;-0.664025
-0.823402;7.24072;1.15671;0.745172;0.0160547;0.0453129;-0.665138
-0.833518;7.24126;1.15425;0.743187;0.0156795;0.0444747;-0.667419
-0.853709;7.24212;1.1493;0.741091;0.0138725;0.0386728;-0.670146
-0.863996;7.24255;1.14689;0.740126;0.0132859;0.0356435;-0.671391
-0.874;7.24312;1.14489;0.7382;0.0120284;0.0343507;-0.6736
-0.884391;7.24336;1.14277;0.73886;0.0112673;0.0288294;-0.673148
-0.894646;7.24376;1.14067;0.737465;0.011732;0.0272305;-0.674735
-0.915274;7.24468;1.13756;0.73528;0.0120696;0.0230195;-0.677265
-0.925466;7.24505;1.13634;0.734186;0.0125827;0.0215923;-0.678488
-0.935621;7.24527;1.13531;0.733276;0.0133751;0.0199768;-0.679506
-0.945757;7.24544;1.13469;0.732477;0.014259;0.0185969;-0.680389
-0.95594;7.24569;1.1345;0.730475;0.0143911;0.0187965;-0.682529
-0.96589;7.24562;1.13456;0.729756;0.0147585;0.0174035;-0.683327
-0.985589;7.24512;1.13552;0.72855;0.014852;0.014759;-0.684673
-0.994861;7.24508;1.13673;0.727769;0.0147554;0.0134336;-0.685532
-1.00411;7.2449;1.13819;0.727023;0.0143835;0.0123017;-0.686353
-1.01323;7.24501;1.14027;0.726475;0.0140902;0.0113861;-0.686954
-1.03076;7.24505;1.14513;0.725032;0.0129258;0.010301;-0.688517
-1.03924;7.24489;1.14781;0.724381;0.0121905;0.0102173;-0.689216
-1.0475;7.24428;1.1503;0.72373;0.011171;0.010363;-0.689915
-1.05583;7.24429;1.15364;0.723151;0.0103952;0.0113306;-0.690519
-1.06412;7.24447;1.15731;0.722476;0.0093767;0.0128997;-0.691212
-1.08055;7.24498;1.16521;0.721209;0.00712414;0.0171315;-0.692469
-1.08866;7.24519;1.16911;0.72062;0.00610802;0.0193144;-0.693034
-1.0967;7.24553;1.17299;0.720003;0.00622138;0.0199636;-0.693656
-1.10492;7.24701;1.17789;0.719412;0.00489138;0.0227477;-0.694194
-1.1127;7.24642;1.18061;0.718904;0.00321287;0.0241036;-0.694684
-1.12855;7.2477;1.18766;0.717973;-0.0015508;0.0282437;-0.695496
-1.13632;7.24871;1.19083;0.717444;-0.00399258;0.0294855;-0.695981
-1.14486;7.24895;1.19432;0.713803;-0.00900161;0.0199439;-0.700005
-1.15233;7.2498;1.19641;0.713556;-0.0106103;0.019249;-0.700254
-1.15985;7.25074;1.19821;0.714323;-0.0140971;0.0208966;-0.699362
-1.17551;7.25424;1.20202;0.710549;-0.0169071;0.0163326;-0.703255
-1.50879;7.29162;1.15982;0.694888;-0.0220169;0.0175063;-0.718568
-1.51868;7.29075;1.1605;0.697051;-0.0334418;0.00996583;-0.716172
-1.52845;7.29288;1.1582;0.696246;-0.024178;0.0132497;-0.717273
-1.54788;7.2953;1.15703;0.69552;-0.0226217;0.0115793;-0.718057
-1.55745;7.29647;1.15679;0.695123;-0.021597;0.0109556;-0.718482
-1.56687;7.2976;1.15685;0.694799;-0.0202699;0.0108101;-0.718837
-1.57607;7.29885;1.15734;0.694882;-0.0173514;0.0117845;-0.718818
-1.58506;7.30014;1.15787;0.695177;-0.0134457;0.012572;-0.718603
-1.60296;7.30168;1.15963;0.693302;-0.0110981;0.015948;-0.720385
-1.61152;7.30231;1.16106;0.693347;-0.00994865;0.0170109;-0.720334
-1.61986;7.30316;1.16315;0.693388;-0.00902479;0.0180823;-0.720281
-1.62809;7.30388;1.16542;0.693549;-0.0083425;0.0196764;-0.720092
-1.63624;7.30466;1.16818;0.693649;-0.00838046;0.021225;-0.719952
-1.65209;7.30594;1.17478;0.694098;-0.0140165;0.0231702;-0.719371
-1.65986;7.30664;1.17802;0.694135;-0.015442;0.0247742;-0.719253
-1.66751;7.30731;1.18137;0.694172;-0.0173118;0.0261486;-0.719126
-1.67504;7.30831;1.1848;0.693458;-0.0164216;0.0307641;-0.719652
-1.68256;7.30891;1.18803;0.69325;-0.0194026;0.031408;-0.719751
-1.69705;7.30934;1.19363;0.693267;-0.0207889;0.0269989;-0.719875
-1.70444;7.3094;1.19611;0.693289;-0.0218676;0.0249453;-0.719896
-1.71174;7.31079;1.19907;0.694064;-0.0271213;0.0216321;-0.719077
-1.71908;7.31111;1.20142;0.694275;-0.0288498;0.0210669;-0.718822
-1.72594;7.31079;1.20399;0.695806;-0.0301015;0.0252801;-0.717154
-1.74041;7.31096;1.2072;0.696861;-0.0291261;0.0248454;-0.716184
-1.74811;7.31157;1.20919;0.695514;-0.0270213;0.0261992;-0.717526
-1.75585;7.31136;1.20995;0.697012;-0.0265111;0.0230209;-0.7162
-1.76299;7.31129;1.21065;0.697542;-0.0244992;0.023385;-0.715743
-1.77029;7.3112;1.21149;0.698255;-0.0220273;0.0247834;-0.715081
-1.78483;7.31095;1.21263;0.699799;-0.0156864;0.0288255;-0.713585
-1.79931;7.31069;1.21332;0.701374;-0.00963008;0.0334909;-0.711941
-1.80661;7.31062;1.21345;0.702202;-0.00696786;0.0355379;-0.711056
-1.81392;7.31063;1.21346;0.70299;-0.00473528;0.0374752;-0.710196
-1.82845;7.31087;1.21275;0.704206;-0.00160375;0.0397712;-0.708879
-1.83545;7.31118;1.2119;0.704393;-0.0012149;0.0403853;-0.70866
-1.84278;7.3116;1.2112;0.704764;-0.000194376;0.0404849;-0.708286
-1.85021;7.31224;1.2104;0.705028;0.000496415;0.0404419;-0.708025
-1.85766;7.31306;1.20933;0.705294;0.000639332;0.0401484;-0.707777
-1.87312;7.31576;1.2071;0.705377;0.000289238;0.0402186;-0.70769
-1.88112;7.31761;1.20594;0.704505;-4.72608e-05;0.0400667;-0.708568
-1.88886;7.31932;1.20446;0.704058;-0.000131374;0.0397616;-0.709029
-1.89661;7.32125;1.20274;0.7034;-0.000341467;0.0391442;-0.709715
-1.90446;7.32349;1.20084;0.702436;-0.000584342;0.0382577;-0.710717
-1.91233;7.32565;1.19924;0.701634;-0.00507991;0.0346946;-0.711674
-1.9284;7.33105;1.19494;0.698984;-0.00550302;0.0327235;-0.714367
-1.93649;7.33398;1.19256;0.697499;-0.00519324;0.0315597;-0.715871
-1.94469;7.33697;1.1901;0.696206;-0.0029486;0.03192;-0.717126
-1.95302;7.34027;1.18782;0.694216;-0.00121053;0.0334289;-0.718989
-1.96135;7.34352;1.18523;0.692499;-0.00210701;0.0314272;-0.720731
-1.97089;7.34715;1.18392;0.691167;-0.00313558;0.0311337;-0.722017
-1.98781;7.35457;1.17945;0.686524;-0.00242422;0.030801;-0.72645
-1.9961;7.35744;1.17669;0.68511;-0.00493364;0.026961;-0.727924
-2.00453;7.36054;1.17417;0.683349;-0.00646548;0.0240773;-0.729666
-2.03028;7.36846;1.16697;0.679705;-0.00907261;0.0154704;-0.733267
-2.03902;7.371;1.16504;0.678292;-0.00902076;0.0140909;-0.734602
-2.0477;7.37317;1.16292;0.677232;-0.00826889;0.0129595;-0.735609
-2.05616;7.37794;1.16119;0.672254;-0.00222998;0.0170379;-0.740121
-2.07464;7.38315;1.15829;0.668359;0.00512191;0.0185733;-0.743589
-2.09254;7.38489;1.15635;0.668412;0.0106798;0.0217168;-0.743398
-2.10121;7.38469;1.15546;0.669378;0.0108435;0.0215102;-0.742532
-2.11074;7.38515;1.1548;0.669784;0.012653;0.0200401;-0.742177
-2.12842;7.38497;1.15499;0.671073;0.0133822;0.0208527;-0.740977
-2.13742;7.38555;1.15486;0.670784;0.0150156;0.0195895;-0.741242
-2.14658;7.38562;1.15624;0.671282;0.0158773;0.0208027;-0.74074
-2.15471;7.3853;1.15733;0.671621;0.0138227;0.0206372;-0.740478
-2.1645;7.38843;1.15689;0.668334;0.0203597;0.0155628;-0.74342
-2.1713;7.38534;1.16003;0.67125;0.0120226;0.0185774;-0.7409
-2.18993;7.38851;1.16214;0.677479;0.00752977;0.0173026;-0.7353
-2.197;7.38774;1.16513;0.6772;0.00527294;0.0187825;-0.73554
-2.20466;7.38834;1.16704;0.675489;0.00370946;0.0168747;-0.737167
-2.21236;7.38863;1.17009;0.675377;0.00252529;0.0193116;-0.737215
-2.22579;7.38773;1.17711;0.674168;-0.00228264;0.0227335;-0.738224
-2.23321;7.38796;1.18011;0.673585;-0.00466446;0.0230477;-0.738735
-2.24026;7.38803;1.18333;0.673375;-0.00548365;0.0246767;-0.738868
-2.24724;7.38794;1.18675;0.674093;-0.00837629;0.0265033;-0.738124
-2.25362;7.3878;1.19033;0.67392;-0.0099286;0.0286023;-0.738184
-2.26691;7.38826;1.19631;0.673306;-0.0128279;0.0308345;-0.73861
-2.27399;7.38922;1.19806;0.672955;-0.0127725;0.0307765;-0.738932
-2.28088;7.38992;1.19985;0.675228;-0.0132175;0.0271348;-0.736991
-2.28747;7.39041;1.20171;0.675789;-0.0160954;0.0269153;-0.736428
-2.29323;7.39047;1.20412;0.675642;-0.0173145;0.026954;-0.736533
-2.30561;7.39176;1.20681;0.675462;-0.0205326;0.0254822;-0.736668
-2.31199;7.39349;1.20696;0.675206;-0.0222738;0.0237338;-0.73691
-2.31747;7.39352;1.20878;0.674387;-0.0244523;0.0230279;-0.737614
-2.3233;7.39517;1.20895;0.672626;-0.0240541;0.0203953;-0.73931
-2.32914;7.39589;1.21006;0.672049;-0.0260209;0.0202829;-0.739772
-2.34066;7.39845;1.21092;0.670105;-0.0252963;0.0201602;-0.741562
-2.34692;7.40006;1.21073;0.669048;-0.0255937;0.0188042;-0.74254
-2.35251;7.40065;1.21145;0.668012;-0.0281028;0.0171038;-0.743423
-2.35856;7.40184;1.21148;0.667284;-0.0291315;0.016131;-0.744059
-2.365;7.40323;1.21114;0.666622;-0.0296934;0.0154325;-0.744644
-2.37695;7.40443;1.21155;0.66621;-0.0316973;0.0151332;-0.744936
-2.38285;7.40444;1.21178;0.666399;-0.0347462;0.0127868;-0.744675
-2.38899;7.40499;1.2113;0.666167;-0.033826;0.013115;-0.74492
-2.39538;7.40569;1.21067;0.665584;-0.0330561;0.0124577;-0.745486
-2.40131;7.40485;1.21099;0.666727;-0.0376157;0.0103031;-0.744281
-2.41404;7.40426;1.21014;0.66882;-0.0400043;0.0101314;-0.742278
-2.42168;7.4053;1.20869;0.66977;-0.0383201;0.0131851;-0.741462
-2.42779;7.40453;1.20847;0.670539;-0.0378702;0.0140286;-0.740774
-2.43317;7.40287;1.20867;0.67127;-0.0376043;0.01357;-0.740134
-2.43911;7.40157;1.20866;0.672294;-0.036709;0.015018;-0.739221
-2.4464;7.4015;1.20738;0.673822;-0.0349552;0.0169162;-0.737872
-2.46034;7.4009;1.20526;0.675457;-0.0311655;0.0202763;-0.736462
-2.46589;7.39883;1.2047;0.67726;-0.0298899;0.0193593;-0.734881
-2.4746;7.40054;1.20104;0.678023;-0.0263952;0.0212096;-0.734261
-2.48013;7.39825;1.20124;0.679411;-0.0256579;0.0208958;-0.733012
-2.49471;7.39797;1.19719;0.682022;-0.0196653;0.0228149;-0.730711
-2.50056;7.39636;1.19687;0.68267;-0.0180005;0.0239384;-0.730112
-2.50962;7.39758;1.19298;0.684745;-0.01567;0.0220322;-0.728281
-2.51698;7.39741;1.19142;0.685883;-0.0136789;0.0225881;-0.727233
-2.52402;7.39708;1.19008;0.686968;-0.0128635;0.0227153;-0.726219
-2.53796;7.39603;1.18825;0.68938;-0.0106795;0.0231114;-0.723953
-2.5448;7.39521;1.18776;0.691035;-0.010897;0.0229063;-0.722376
-2.55201;7.39503;1.18714;0.692144;-0.0107212;0.0224803;-0.721329
-2.55797;7.39366;1.18771;0.692645;-0.0105043;0.0214069;-0.720884
-2.56538;7.39387;1.18738;0.693072;-0.0110679;0.0220148;-0.720447
-2.57948;7.39282;1.18791;0.694979;-0.0109753;0.0230343;-0.718577
-2.58678;7.39268;1.18768;0.696711;-0.0139391;0.0224197;-0.716866
-2.59364;7.39162;1.18882;0.698119;-0.0172095;0.0221631;-0.715432
-2.65673;7.45091;1.1304;0.695306;0.0241422;-0.0137586;-0.718177
-2.7534;7.54343;1.04036;0.689664;0.0452881;-0.026324;-0.722233
-2.62058;7.39156;1.1903;0.702096;0.0109207;-0.00832814;-0.71195
-2.63995;7.38811;1.19639;0.705036;-0.0244771;0.0213031;-0.708429
-2.64469;7.38577;1.19974;0.706211;-0.027805;0.0214539;-0.70713
-2.65088;7.38551;1.20061;0.706802;-0.0277588;0.0215387;-0.706538
-2.66136;7.38233;1.20444;0.709653;-0.0332803;0.0209569;-0.703453
-2.66485;7.3794;1.20681;0.709709;-0.0317319;0.0179296;-0.703551
-2.66922;7.3767;1.20892;0.711714;-0.0337942;0.0176419;-0.701434
-2.67454;7.37453;1.21047;0.713763;-0.036474;0.0169508;-0.699231
-2.67674;7.3694;1.21464;0.715056;-0.0361508;0.0173698;-0.697916
-2.68353;7.36064;1.2196;0.71872;-0.0333606;0.0175649;-0.694276
-2.68837;7.35702;1.22087;0.720922;-0.0367184;0.014548;-0.69189
-2.69324;7.3531;1.22197;0.723212;-0.0374829;0.0130393;-0.689485
-2.6969;7.3476;1.22416;0.728016;-0.0367239;0.0120367;-0.68447
-2.70458;7.33629;1.22898;0.73339;-0.0427978;0.0187075;-0.678202
-2.7083;7.33048;1.23036;0.735032;-0.0451855;0.0157584;-0.676342
-2.70809;7.32035;1.23595;0.739201;-0.0435467;0.0175773;-0.671845
-2.71268;7.29861;1.24008;0.753307;0.0121019;-0.0330769;-0.656726
-2.72022;7.27125;1.24637;0.764878;-0.0117899;-0.0356779;-0.643078
-2.7216;7.26148;1.24803;0.768124;-0.0121221;-0.0406146;-0.638897
-2.40367;6.64851;1.1657;0.97931;0.0127336;0.0289624;-0.199876
-2.3936;6.64097;1.16329;0.981036;0.0125587;0.0300393;-0.19107
-2.38366;6.6336;1.16066;0.982622;0.0142051;0.030497;-0.182545
-2.36384;6.61958;1.15562;0.985431;0.0180127;0.030732;-0.166305
-2.35423;6.61279;1.15331;0.986536;0.0197181;0.0318501;-0.159197
-2.34444;6.60624;1.15071;0.987812;0.022709;0.0304517;-0.150947
-2.33509;6.59979;1.14883;0.988702;0.0223741;0.0318897;-0.144741
-2.32574;6.59363;1.147;0.989893;0.0235532;0.0311025;-0.136343
-2.30782;6.58167;1.14346;0.991456;0.026335;0.0319189;-0.123703
-2.28966;6.57004;1.14109;0.993209;0.0260399;0.0285492;-0.10974
-2.28155;6.56463;1.1401;0.993847;0.0263776;0.0290726;-0.103567
-2.27369;6.55929;1.13876;0.994149;0.0273795;0.034698;-0.0985568
-2.25794;6.54874;1.13714;0.995175;0.0279015;0.0361879;-0.0868213
-2.25057;6.54355;1.1367;0.995711;0.0271834;0.0372292;-0.0802178
-2.244;6.53861;1.13623;0.996039;0.0267428;0.0386756;-0.075462
-2.2376;6.53366;1.13627;0.996483;0.0252108;0.0374704;-0.0705863
-2.23194;6.52896;1.13581;0.996516;0.0262362;0.0420274;-0.0670857
-2.22103;6.51951;1.13578;0.996974;0.0252746;0.0433228;-0.0593843
-2.21607;6.51477;1.13589;0.997164;0.0243103;0.0436646;-0.0562625
-2.21139;6.50999;1.13614;0.997419;0.0224831;0.0428135;-0.0530831
-2.20713;6.50531;1.13629;0.9976;0.021546;0.0421781;-0.0505161
-2.2031;6.50085;1.13659;0.997769;0.0211285;0.041113;-0.0481602
-2.19942;6.49642;1.13702;0.997876;0.0200259;0.0410654;-0.0464287
-2.19293;6.48737;1.13768;0.998174;0.018029;0.0380856;-0.0432739
-2.18998;6.48299;1.13794;0.998324;0.0182465;0.0365901;-0.0409547
-2.1874;6.47841;1.13856;0.998468;0.0159057;0.035198;-0.0396318
-2.18516;6.47396;1.13903;0.998537;0.0148945;0.0349103;-0.038504
-2.18131;6.46512;1.14027;0.998655;0.012555;0.0346813;-0.0364483
-2.18036;6.46083;1.14057;0.998434;0.0135267;0.0394839;-0.0372537
-2.17898;6.45617;1.1409;0.998522;0.0124937;0.0385468;-0.0362315
-2.17787;6.45184;1.14155;0.99855;0.0115486;0.0386782;-0.0356173
-2.17614;6.44248;1.14232;0.998673;0.00901257;0.037716;-0.0338928
-2.17511;6.43331;1.14263;0.99879;0.00797033;0.0359896;-0.0325632
-2.17494;6.42861;1.14276;0.998841;0.00713482;0.035204;-0.0320396
-2.17498;6.4242;1.14257;0.998876;0.00760876;0.0343833;-0.0317173
-2.17523;6.41929;1.14222;0.998929;0.00742699;0.0331533;-0.0314166
-2.17646;6.40981;1.14139;0.998953;0.00816969;0.0322449;-0.0313985
-2.17744;6.40503;1.14098;0.998936;0.00857438;0.0324471;-0.0316167
-2.17865;6.40006;1.14039;0.99891;0.00900609;0.0328181;-0.031949
-2.18005;6.39511;1.13993;0.998887;0.00920398;0.0330633;-0.0323707
-2.1817;6.39002;1.13935;0.998812;0.00947256;0.0344405;-0.0331491
-2.18518;6.37938;1.13878;0.998861;0.00797238;0.0318251;-0.0346546
-2.18726;6.37419;1.13819;0.998777;0.00829616;0.0337185;-0.0352057
-2.18966;6.36872;1.13762;0.998717;0.00808042;0.034233;-0.0364398
-2.19217;6.36305;1.13696;0.99867;0.00727673;0.0343668;-0.0377296
-2.19479;6.3575;1.1364;0.998623;0.00658787;0.03434;-0.0390988
-2.20088;6.34589;1.13448;0.998428;0.00620237;0.0357758;-0.0426949
-2.20379;6.33998;1.13363;0.998429;0.00527105;0.0341194;-0.0441281
-2.20638;6.33387;1.1331;0.998558;0.00288521;0.0285405;-0.0453729
-2.20949;6.32771;1.13203;0.998552;0.00203963;0.0262492;-0.0469151
-2.21267;6.32157;1.13082;0.998514;0.00156004;0.0242283;-0.0487888
-2.21901;6.30887;1.12834;0.998458;4.24437e-05;0.0192838;-0.0520515
-2.22207;6.30237;1.12721;0.998434;-0.00164894;0.0152933;-0.0537806
-2.22552;6.2956;1.12529;0.998336;-0.00137705;0.0156398;-0.0554822
-2.22914;6.28902;1.12315;0.998195;-0.00032403;0.0171658;-0.057553
-2.23211;6.28212;1.12163;0.998128;-0.000468381;0.015895;-0.0590507
-2.23784;6.26768;1.11804;0.998039;-0.000661942;0.0135253;-0.0611099
-2.24054;6.26035;1.11615;0.997998;-0.000249538;0.0129954;-0.0618969
-2.24307;6.25282;1.11459;0.997946;-0.000652006;0.0126225;-0.0628086
-2.24537;6.24492;1.11267;0.997947;-0.000202704;0.0121179;-0.0628912
-2.24762;6.23714;1.11109;0.997906;-0.000108204;0.0125648;-0.0634531
-2.25155;6.22057;1.10774;0.99791;0.000409405;0.0129013;-0.063323
-2.25327;6.21195;1.10618;0.99793;0.000505422;0.0128285;-0.0630178
-2.25489;6.2032;1.10478;0.997942;0.000874459;0.0130236;-0.0627812
-2.25638;6.19436;1.10354;0.99796;0.0011954;0.0126829;-0.0625565
-2.25766;6.18523;1.1024;0.997985;0.00124552;0.0123887;-0.0622194
-2.25991;6.16654;1.10038;0.998055;0.0021313;0.0101469;-0.061475
-2.26052;6.15724;1.09948;0.99813;0.00335622;0.00992294;-0.0602186
-2.261;6.14749;1.09926;0.998201;0.0026188;0.0038268;-0.0597688
-2.26222;6.13801;1.09844;0.998211;0.00355123;0.00339983;-0.0595924
-2.26245;6.12892;1.09826;0.998279;0.00494732;0.00211276;-0.058399
-2.26594;6.11821;1.09266;0.998159;0.0125165;-0.0127808;-0.0579594
-2.2613;6.10173;1.09943;0.998767;0.00237527;-0.00462646;-0.0493633
-2.26192;6.09313;1.09915;0.998444;0.0109303;-0.00258435;-0.0546143
-2.2611;6.08412;1.10016;0.998538;0.0118726;-0.00196076;-0.0526913
-2.26017;6.07523;1.10139;0.998616;0.0123961;-0.00118819;-0.0511016
-2.2565;6.05772;1.10615;0.998881;0.0114627;-0.00234568;-0.0458151
-2.25512;6.04928;1.10821;0.999009;0.0114991;0.000342685;-0.042997
-2.25585;6.04308;1.10972;0.999135;0.011193;0.000368643;-0.0400402
-2.25386;6.03341;1.11194;0.999214;0.00937569;0.000606884;-0.0385206
-2.2523;6.02527;1.11473;0.999295;0.00845031;0.0012812;-0.0365496
-2.24919;6.00899;1.12062;0.999464;0.0062577;0.00159717;-0.0321054
-2.24611;5.99328;1.12647;0.999566;0.00680749;0.000941814;-0.0286522
-2.24427;5.98515;1.13034;0.999643;0.00308913;0.00381001;-0.0262728
-2.24313;5.97749;1.13291;0.999704;0.00124218;0.00239409;-0.0241806
