Vicon Pose Position (t_x);t_y;t_z;Vicon Pose Quat (q_w);q_x;q_y;q_z;EKF Pose Position (t_x);t_y;t_z;EKF Pose Quat (q_w);q_x;q_y;q_z;
-1.96731;4.8081;1.86031;0.653494;-0.130518;-0.0253095;-0.745164;0.540665;-1.60498;0.437272;-0.971045;0.0566398;0.0906761;0.213639;
-1.97383;4.62462;1.87736;0.660758;-0.134695;-0.0357358;-0.737549;0.303157;-1.10247;0.454357;-0.971543;0.0552565;0.0965561;0.209112;
-1.97221;4.56552;1.88582;0.670943;-0.119836;-0.0322658;-0.73105;0.303157;-1.10247;0.454357;-0.971543;0.0552565;0.0965561;0.209112;
-1.96462;4.38707;1.89519;0.68461;-0.134056;-0.0184695;-0.716238;-0.138407;-0.231844;0.451659;-0.978746;0.0525995;0.0962573;0.173273;
-1.96072;4.32715;1.88762;0.687747;-0.122501;-0.0127306;-0.715427;-0.138407;-0.231844;0.451659;-0.978746;0.0525995;0.0962573;0.173273;
-1.94809;4.15057;1.86102;0.680805;-0.119469;-0.00535763;-0.722636;-0.564842;0.551428;0.410999;-0.981049;0.0582273;0.0810633;0.166073;
-1.94074;4.07779;1.85904;0.68117;-0.118046;-0.00663556;-0.722515;-0.564842;0.551428;0.410999;-0.981049;0.0582273;0.0810633;0.166073;
-1.92979;3.90018;1.88061;0.668756;-0.117244;-0.00498325;-0.734162;-1.36199;1.12846;0.976094;-0.979418;0.0569091;0.0780051;0.177246;
-1.9294;3.82766;1.89107;0.662985;-0.112831;-0.0141455;-0.739946;-1.36199;1.12846;0.976094;-0.979418;0.0569091;0.0780051;0.177246;
-1.93509;3.68594;1.89378;0.658281;-0.111773;0.000851819;-0.744427;-2.17498;1.55325;1.61229;-0.976899;0.0466377;0.0790899;0.192973;
-1.94138;3.58481;1.88271;0.652285;-0.106297;-0.00145113;-0.750482;-2.17498;1.55325;1.61229;-0.976899;0.0466377;0.0790899;0.192973;
-1.96106;3.41332;1.86491;0.651765;-0.115489;-0.00639758;-0.749549;-2.79747;1.9397;2.00158;-0.975581;0.0433216;0.0766003;0.201238;
-1.96983;3.34398;1.86716;0.651444;-0.115535;-0.00744261;-0.749811;-2.79747;1.9397;2.00158;-0.975581;0.0433216;0.0766003;0.201238;
-1.98305;3.1803;1.89032;0.663682;-0.121398;-0.0236186;-0.737721;-3.31686;2.3306;2.26794;-0.976887;0.03996;0.094052;0.18775;
-1.98543;3.11351;1.89716;0.67092;-0.123953;-0.0286425;-0.730535;-3.31686;2.3306;2.26794;-0.976887;0.03996;0.094052;0.18775;
-1.98547;3.10406;1.89811;0.672249;-0.120889;-0.0303498;-0.729757;-3.79068;2.71978;2.36624;-0.982365;0.0336114;0.0907635;0.159973;
-1.98552;2.87664;1.87732;0.676308;-0.10878;-0.0264692;-0.728062;-3.79068;2.71978;2.36624;-0.982365;0.0336114;0.0907635;0.159973;
-1.97738;2.70534;1.85885;0.664134;-0.116283;-0.0359141;-0.737641;-4.27618;3.10318;2.37713;-0.980136;0.0324926;0.0987756;0.168883;
-1.97274;2.63578;1.86486;0.658309;-0.122863;-0.0388806;-0.741635;-4.27618;3.10318;2.37713;-0.980136;0.0324926;0.0987756;0.168883;
-1.96812;2.46228;1.88799;0.646381;-0.131108;-0.0480398;-0.75013;-4.78025;3.44527;2.38039;-0.974525;0.0400124;0.115655;0.187948;
-1.96793;2.40337;1.89296;0.638137;-0.137801;-0.036938;-0.75659;-4.78025;3.44527;2.38039;-0.974525;0.0400124;0.115655;0.187948;
-1.97021;2.15705;1.86892;0.664377;-0.122793;-0.0282859;-0.736698;-5.50117;3.84446;2.25358;-0.979301;0.0357907;0.112324;0.164535;
-1.97044;2.14671;1.86743;0.665803;-0.122499;-0.0284411;-0.735453;-5.7328;3.95717;2.21893;-0.981956;0.0346415;0.113265;0.147421;
-1.97415;1.91026;1.8724;0.690958;-0.120986;-0.0434911;-0.71137;-5.7328;3.95717;2.21893;-0.981956;0.0346415;0.113265;0.147421;
-1.96147;1.75398;1.8942;0.707459;-0.111001;-0.0354534;-0.697082;-6.16618;4.14217;2.16255;-0.987957;0.0320732;0.107556;0.106511;
-1.95145;1.67761;1.89599;0.717559;-0.110011;-0.0360999;-0.686807;-6.16618;4.14217;2.16255;-0.987957;0.0320732;0.107556;0.106511;
-1.94996;1.6681;1.89553;0.718587;-0.10938;-0.0356973;-0.685853;-6.54808;4.2813;2.05328;-0.991776;0.0318739;0.100344;0.0727717;
-1.90683;1.45208;1.86182;0.727851;-0.111712;-0.0331883;-0.67576;-6.54808;4.2813;2.05328;-0.991776;0.0318739;0.100344;0.0727717;
-1.80034;1.13992;1.87628;0.758767;-0.131881;-0.0483895;-0.636033;-7.15067;4.44836;1.94666;-0.991721;0.035351;0.122765;0.012984;
-1.74984;1.03376;1.88219;0.773695;-0.120976;-0.0427954;-0.620427;-7.15067;4.44836;1.94666;-0.991721;0.035351;0.122765;0.012984;
-1.74609;1.0248;1.88196;0.773683;-0.120483;-0.041602;-0.620619;-7.35637;4.46909;1.88108;-0.991778;0.0422606;0.113771;-0.0405697;
-1.65314;0.823421;1.85919;0.807608;-0.132502;-0.0414528;-0.573144;-7.35637;4.46909;1.88108;-0.991778;0.0422606;0.113771;-0.0405697;
-1.57359;0.687725;1.86632;0.826785;-0.127152;-0.0516561;-0.545519;-7.53132;4.47061;1.85918;-0.986903;0.0450795;0.117508;-0.100909;
-1.53719;0.640396;1.87489;0.844999;-0.123391;-0.0598697;-0.516883;-7.53132;4.47061;1.85918;-0.986903;0.0450795;0.117508;-0.100909;
-1.53185;0.633287;1.87612;0.848483;-0.124791;-0.0592034;-0.510881;-7.66724;4.44655;1.84643;-0.973817;0.0364138;0.123043;-0.187655;
-1.39541;0.483092;1.88554;0.886594;-0.124393;-0.05938;-0.441534;-7.66724;4.44655;1.84643;-0.973817;0.0364138;0.123043;-0.187655;
-1.2887;0.392789;1.86594;0.901961;-0.117001;-0.0566119;-0.411791;-7.76841;4.40532;1.79793;-0.959563;0.0395942;0.11109;-0.255597;
-1.2305;0.354652;1.85864;0.90175;-0.116822;-0.0486953;-0.413313;-7.76841;4.40532;1.79793;-0.959563;0.0395942;0.11109;-0.255597;
-1.09779;0.276183;1.86731;0.913414;-0.121495;-0.0544492;-0.384642;-7.85469;4.34676;1.79435;-0.949771;0.0465446;0.106223;-0.290664;
-1.05545;0.24882;1.87246;0.917891;-0.131078;-0.0576711;-0.370094;-7.85469;4.34676;1.79435;-0.949771;0.0465446;0.106223;-0.290664;
-0.939655;0.192964;1.8843;0.924755;-0.137333;-0.0757641;-0.34674;-7.89846;4.22747;1.80162;-0.933461;0.048294;0.117169;-0.335544;
-0.882333;0.166991;1.88082;0.933416;-0.141864;-0.0766283;-0.320526;-7.89846;4.22747;1.80162;-0.933461;0.048294;0.117169;-0.335544;
-0.874642;0.163614;1.8801;0.933998;-0.141734;-0.0798634;-0.318091;-7.90777;4.10094;1.78403;-0.902919;0.0442861;0.127364;-0.408111;
-0.700471;0.101851;1.86491;0.961193;-0.129057;-0.0932798;-0.22528;-7.90777;4.10094;1.78403;-0.902919;0.0442861;0.127364;-0.408111;
-0.692915;0.0995983;1.86486;0.962462;-0.128307;-0.0943755;-0.219765;-7.92109;3.9754;1.8037;-0.83738;0.0242685;0.142447;-0.527176;
-0.516529;0.0762731;1.88451;0.982689;-0.108355;-0.141519;-0.0505343;-7.92109;3.9754;1.8037;-0.83738;0.0242685;0.142447;-0.527176;
-0.509029;0.0767124;1.88538;0.983142;-0.106819;-0.142072;-0.0428606;-7.93863;3.82422;1.81767;-0.721677;-0.00382773;0.146743;-0.676487;
-0.340119;0.108271;1.89598;0.976881;-0.0797669;-0.153552;0.125551;-7.93863;3.82422;1.81767;-0.721677;-0.00382773;0.146743;-0.676487;
-0.332908;0.110625;1.89548;0.976019;-0.0793473;-0.153508;0.132385;-7.95202;3.66909;1.79473;-0.607966;-0.0179067;0.123956;-0.784023;
-0.183161;0.185819;1.87306;0.953126;-0.0592698;-0.157964;0.251169;-7.95202;3.66909;1.79473;-0.607966;-0.0179067;0.123956;-0.784023;
-0.0990907;0.258933;1.87537;0.928523;-0.0499944;-0.165405;0.328613;-7.94799;3.30291;1.80804;-0.392781;-0.0310569;0.113272;-0.912101;
0.0596964;0.446549;1.88589;0.866763;-0.0522228;-0.142118;0.475181;-7.94799;3.30291;1.80804;-0.392781;-0.0310569;0.113272;-0.912101;
0.139331;0.564409;1.86885;0.837222;-0.0209838;-0.144689;0.526957;-7.88992;3.12441;1.79496;-0.291269;-0.00831967;0.0864459;-0.952691;
0.168024;0.606316;1.87014;0.813117;-0.0468886;-0.129259;0.565627;-7.88992;3.12441;1.79496;-0.291269;-0.00831967;0.0864459;-0.952691;
0.290694;0.979855;1.88525;0.752135;-0.00774843;-0.149294;0.641829;-7.76276;2.74099;1.83139;-0.135172;-0.0407709;0.0730587;-0.987284;
0.29182;0.987885;1.88451;0.750449;-0.00822471;-0.149676;0.643705;-7.67709;2.67185;1.82179;-0.111444;-0.0396897;0.0823818;-0.989554;
0.305978;1.17294;1.85761;0.733613;-0.0142524;-0.138529;0.665146;-7.67709;2.67185;1.82179;-0.111444;-0.0396897;0.0823818;-0.989554;
0.31077;1.38424;1.85158;0.723561;-0.00123239;-0.158996;0.671698;-7.58478;2.59714;1.82564;-0.0917884;-0.0486346;0.0679499;-0.992266;
0.310856;1.39346;1.85168;0.722929;-0.00116968;-0.159849;0.672176;-7.49011;2.5663;1.82681;-0.0692206;-0.0615802;0.0791712;-0.992546;
0.313542;1.53203;1.84921;0.712441;0.00424695;-0.167958;0.681322;-7.49011;2.5663;1.82681;-0.0692206;-0.0615802;0.0791712;-0.992546;
0.316715;1.60717;1.84079;0.705635;0.00806849;-0.163419;0.689426;-7.49011;2.5663;1.82681;-0.0692206;-0.0615802;0.0791712;-0.992546;
0.317209;1.61654;1.83943;0.704738;0.00873719;-0.162711;0.690502;-7.38216;2.59543;1.79299;-0.0362153;-0.0645895;0.0672607;-0.994984;
0.323623;1.74672;1.81535;0.689879;0.00990855;-0.163532;0.705143;-7.38216;2.59543;1.79299;-0.0362153;-0.0645895;0.0672607;-0.994984;
0.328666;1.8284;1.79599;0.682014;0.00665779;-0.161208;0.71332;-7.38216;2.59543;1.79299;-0.0362153;-0.0645895;0.0672607;-0.994984;
0.329354;1.83767;1.79363;0.681731;0.00774112;-0.161542;0.713504;-7.26502;2.68841;1.75577;-0.0230666;-0.0822888;0.0468256;-0.995241;
0.343714;2.04703;1.7532;0.680613;0.079408;-0.113785;0.719384;-7.26502;2.68841;1.75577;-0.0230666;-0.0822888;0.0468256;-0.995241;
0.343922;2.05563;1.75187;0.679905;0.0800013;-0.113422;0.720045;-7.13745;2.79;1.72572;-0.00804821;-0.0934087;0.0232017;-0.995325;
0.337767;2.24803;1.71101;0.69162;0.0320073;-0.140084;0.707823;-7.13745;2.79;1.72572;-0.00804821;-0.0934087;0.0232017;-0.995325;
0.310534;2.55012;1.57614;0.710979;-0.0154309;-0.1264;0.691588;-6.86125;3.07556;1.5702;-0.0387126;-0.0218202;0.0419243;-0.998132;
0.295383;2.63426;1.53732;0.715813;0.00290456;-0.131256;0.685839;-6.86125;3.07556;1.5702;-0.0387126;-0.0218202;0.0419243;-0.998132;
0.294502;2.64046;1.53422;0.716375;0.00310065;-0.133025;0.68491;-6.65899;3.26917;1.53587;-0.0561849;-0.0636838;0.0525706;-0.994999;
0.289781;2.75415;1.47084;0.726616;0.0789128;-0.180859;0.658097;-6.65899;3.26917;1.53587;-0.0561849;-0.0636838;0.0525706;-0.994999;
0.289695;2.75808;1.46891;0.726703;0.0841277;-0.179948;0.657605;-6.42842;3.49328;1.51626;-0.0678456;-0.139457;-0.00595478;-0.987883;
0.286732;2.83907;1.42907;0.720732;0.0674107;-0.147968;0.673874;-6.42842;3.49328;1.51626;-0.0678456;-0.139457;-0.00595478;-0.987883;
0.286551;2.84215;1.42736;0.719268;0.0630694;-0.147083;0.676049;-6.17385;3.75166;1.48934;-0.01537;-0.0623084;0.0274139;-0.997562;
0.291176;2.8966;1.3979;0.674025;-0.0175112;-0.106129;0.730835;-6.17385;3.75166;1.48934;-0.01537;-0.0623084;0.0274139;-0.997562;
0.291698;2.89844;1.39713;0.672742;-0.0196907;-0.104671;0.732171;-5.88495;4.05759;1.4744;0.0389114;0.00900584;0.0267864;-0.998843;
0.309557;2.92421;1.38839;0.666695;-0.0480876;-0.0634851;0.741063;-5.88495;4.05759;1.4744;0.0389114;0.00900584;0.0267864;-0.998843;
0.310169;2.92496;1.38802;0.667137;-0.0486828;-0.0625846;0.740703;-5.58513;4.38046;1.44513;0.0287626;0.0476829;0.00479646;-0.998437;
0.319059;2.93503;1.37311;0.684545;-0.0844515;-0.0308402;0.723405;-5.58513;4.38046;1.44513;0.0287626;0.0476829;0.00479646;-0.998437;
0.323791;2.93408;1.37058;0.6996;-0.0849714;-0.0165386;0.709271;-5.28336;4.70465;1.42566;0.00228181;0.088546;-0.000311318;-0.996069;
0.32475;2.93219;1.37195;0.704207;-0.0794261;-0.0224743;0.70518;-5.28336;4.70465;1.42566;0.00228181;0.088546;-0.000311318;-0.996069;
0.32496;2.93151;1.37225;0.705274;-0.0787017;-0.0232551;0.704169;-4.98169;5.02326;1.41827;-0.0208476;0.0673695;-0.00338713;-0.997505;
0.331859;2.91274;1.38127;0.709976;-0.0654026;-0.0307731;0.700506;-4.98169;5.02326;1.41827;-0.0208476;0.0673695;-0.00338713;-0.997505;
0.332112;2.91157;1.38168;0.709928;-0.0650427;-0.0300243;0.700622;-4.69317;5.33317;1.40714;-0.0114706;0.0630615;-0.0109684;-0.997883;
0.337044;2.89296;1.38869;0.708109;-0.0607162;-0.0287993;0.702898;-4.69317;5.33317;1.40714;-0.0114706;0.0630615;-0.0109684;-0.997883;
0.355811;2.88091;1.39754;0.707319;-0.0506875;-0.0309836;0.704393;-3.91734;6.22335;1.36536;-0.00120758;0.0426655;-0.0166989;-0.998949;
0.356221;2.8809;1.39773;0.707604;-0.0507019;-0.0316461;0.704077;-3.91734;6.22335;1.36536;-0.00120758;0.0426655;-0.0166989;-0.998949;
0.36499;2.88091;1.40305;0.709364;-0.0432462;-0.0242629;0.703096;-3.91734;6.22335;1.36536;-0.00120758;0.0426655;-0.0166989;-0.998949;
0.365463;2.88091;1.40321;0.709064;-0.0433427;-0.0236104;0.703415;-3.91734;6.22335;1.36536;-0.00120758;0.0426655;-0.0166989;-0.998949;
0.365972;2.88091;1.40339;0.708648;-0.0437909;-0.0230599;0.703824;-3.68129;6.49309;1.35553;0.0101378;0.0500311;-0.0304581;-0.998232;
0.372629;2.88163;1.40498;0.705136;-0.0405475;-0.0149574;0.707754;-3.68129;6.49309;1.35553;0.0101378;0.0500311;-0.0304581;-0.998232;
0.372785;2.88165;1.40502;0.705013;-0.0403014;-0.0151052;0.707887;-3.44783;6.74319;1.34943;0.0176765;0.0472546;-0.0341357;-0.998143;
0.37513;2.88245;1.40575;0.704098;-0.0418444;-0.0117474;0.708771;-3.44783;6.74319;1.34943;0.0176765;0.0472546;-0.0341357;-0.998143;
0.375187;2.88252;1.40579;0.704176;-0.0422871;-0.0118657;0.708666;-3.21255;6.97304;1.35165;0.0194538;0.0488504;-0.0310699;-0.998133;
0.377112;2.88228;1.40864;0.707651;-0.0307746;-0.0217448;0.705557;-3.21255;6.97304;1.35165;0.0194538;0.0488504;-0.0310699;-0.998133;
0.377286;2.87798;1.41151;0.705919;-0.0246537;-0.0240884;0.707453;-2.96892;7.18384;1.35745;0.0191345;0.0301596;-0.0348326;-0.998755;
0.383337;2.87109;1.41899;0.698593;-0.00510727;-0.021924;0.715165;-2.45623;7.55682;1.37268;0.0397482;0.0172216;-0.0445536;-0.998067;
0.383576;2.87113;1.41946;0.698674;-0.00447442;-0.0217446;0.715096;-2.19342;7.71938;1.38654;0.0403494;0.00774538;-0.0556388;-0.997605;
0.389321;2.87205;1.4278;0.701664;0.00812157;-0.0225971;0.712103;-2.19342;7.71938;1.38654;0.0403494;0.00774538;-0.0556388;-0.997605;
0.394208;2.87426;1.42988;0.704836;0.020395;-0.0336274;0.70828;-1.92469;7.86604;1.39534;0.0410698;-0.000718285;-0.0561989;-0.997574;
0.39465;2.87457;1.42696;0.702101;0.0142049;-0.0337438;0.711136;-1.92469;7.86604;1.39534;0.0410698;-0.000718285;-0.0561989;-0.997574;
0.394739;2.87447;1.4267;0.702337;0.0136807;-0.0334053;0.710928;-1.37262;8.09704;1.3898;0.0532054;0.00306162;-0.0594146;-0.99681;
0.394432;2.8737;1.42648;0.7013;0.020043;-0.0134298;0.712458;-1.37262;8.09704;1.3898;0.0532054;0.00306162;-0.0594146;-0.99681;
0.394632;2.87357;1.4265;0.701342;0.0206467;-0.0130321;0.712406;-1.09259;8.18178;1.39449;0.0564521;-0.00250998;-0.0632285;-0.996398;
0.398422;2.87078;1.4285;0.698207;0.0292768;-0.015908;0.71512;-1.09259;8.18178;1.39449;0.0564521;-0.00250998;-0.0632285;-0.996398;
0.398558;2.87056;1.42858;0.698195;0.0297932;-0.015663;0.715116;-0.811027;8.24426;1.39958;0.0661433;-0.00954817;-0.0654724;-0.995614;
0.401948;2.86727;1.42978;0.69377;0.0367047;-0.0156003;0.719091;-0.811027;8.24426;1.39958;0.0661433;-0.00954817;-0.0654724;-0.995614;
0.40202;2.86718;1.4297;0.693636;0.0367408;-0.0153411;0.719225;-0.531149;8.28344;1.39929;0.0748232;-0.00847845;-0.066692;-0.994928;
0.402565;2.86675;1.42701;0.694908;0.0324839;-0.0121276;0.718262;-0.531149;8.28344;1.39929;0.0748232;-0.00847845;-0.066692;-0.994928;
