0	-0.738	0.6	1.57	0	0
0	-0.68852	0.69589	1.57	0	0
0	-0.64211	0.76829	1.57	0	0
0	-0.60167	0.7995	1.57	0	0
0	-0.56971	0.78186	1.57	0	0
0	-0.5482	0.71969	1.57	0	0
0	-0.5385	0.62822	1.57	0	0
0	-0.5412	0.52984	1.57	0	0
0	-0.55614	0.44864	1.57	0	0
0	-0.58239	0.40449	1.57	0	0
0	-0.61831	0.40822	1.57	0	0
0	-0.66167	0.45889	1.57	0	0
0	-0.70978	0.54412	1.57	0	0
0	-0.75964	0.64302	1.57	0	0
0	-0.80816	0.7314	1.57	0	0
0	-0.85231	0.7876	1.57	0	0
0	-0.88936	0.79787	1.57	0	0
0	-0.917	0.7597	1.57	0	0
0	-0.93351	0.68242	1.57	0	0
0	-0.93786	0.58497	1.57	0	0
0	-0.92978	0.4912	1.57	0	0
0	-0.90979	0.42406	1.57	0	0
0	-0.87911	0.4	1.57	0	0
0	-0.83966	0.42491	1.57	0	0
0	-0.79388	0.49269	1.57	0	0
0	-0.74464	0.58674	1.57	0	0
0	-0.738	0.6	1.57	0	0
