Ros wall_time;Angle Actuator 1 (deg);Angle Actuator 2 (deg);Angle Actuator 3 (deg);Angle Actuator 4 (deg);Angle Actuator 5 (deg);Angle Actuator 6 (deg);Angle Actuator 7 (deg)
1557073369097366277;-1049.43;194.931;1306.81;61.3865;-932.801;203.496;42.2048
1557073369117388436;-1049.43;194.931;1306.81;61.3865;-932.801;203.496;42.2048
1557073369137371109;-1049.43;194.931;1306.81;61.3865;-932.801;203.496;42.2048
1557073369157375346;-1049.43;194.931;1306.81;61.3865;-932.801;203.496;42.2048
1557073369177365031;-1049.43;194.931;1306.81;61.3865;-932.801;203.496;42.2048
1557073369197342983;-1049.43;194.931;1306.81;61.3865;-932.801;203.496;42.2048
1557073369217354830;-1050.83;195.281;1307.76;61.3944;-934.062;204.013;43.7371
1557073369237362538;-1050.83;195.281;1307.76;61.3944;-934.062;204.013;43.7371
1557073369257368699;-1050.83;195.281;1307.76;61.3944;-934.062;204.013;43.7371
1557073369277368700;-1050.83;195.281;1307.76;61.3944;-934.062;204.013;43.7371
1557073369297357019;-1050.83;195.281;1307.76;61.3944;-934.062;204.013;43.7371
1557073369317364944;-1053.42;196.114;1309.53;61.4665;-936.06;204.842;46.3869
1557073369337353659;-1053.42;196.114;1309.53;61.4665;-936.06;204.842;46.3869
1557073369357359950;-1053.42;196.114;1309.53;61.4665;-936.06;204.842;46.3869
1557073369377454839;-1053.42;196.114;1309.53;61.4665;-936.06;204.842;46.3869
1557073369397332858;-1053.42;196.114;1309.53;61.4665;-936.06;204.842;46.3869
1557073369417464568;-1055.76;196.796;1310.57;61.6707;-938.912;206.032;49.447
1557073369437477460;-1055.76;196.796;1310.57;61.6707;-938.912;206.032;49.447
1557073369457483523;-1055.76;196.796;1310.57;61.6707;-938.912;206.032;49.447
1557073369477377215;-1055.76;196.796;1310.57;61.6707;-938.912;206.032;49.447
1557073369497373486;-1055.76;196.796;1310.57;61.6707;-938.912;206.032;49.447
1557073369517451689;-1057.92;197.437;1311.13;62.0646;-942.007;206.982;52.9253
1557073369537446876;-1057.92;197.437;1311.13;62.0646;-942.007;206.982;52.9253
1557073369557369887;-1057.92;197.437;1311.13;62.0646;-942.007;206.982;52.9253
1557073369577375301;-1057.92;197.437;1311.13;62.0646;-942.007;206.982;52.9253
1557073369597356178;-1057.92;197.437;1311.13;62.0646;-942.007;206.982;52.9253
1557073369617374817;-1060.1;198.108;1311.62;62.498;-944.907;208.035;56.3345
1557073369637367766;-1060.1;198.108;1311.62;62.498;-944.907;208.035;56.3345
1557073369657370793;-1060.1;198.108;1311.62;62.498;-944.907;208.035;56.3345
1557073369677352425;-1060.1;198.108;1311.62;62.498;-944.907;208.035;56.3345
1557073369697310658;-1060.1;198.108;1311.62;62.498;-944.907;208.035;56.3345
1557073369717367110;-1062.38;198.829;1312.11;62.9425;-947.627;209.237;59.6043
1557073369737461814;-1062.38;198.829;1312.11;62.9425;-947.627;209.237;59.6043
1557073369757491878;-1062.38;198.829;1312.11;62.9425;-947.627;209.237;59.6043
1557073369777365301;-1062.38;198.829;1312.11;62.9425;-947.627;209.237;59.6043
1557073369797361461;-1062.38;198.829;1312.11;62.9425;-947.627;209.237;59.6043
1557073369817456555;-1064.72;199.611;1312.6;63.4017;-950.176;210.569;62.7592
1557073369837455799;-1064.72;199.611;1312.6;63.4017;-950.176;210.569;62.7592
1557073369857369263;-1064.72;199.611;1312.6;63.4017;-950.176;210.569;62.7592
1557073369877311928;-1064.72;199.611;1312.6;63.4017;-950.176;210.569;62.7592
1557073369897349371;-1064.72;199.611;1312.6;63.4017;-950.176;210.569;62.7592
1557073369917353578;-1067.12;200.442;1313.08;63.8708;-952.47;212.055;65.7564
1557073369937445287;-1067.12;200.442;1313.08;63.8708;-952.47;212.055;65.7564
1557073369957371867;-1067.12;200.442;1313.08;63.8708;-952.47;212.055;65.7564
1557073369977353655;-1067.12;200.442;1313.08;63.8708;-952.47;212.055;65.7564
1557073369997342584;-1067.12;200.442;1313.08;63.8708;-952.47;212.055;65.7564
1557073370017441618;-1069.65;201.349;1313.55;64.34;-954.494;213.734;68.5996
1557073370037352712;-1069.65;201.349;1313.55;64.34;-954.494;213.734;68.5996
1557073370057376635;-1069.65;201.349;1313.55;64.34;-954.494;213.734;68.5996
1557073370077349033;-1069.65;201.349;1313.55;64.34;-954.494;213.734;68.5996
1557073370097354470;-1069.65;201.349;1313.55;64.34;-954.494;213.734;68.5996
1557073370117354772;-1072.24;202.308;1313.99;64.7991;-956.351;215.537;71.2874
1557073370137317775;-1072.24;202.308;1313.99;64.7991;-956.351;215.537;71.2874
1557073370157371875;-1072.24;202.308;1313.99;64.7991;-956.351;215.537;71.2874
1557073370177452224;-1072.24;202.308;1313.99;64.7991;-956.351;215.537;71.2874
1557073370197369334;-1072.24;202.308;1313.99;64.7991;-956.351;215.537;71.2874
1557073370217457265;-1074.89;203.336;1314.38;65.2818;-957.994;217.538;73.8865
1557073370237444363;-1074.89;203.336;1314.38;65.2818;-957.994;217.538;73.8865
1557073370257374362;-1074.89;203.336;1314.38;65.2818;-957.994;217.538;73.8865
1557073370277307920;-1074.89;203.336;1314.38;65.2818;-957.994;217.538;73.8865
1557073370297350011;-1074.89;203.336;1314.38;65.2818;-957.994;217.538;73.8865
1557073370317357018;-1077.63;204.463;1314.72;65.7678;-959.38;219.67;76.3705
1557073370337361280;-1077.63;204.463;1314.72;65.7678;-959.38;219.67;76.3705
1557073370357376124;-1077.63;204.463;1314.72;65.7678;-959.38;219.67;76.3705
1557073370377496785;-1077.63;204.463;1314.72;65.7678;-959.38;219.67;76.3705
1557073370397351294;-1077.63;204.463;1314.72;65.7678;-959.38;219.67;76.3705
1557073370417351552;-1080.42;205.624;1314.99;66.2592;-960.548;221.983;78.7215
1557073370437314892;-1080.42;205.624;1314.99;66.2592;-960.548;221.983;78.7215
1557073370457317719;-1080.42;205.624;1314.99;66.2592;-960.548;221.983;78.7215
1557073370477369247;-1080.42;205.624;1314.99;66.2592;-960.548;221.983;78.7215
1557073370497374194;-1080.42;205.624;1314.99;66.2592;-960.548;221.983;78.7215
1557073370517338183;-1083.29;206.922;1315.18;66.7572;-961.494;224.432;80.9784
1557073370537365136;-1083.29;206.922;1315.18;66.7572;-961.494;224.432;80.9784
1557073370557346528;-1083.29;206.922;1315.18;66.7572;-961.494;224.432;80.9784
1557073370577517052;-1083.29;206.922;1315.18;66.7572;-961.494;224.432;80.9784
1557073370597372358;-1083.29;206.922;1315.18;66.7572;-961.494;224.432;80.9784
1557073370617358171;-1086.2;208.264;1315.29;67.2608;-962.248;227.029;83.1558
1557073370637325173;-1086.2;208.264;1315.29;67.2608;-962.248;227.029;83.1558
1557073370657371288;-1086.2;208.264;1315.29;67.2608;-962.248;227.029;83.1558
1557073370677374482;-1086.2;208.264;1315.29;67.2608;-962.248;227.029;83.1558
1557073370697367154;-1086.2;208.264;1315.29;67.2608;-962.248;227.029;83.1558
1557073370717445208;-1089.17;209.721;1315.32;67.7721;-962.779;229.797;85.2892
1557073370737440517;-1089.17;209.721;1315.32;67.7721;-962.779;229.797;85.2892
1557073370757374062;-1089.17;209.721;1315.32;67.7721;-962.779;229.797;85.2892
1557073370777471188;-1089.17;209.721;1315.32;67.7721;-962.779;229.797;85.2892
1557073370797361596;-1089.17;209.721;1315.32;67.7721;-962.779;229.797;85.2892
1557073370817453686;-1092.16;211.218;1315.29;68.2842;-963.094;232.668;87.3056
1557073370837441229;-1092.16;211.218;1315.29;68.2842;-963.094;232.668;87.3056
1557073370857375568;-1092.16;211.218;1315.29;68.2842;-963.094;232.668;87.3056
1557073370877369778;-1092.16;211.218;1315.29;68.2842;-963.094;232.668;87.3056
1557073370897309160;-1092.16;211.218;1315.29;68.2842;-963.094;232.668;87.3056
1557073370917354578;-1095.1;212.699;1315.17;68.8124;-963.217;235.552;89.209
1557073370937357010;-1095.1;212.699;1315.17;68.8124;-963.217;235.552;89.209
1557073370957489875;-1095.1;212.699;1315.17;68.8124;-963.217;235.552;89.209
1557073370977365479;-1095.1;212.699;1315.17;68.8124;-963.217;235.552;89.209
1557073370997344032;-1095.1;212.699;1315.17;68.8124;-963.217;235.552;89.209
1557073371017362239;-1097.95;214.18;1314.9;69.3442;-963.235;238.376;91.052
1557073371037361533;-1097.95;214.18;1314.9;69.3442;-963.235;238.376;91.052
1557073371057474219;-1097.95;214.18;1314.9;69.3442;-963.235;238.376;91.052
1557073371077462073;-1097.95;214.18;1314.9;69.3442;-963.235;238.376;91.052
1557073371097302622;-1097.95;214.18;1314.9;69.3442;-963.235;238.376;91.052
1557073371117346882;-1100.07;215.15;1314.65;69.889;-963.261;240.389;92.3392
1557073371137363012;-1100.07;215.15;1314.65;69.889;-963.261;240.389;92.3392
1557073371157482498;-1100.07;215.15;1314.65;69.889;-963.261;240.389;92.3392
1557073371177467185;-1100.07;215.15;1314.65;69.889;-963.261;240.389;92.3392
1557073371197305467;-1100.07;215.15;1314.65;69.889;-963.261;240.389;92.3392
1557073371217441851;-1101.41;215.522;1314.5;70.4177;-963.368;241.486;93.1311
1557073371237346838;-1101.41;215.522;1314.5;70.4177;-963.368;241.486;93.1311
1557073371257459500;-1101.41;215.522;1314.5;70.4177;-963.368;241.486;93.1311
1557073371277316884;-1101.41;215.522;1314.5;70.4177;-963.368;241.486;93.1311
1557073371297304750;-1101.41;215.522;1314.5;70.4177;-963.368;241.486;93.1311
1557073371317347872;-1102.39;215.608;1314.41;70.9733;-963.59;242.25;93.7377
1557073371337343944;-1102.39;215.608;1314.41;70.9733;-963.59;242.25;93.7377
1557073371357490546;-1102.39;215.608;1314.41;70.9733;-963.59;242.25;93.7377
1557073371377479210;-1102.39;215.608;1314.41;70.9733;-963.59;242.25;93.7377
1557073371397353602;-1102.39;215.608;1314.41;70.9733;-963.59;242.25;93.7377
1557073371417373297;-1103.22;215.604;1314.37;71.531;-963.823;242.838;94.2048
1557073371437361690;-1103.22;215.604;1314.37;71.531;-963.823;242.838;94.2048
1557073371457457838;-1103.22;215.604;1314.37;71.531;-963.823;242.838;94.2048
1557073371477324571;-1103.22;215.604;1314.37;71.531;-963.823;242.838;94.2048
1557073371497344351;-1103.22;215.604;1314.37;71.531;-963.823;242.838;94.2048
1557073371517358041;-1103.99;215.554;1314.34;72.0903;-964.071;243.395;94.6878
1557073371537362873;-1103.99;215.554;1314.34;72.0903;-964.071;243.395;94.6878
1557073371557376334;-1103.99;215.554;1314.34;72.0903;-964.071;243.395;94.6878
1557073371577364563;-1103.99;215.554;1314.34;72.0903;-964.071;243.395;94.6878
1557073371597349527;-1103.99;215.554;1314.34;72.0903;-964.071;243.395;94.6878
1557073371617374717;-1104.73;215.46;1314.34;72.6612;-964.331;243.884;95.1429
1557073371637360524;-1104.73;215.46;1314.34;72.6612;-964.331;243.884;95.1429
1557073371657515209;-1104.73;215.46;1314.34;72.6612;-964.331;243.884;95.1429
1557073371677476075;-1104.73;215.46;1314.34;72.6612;-964.331;243.884;95.1429
1557073371697304582;-1104.73;215.46;1314.34;72.6612;-964.331;243.884;95.1429
1557073371717371148;-1105.47;215.327;1314.34;73.2417;-964.568;244.341;95.5681
1557073371737350218;-1105.47;215.327;1314.34;73.2417;-964.568;244.341;95.5681
