Ros wall_time;Angle Actuator 1 (deg);Angle Actuator 2 (deg);Angle Actuator 3 (deg);Angle Actuator 4 (deg);Angle Actuator 5 (deg);Angle Actuator 6 (deg);Angle Actuator 7 (deg)
1557073371757477362;-1105.47;215.327;1314.34;73.2417;-964.568;244.341;95.5681
1557073371777366462;-1105.47;215.327;1314.34;73.2417;-964.568;244.341;95.5681
1557073371797347740;-1105.47;215.327;1314.34;73.2417;-964.568;244.341;95.5681
1557073371817362296;-1106.2;215.196;1314.34;73.8123;-964.779;244.812;95.9948
1557073371837364463;-1106.2;215.196;1314.34;73.8123;-964.779;244.812;95.9948
1557073371857374186;-1106.2;215.196;1314.34;73.8123;-964.779;244.812;95.9948
1557073371877363805;-1106.2;215.196;1314.34;73.8123;-964.779;244.812;95.9948
1557073371897370631;-1106.2;215.196;1314.34;73.8123;-964.779;244.812;95.9948
1557073371917381248;-1106.94;215.042;1314.34;74.401;-964.978;245.301;96.45
1557073371937370603;-1106.94;215.042;1314.34;74.401;-964.978;245.301;96.45
1557073371957404281;-1106.94;215.042;1314.34;74.401;-964.978;245.301;96.45
1557073371977368482;-1106.94;215.042;1314.34;74.401;-964.978;245.301;96.45
1557073371997373576;-1106.94;215.042;1314.34;74.401;-964.978;245.301;96.45
1557073372017369355;-1107.68;214.887;1314.35;74.9871;-965.181;245.74;96.877
1557073372037357314;-1107.68;214.887;1314.35;74.9871;-965.181;245.74;96.877
1557073372057372769;-1107.68;214.887;1314.35;74.9871;-965.181;245.74;96.877
1557073372077366320;-1107.68;214.887;1314.35;74.9871;-965.181;245.74;96.877
1557073372097299347;-1107.68;214.887;1314.35;74.9871;-965.181;245.74;96.877
1557073372117340117;-1108.42;214.731;1314.39;75.5944;-965.366;246.172;97.2624
1557073372137451618;-1108.42;214.731;1314.39;75.5944;-965.366;246.172;97.2624
1557073372157478969;-1108.42;214.731;1314.39;75.5944;-965.366;246.172;97.2624
1557073372177368725;-1108.42;214.731;1314.39;75.5944;-965.366;246.172;97.2624
1557073372197310063;-1108.42;214.731;1314.39;75.5944;-965.366;246.172;97.2624
1557073372217298127;-1109.16;214.581;1314.43;76.184;-965.525;246.602;97.6761
1557073372237451086;-1109.16;214.581;1314.43;76.184;-965.525;246.602;97.6761
1557073372257372895;-1109.16;214.581;1314.43;76.184;-965.525;246.602;97.6761
1557073372277376754;-1109.16;214.581;1314.43;76.184;-965.525;246.602;97.6761
1557073372297302306;-1109.16;214.581;1314.43;76.184;-965.525;246.602;97.6761
1557073372317333110;-1109.91;214.417;1314.49;76.7903;-965.701;247.019;98.0901
1557073372337374128;-1109.91;214.417;1314.49;76.7903;-965.701;247.019;98.0901
1557073372357357875;-1109.91;214.417;1314.49;76.7903;-965.701;247.019;98.0901
1557073372377511755;-1109.91;214.417;1314.49;76.7903;-965.701;247.019;98.0901
1557073372397313709;-1109.91;214.417;1314.49;76.7903;-965.701;247.019;98.0901
1557073372417372522;-1110.66;214.25;1314.59;77.4032;-965.881;247.417;98.4774
1557073372437374365;-1110.66;214.25;1314.59;77.4032;-965.881;247.417;98.4774
1557073372457466432;-1110.66;214.25;1314.59;77.4032;-965.881;247.417;98.4774
1557073372477313260;-1110.66;214.25;1314.59;77.4032;-965.881;247.417;98.4774
1557073372497300657;-1110.66;214.25;1314.59;77.4032;-965.881;247.417;98.4774
1557073372517305527;-1111.41;214.066;1314.7;78.0329;-966.052;247.81;98.8686
1557073372537364414;-1111.41;214.066;1314.7;78.0329;-966.052;247.81;98.8686
1557073372557464545;-1111.41;214.066;1314.7;78.0329;-966.052;247.81;98.8686
1557073372577316474;-1111.41;214.066;1314.7;78.0329;-966.052;247.81;98.8686
1557073372597312553;-1111.41;214.066;1314.7;78.0329;-966.052;247.81;98.8686
1557073372617449585;-1112.18;213.894;1314.84;78.6501;-966.202;248.226;99.2691
1557073372637367029;-1112.18;213.894;1314.84;78.6501;-966.202;248.226;99.2691
1557073372657459313;-1112.18;213.894;1314.84;78.6501;-966.202;248.226;99.2691
1557073372677317105;-1112.18;213.894;1314.84;78.6501;-966.202;248.226;99.2691
1557073372697324077;-1112.18;213.894;1314.84;78.6501;-966.202;248.226;99.2691
1557073372717307980;-1112.94;213.708;1314.98;79.2854;-966.334;248.63;99.6912
1557073372737343739;-1112.94;213.708;1314.98;79.2854;-966.334;248.63;99.6912
1557073372757489992;-1112.94;213.708;1314.98;79.2854;-966.334;248.63;99.6912
1557073372777475712;-1112.94;213.708;1314.98;79.2854;-966.334;248.63;99.6912
1557073372797303453;-1112.94;213.708;1314.98;79.2854;-966.334;248.63;99.6912
1557073372817365468;-1113.71;213.531;1315.13;79.9253;-966.467;248.989;100.104
1557073372837306709;-1113.71;213.531;1315.13;79.9253;-966.467;248.989;100.104
1557073372857449479;-1113.71;213.531;1315.13;79.9253;-966.467;248.989;100.104
1557073372877502255;-1113.71;213.531;1315.13;79.9253;-966.467;248.989;100.104
1557073372897330519;-1113.71;213.531;1315.13;79.9253;-966.467;248.989;100.104
1557073372917368917;-1114.49;213.351;1315.3;80.5695;-966.584;249.344;100.48
1557073372937385274;-1114.49;213.351;1315.3;80.5695;-966.584;249.344;100.48
1557073372957340889;-1114.49;213.351;1315.3;80.5695;-966.584;249.344;100.48
1557073372977480780;-1114.49;213.351;1315.3;80.5695;-966.584;249.344;100.48
1557073372997348550;-1114.49;213.351;1315.3;80.5695;-966.584;249.344;100.48
1557073373017446460;-1115.26;213.17;1315.48;81.221;-966.694;249.719;100.866
1557073373037314933;-1115.26;213.17;1315.48;81.221;-966.694;249.719;100.866
1557073373057366572;-1115.26;213.17;1315.48;81.221;-966.694;249.719;100.866
1557073373077315606;-1115.26;213.17;1315.48;81.221;-966.694;249.719;100.866
1557073373097358674;-1115.26;213.17;1315.48;81.221;-966.694;249.719;100.866
1557073373117362734;-1116.05;212.976;1315.7;81.874;-966.811;250.086;101.264
1557073373137362314;-1116.05;212.976;1315.7;81.874;-966.811;250.086;101.264
1557073373157381603;-1116.05;212.976;1315.7;81.874;-966.811;250.086;101.264
1557073373177481824;-1116.05;212.976;1315.7;81.874;-966.811;250.086;101.264
1557073373197312333;-1116.05;212.976;1315.7;81.874;-966.811;250.086;101.264
1557073373217450504;-1116.84;212.802;1315.9;82.5404;-966.899;250.416;101.672
1557073373237365229;-1116.84;212.802;1315.9;82.5404;-966.899;250.416;101.672
1557073373257354949;-1116.84;212.802;1315.9;82.5404;-966.899;250.416;101.672
1557073373277376012;-1116.84;212.802;1315.9;82.5404;-966.899;250.416;101.672
1557073373297309436;-1116.84;212.802;1315.9;82.5404;-966.899;250.416;101.672
1557073373317452015;-1117.63;212.618;1316.12;83.2074;-967;250.739;102.032
1557073373337378518;-1117.63;212.618;1316.12;83.2074;-967;250.739;102.032
1557073373357320614;-1117.63;212.618;1316.12;83.2074;-967;250.739;102.032
1557073373377449747;-1117.63;212.618;1316.12;83.2074;-967;250.739;102.032
1557073373397369729;-1117.63;212.618;1316.12;83.2074;-967;250.739;102.032
1557073373417341630;-1118.44;212.436;1316.34;83.8805;-967.082;251.055;102.424
1557073373437349227;-1118.44;212.436;1316.34;83.8805;-967.082;251.055;102.424
1557073373457380521;-1118.44;212.436;1316.34;83.8805;-967.082;251.055;102.424
1557073373477388297;-1118.44;212.436;1316.34;83.8805;-967.082;251.055;102.424
1557073373497313859;-1118.44;212.436;1316.34;83.8805;-967.082;251.055;102.424
1557073373517374902;-1119.25;212.247;1316.6;84.5708;-967.159;251.399;102.83
1557073373537374130;-1119.25;212.247;1316.6;84.5708;-967.159;251.399;102.83
1557073373557373481;-1119.25;212.247;1316.6;84.5708;-967.159;251.399;102.83
1557073373577361092;-1119.25;212.247;1316.6;84.5708;-967.159;251.399;102.83
1557073373597307529;-1119.25;212.247;1316.6;84.5708;-967.159;251.399;102.83
1557073373617355361;-1120.06;212.065;1316.86;85.2519;-967.255;251.72;103.25
1557073373637359619;-1120.06;212.065;1316.86;85.2519;-967.255;251.72;103.25
1557073373657471035;-1120.06;212.065;1316.86;85.2519;-967.255;251.72;103.25
1557073373677446924;-1120.06;212.065;1316.86;85.2519;-967.255;251.72;103.25
1557073373697312975;-1120.06;212.065;1316.86;85.2519;-967.255;251.72;103.25
1557073373717355784;-1120.89;211.871;1317.14;85.9492;-967.345;252.014;103.634
1557073373737365559;-1120.89;211.871;1317.14;85.9492;-967.345;252.014;103.634
1557073373757358769;-1120.89;211.871;1317.14;85.9492;-967.345;252.014;103.634
1557073373777497434;-1120.89;211.871;1317.14;85.9492;-967.345;252.014;103.634
1557073373797310964;-1120.89;211.871;1317.14;85.9492;-967.345;252.014;103.634
1557073373817463300;-1121.75;211.669;1317.48;86.6321;-967.405;252.315;103.947
1557073373837382694;-1121.75;211.669;1317.48;86.6321;-967.405;252.315;103.947
1557073373857452197;-1121.75;211.669;1317.48;86.6321;-967.405;252.315;103.947
1557073373877372391;-1121.75;211.669;1317.48;86.6321;-967.405;252.315;103.947
1557073373897313103;-1121.75;211.669;1317.48;86.6321;-967.405;252.315;103.947
1557073373917377414;-1122.67;211.457;1317.89;87.2331;-967.419;252.61;104.18
1557073373937373712;-1122.67;211.457;1317.89;87.2331;-967.419;252.61;104.18
1557073373957492528;-1122.67;211.457;1317.89;87.2331;-967.419;252.61;104.18
1557073373977368502;-1122.67;211.457;1317.89;87.2331;-967.419;252.61;104.18
1557073373997307648;-1122.67;211.457;1317.89;87.2331;-967.419;252.61;104.18
1557073374017373492;-1123.61;211.233;1318.33;87.832;-967.424;252.923;104.4
1557073374037367317;-1123.61;211.233;1318.33;87.832;-967.424;252.923;104.4
1557073374057388275;-1123.61;211.233;1318.33;87.832;-967.424;252.923;104.4
1557073374077369038;-1123.61;211.233;1318.33;87.832;-967.424;252.923;104.4
1557073374097308527;-1123.61;211.233;1318.33;87.832;-967.424;252.923;104.4
1557073374117394465;-1124.54;211.01;1318.8;88.4255;-967.426;253.242;104.613
1557073374137377401;-1124.54;211.01;1318.8;88.4255;-967.426;253.242;104.613
1557073374157470158;-1124.54;211.01;1318.8;88.4255;-967.426;253.242;104.613
1557073374177465787;-1124.54;211.01;1318.8;88.4255;-967.426;253.242;104.613
1557073374197386893;-1124.54;211.01;1318.8;88.4255;-967.426;253.242;104.613
1557073374217426666;-1125.5;210.797;1319.28;89.0369;-967.428;253.535;104.805
1557073374237358754;-1125.5;210.797;1319.28;89.0369;-967.428;253.535;104.805
1557073374257467030;-1125.5;210.797;1319.28;89.0369;-967.428;253.535;104.805
1557073374277442916;-1125.5;210.797;1319.28;89.0369;-967.428;253.535;104.805
1557073374297319414;-1125.5;210.797;1319.28;89.0369;-967.428;253.535;104.805
1557073374317342840;-1126.47;210.596;1319.76;89.6425;-967.428;253.799;105.011
1557073374337377314;-1126.47;210.596;1319.76;89.6425;-967.428;253.799;105.011
1557073374357454671;-1126.47;210.596;1319.76;89.6425;-967.428;253.799;105.011
1557073374377312801;-1126.47;210.596;1319.76;89.6425;-967.428;253.799;105.011
1557073374397313121;-1126.47;210.596;1319.76;89.6425;-967.428;253.799;105.011
1557073374417302877;-1127.44;210.389;1320.28;90.2591;-967.428;254.059;105.22
1557073374437352395;-1127.44;210.389;1320.28;90.2591;-967.428;254.059;105.22
1557073374457471672;-1127.44;210.389;1320.28;90.2591;-967.428;254.059;105.22
1557073374477315478;-1127.44;210.389;1320.28;90.2591;-967.428;254.059;105.22
1557073374497348112;-1127.44;210.389;1320.28;90.2591;-967.428;254.059;105.22
1557073374517356823;-1128.44;210.184;1320.79;90.8826;-967.428;254.327;105.435
1557073374537453038;-1128.44;210.184;1320.79;90.8826;-967.428;254.327;105.435
1557073374557377274;-1128.44;210.184;1320.79;90.8826;-967.428;254.327;105.435
1557073374577464772;-1128.44;210.184;1320.79;90.8826;-967.428;254.327;105.435
1557073374597367811;-1128.44;210.184;1320.79;90.8826;-967.428;254.327;105.435
1557073374617354536;-1129.44;209.983;1321.33;91.5178;-967.428;254.612;105.681
1557073374637441429;-1129.44;209.983;1321.33;91.5178;-967.428;254.612;105.681
1557073374657369760;-1129.44;209.983;1321.33;91.5178;-967.428;254.612;105.681
1557073374677314653;-1129.44;209.983;1321.33;91.5178;-967.428;254.612;105.681
1557073374697368008;-1129.44;209.983;1321.33;91.5178;-967.428;254.612;105.681
1557073374717344227;-1130.46;209.791;1321.89;92.153;-967.428;254.898;105.922
1557073374737441473;-1130.46;209.791;1321.89;92.153;-967.428;254.898;105.922
1557073374757379839;-1130.46;209.791;1321.89;92.153;-967.428;254.898;105.922
1557073374777308039;-1130.46;209.791;1321.89;92.153;-967.428;254.898;105.922
1557073374797353365;-1130.46;209.791;1321.89;92.153;-967.428;254.898;105.922
1557073374817353418;-1131.47;209.599;1322.45;92.7949;-967.428;255.135;106.19
1557073374837442349;-1131.47;209.599;1322.45;92.7949;-967.428;255.135;106.19
1557073374857467972;-1131.47;209.599;1322.45;92.7949;-967.428;255.135;106.19
1557073374877317860;-1131.47;209.599;1322.45;92.7949;-967.428;255.135;106.19
1557073374897309956;-1131.47;209.599;1322.45;92.7949;-967.428;255.135;106.19
1557073374917373674;-1132.49;209.43;1322.99;93.4533;-967.428;255.359;106.447
1557073374937378484;-1132.49;209.43;1322.99;93.4533;-967.428;255.359;106.447
1557073374957345637;-1132.49;209.43;1322.99;93.4533;-967.428;255.359;106.447
1557073374977487980;-1132.49;209.43;1322.99;93.4533;-967.428;255.359;106.447
1557073374997352973;-1132.49;209.43;1322.99;93.4533;-967.428;255.359;106.447
1557073375017363626;-1133.54;209.244;1323.61;94.1108;-967.427;255.594;106.677
1557073375037369161;-1133.54;209.244;1323.61;94.1108;-967.427;255.594;106.677
1557073375057366892;-1133.54;209.244;1323.61;94.1108;-967.427;255.594;106.677
1557073375077530171;-1133.54;209.244;1323.61;94.1108;-967.427;255.594;106.677
1557073375097306446;-1133.54;209.244;1323.61;94.1108;-967.427;255.594;106.677
1557073375117310625;-1134.61;209.065;1324.23;94.7854;-967.427;255.824;106.901
1557073375137349340;-1134.61;209.065;1324.23;94.7854;-967.427;255.824;106.901
1557073375157369809;-1134.61;209.065;1324.23;94.7854;-967.427;255.824;106.901
1557073375177351214;-1134.61;209.065;1324.23;94.7854;-967.427;255.824;106.901
1557073375197316836;-1134.61;209.065;1324.23;94.7854;-967.427;255.824;106.901
1557073375217463618;-1135.7;208.885;1324.86;95.4657;-967.426;256.075;107.13
1557073375237348065;-1135.7;208.885;1324.86;95.4657;-967.426;256.075;107.13
1557073375257377015;-1135.7;208.885;1324.86;95.4657;-967.426;256.075;107.13
1557073375277371428;-1135.7;208.885;1324.86;95.4657;-967.426;256.075;107.13
1557073375297306155;-1135.7;208.885;1324.86;95.4657;-967.426;256.075;107.13
1557073375317314106;-1136.78;208.729;1325.5;96.1562;-967.425;256.317;107.403
1557073375337343389;-1136.78;208.729;1325.5;96.1562;-967.425;256.317;107.403
1557073375357463698;-1136.78;208.729;1325.5;96.1562;-967.425;256.317;107.403
1557073375377339767;-1136.78;208.729;1325.5;96.1562;-967.425;256.317;107.403
1557073375397418243;-1136.78;208.729;1325.5;96.1562;-967.425;256.317;107.403
1557073375417444191;-1137.89;208.569;1326.15;96.845;-967.424;256.543;107.692
1557073375437342238;-1137.89;208.569;1326.15;96.845;-967.424;256.543;107.692
1557073375457465800;-1137.89;208.569;1326.15;96.845;-967.424;256.543;107.692
1557073375477422686;-1137.89;208.569;1326.15;96.845;-967.424;256.543;107.692
1557073375497366184;-1137.89;208.569;1326.15;96.845;-967.424;256.543;107.692
1557073375517349393;-1139.02;208.414;1326.84;97.5502;-967.421;256.768;107.943
1557073375537362078;-1139.02;208.414;1326.84;97.5502;-967.421;256.768;107.943
1557073375557478170;-1139.02;208.414;1326.84;97.5502;-967.421;256.768;107.943
1557073375577477416;-1139.02;208.414;1326.84;97.5502;-967.421;256.768;107.943
1557073375597307701;-1139.02;208.414;1326.84;97.5502;-967.421;256.768;107.943
1557073375617372360;-1140.15;208.273;1327.52;98.2711;-967.412;256.971;108.212
1557073375637375357;-1140.15;208.273;1327.52;98.2711;-967.412;256.971;108.212
1557073375657342462;-1140.15;208.273;1327.52;98.2711;-967.412;256.971;108.212
1557073375677477852;-1140.15;208.273;1327.52;98.2711;-967.412;256.971;108.212
1557073375697358205;-1140.15;208.273;1327.52;98.2711;-967.412;256.971;108.212
1557073375717372851;-1141.28;208.131;1328.21;98.9842;-967.399;257.151;108.476
1557073375737362842;-1141.28;208.131;1328.21;98.9842;-967.399;257.151;108.476
