0	-0.492	0.58	1.5708	0	0
0.0016064	-0.492	0.58161	1.5708	0	0
0.0032129	-0.492	0.58321	1.5708	0	0
0.0048193	-0.492	0.58482	1.5708	0	0
0.0064257	-0.492	0.58642	1.5708	0	0
0.0080321	-0.492	0.58803	1.5708	0	0
0.0096386	-0.492	0.58964	1.5708	0	0
0.011245	-0.492	0.59124	1.5708	0	0
0.012851	-0.492	0.59284	1.5708	0	0
0.014458	-0.492	0.59445	1.5708	0	0
0.016064	-0.492	0.59605	1.5708	0	0
0.017671	-0.492	0.59765	1.5708	0	0
0.019277	-0.492	0.59925	1.5708	0	0
0.020884	-0.492	0.60086	1.5708	0	0
0.02249	-0.492	0.60245	1.5708	0	0
0.024096	-0.492	0.60405	1.5708	0	0
0.025703	-0.492	0.60565	1.5708	0	0
0.027309	-0.492	0.60725	1.5708	0	0
0.028916	-0.492	0.60884	1.5708	0	0
0.030522	-0.492	0.61043	1.5708	0	0
0.032129	-0.492	0.61202	1.5708	0	0
0.033735	-0.492	0.61361	1.5708	0	0
0.035341	-0.492	0.6152	1.5708	0	0
0.036948	-0.492	0.61679	1.5708	0	0
0.038554	-0.492	0.61837	1.5708	0	0
0.040161	-0.492	0.61996	1.5708	0	0
0.041767	-0.492	0.62154	1.5708	0	0
0.043373	-0.492	0.62312	1.5708	0	0
0.04498	-0.492	0.62469	1.5708	0	0
0.046586	-0.492	0.62627	1.5708	0	0
0.048193	-0.492	0.62784	1.5708	0	0
0.049799	-0.492	0.62941	1.5708	0	0
0.051406	-0.492	0.63098	1.5708	0	0
0.053012	-0.492	0.63254	1.5708	0	0
0.054618	-0.492	0.63411	1.5708	0	0
0.056225	-0.492	0.63567	1.5708	0	0
0.057831	-0.492	0.63722	1.5708	0	0
0.059438	-0.492	0.63878	1.5708	0	0
0.061044	-0.492	0.64033	1.5708	0	0
0.062651	-0.492	0.64188	1.5708	0	0
0.064257	-0.492	0.64342	1.5708	0	0
0.065863	-0.492	0.64496	1.5708	0	0
0.06747	-0.492	0.6465	1.5708	0	0
0.069076	-0.492	0.64804	1.5708	0	0
0.070683	-0.492	0.64957	1.5708	0	0
0.072289	-0.492	0.6511	1.5708	0	0
0.073896	-0.492	0.65262	1.5708	0	0
0.075502	-0.492	0.65414	1.5708	0	0
0.077108	-0.492	0.65566	1.5708	0	0
0.078715	-0.492	0.65718	1.5708	0	0
0.080321	-0.492	0.65869	1.5708	0	0
0.081928	-0.492	0.66019	1.5708	0	0
0.083534	-0.492	0.66169	1.5708	0	0
0.085141	-0.492	0.66319	1.5708	0	0
0.086747	-0.492	0.66468	1.5708	0	0
0.088353	-0.492	0.66617	1.5708	0	0
0.08996	-0.492	0.66766	1.5708	0	0
0.091566	-0.492	0.66913	1.5708	0	0
0.093173	-0.492	0.67061	1.5708	0	0
