time (NSec);Turtlebot Base Quaternion (q_w);q_x;q_y;q_z;Turtlebot Base Position (t_x);t_y;t_z;
1563278450314015484;-0.377236;0.00358299;0.00388282;0.926102;1.29671;0.347489;0.0820024
1563278450322407202;-0.377323;0.00380122;0.00396271;0.926065;1.2967;0.347487;0.0819913
1563278450332464767;-0.377342;0.00384954;0.00397923;0.926057;1.29671;0.347495;0.0819976
1563278450347252879;-0.377237;0.00361665;0.00388932;0.926102;1.29671;0.34748;0.0820064
1563278450355640691;-0.377251;0.00364234;0.00390144;0.926096;1.29672;0.347488;0.0820024
1563278450363964893;-0.37725;0.00368526;0.0039376;0.926096;1.29672;0.347483;0.0820104
1563278450372787638;-0.377328;0.00381814;0.00397736;0.926063;1.2967;0.347499;0.081997
1563278450380806414;-0.377234;0.00363445;0.00394401;0.926102;1.29672;0.347485;0.0820152
1563278450388878562;-0.377237;0.00357814;0.00384353;0.926102;1.29671;0.347492;0.0819977
1563278450405797248;-0.377248;0.00360527;0.0038323;0.926097;1.29671;0.347483;0.0819994
1563278450414183771;-0.377334;0.00385602;0.0040428;0.92606;1.29671;0.347488;0.0819995
1563278450422247956;-0.377327;0.00381208;0.00392605;0.926064;1.2967;0.347493;0.0819904
1563278450430637446;-0.377329;0.00382022;0.00398381;0.926063;1.2967;0.347488;0.0820022
1563278450447114056;-0.37733;0.00384283;0.00397813;0.926062;1.2967;0.347491;0.0820021
1563278450455491044;-0.377352;0.00378105;0.00389465;0.926054;1.29671;0.34749;0.0819878
1563278450464176671;-0.377336;0.00378233;0.00394801;0.92606;1.29671;0.347491;0.0819956
1563278450472437502;-0.377264;0.00364228;0.00391797;0.92609;1.29672;0.347483;0.0820013
1563278450481893109;-0.37723;0.00362934;0.00385203;0.926104;1.2967;0.347487;0.0819949
1563278450488894042;-0.377326;0.00375544;0.00388476;0.926065;1.2967;0.347493;0.0819877
1563278450505781394;-0.377331;0.00380172;0.00397076;0.926062;1.2967;0.347493;0.081996
1563278450513932828;-0.377265;0.00363834;0.00389825;0.92609;1.29671;0.347483;0.082009
1563278450522745893;-0.377323;0.00384438;0.004053;0.926065;1.29671;0.347495;0.0820012
1563278450530839842;-0.377332;0.00381525;0.0040056;0.926062;1.2967;0.34749;0.0819981
1563278450539115014;-0.377238;0.00360334;0.00387167;0.926101;1.29671;0.347488;0.0819981
1563278450555772192;-0.377324;0.00380564;0.00395975;0.926065;1.2967;0.347496;0.0819929
1563278450563904545;-0.377267;0.00364445;0.00389104;0.926089;1.29672;0.347482;0.0820062
1563278450572462035;-0.377271;0.00366063;0.00397256;0.926087;1.29671;0.347486;0.0820102
1563278450580775225;-0.37733;0.00383142;0.0039737;0.926062;1.2967;0.347497;0.0819968
1563278450592126277;-0.377349;0.00383612;0.00401531;0.926054;1.2967;0.347491;0.082004
1563278450597323207;-0.377243;0.00364771;0.0039597;0.926099;1.29671;0.347487;0.0820098
1563278450613991666;-0.377357;0.00385279;0.00397902;0.926051;1.2967;0.347492;0.082002
1563278450622396959;-0.377348;0.00386673;0.0039964;0.926055;1.2967;0.347488;0.0819997
1563278450631568541;-0.377253;0.00364447;0.00388026;0.926095;1.29671;0.347489;0.0819961
1563278450638916024;-0.37724;0.00362531;0.00392117;0.9261;1.29671;0.347481;0.0820026
1563278450647255583;-0.377252;0.00367068;0.00395644;0.926095;1.29671;0.347482;0.0820135
1563278450663771907;-0.377329;0.00385752;0.00405162;0.926062;1.2967;0.347495;0.0820033
1563278450672477483;-0.377322;0.00385624;0.00404468;0.926065;1.2967;0.347496;0.0820008
1563278450680736216;-0.377325;0.00386489;0.00402734;0.926064;1.2967;0.347495;0.0820048
1563278450688985417;-0.377307;0.0038886;0.00404939;0.926071;1.2967;0.347498;0.0820036
1563278450705691548;-0.377247;0.00361978;0.00392473;0.926097;1.29671;0.347488;0.0819987
1563278450714267973;-0.377268;0.00368968;0.00395353;0.926088;1.29671;0.347485;0.0820131
1563278450722469339;-0.377278;0.0035806;0.00379927;0.926085;1.29672;0.347479;0.0819897
1563278450732767469;-0.377246;0.00363428;0.00396112;0.926098;1.29671;0.347486;0.082009
1563278450739637634;-0.377341;0.0038281;0.00400426;0.926058;1.29671;0.347492;0.0819987
1563278450755672362;-0.377258;0.00364639;0.003918;0.926093;1.29671;0.347482;0.0820021
1563278450772491173;-0.377356;0.00382023;0.00394352;0.926052;1.2967;0.347496;0.081997
1563278450780908726;-0.377248;0.00364283;0.0039603;0.926097;1.29671;0.34748;0.0820105
