time (NSec);Turtlebot Base Quaternion (q_w);q_x;q_y;q_z;Turtlebot Base Position (t_x);t_y;t_z;
1560339602007494687;-0.395996;-0.0100931;0.0162803;0.918052;0.550729;2.96641;0.109805;
1560339602015924516;-0.396086;-0.010174;0.016081;0.918016;0.550181;2.96696;0.109757;
1560339602024288641;-0.396083;-0.0101598;0.0160967;0.918017;0.549604;2.9675;0.109737;
1560339602032630408;-0.396175;-0.0102178;0.0158811;0.917981;0.549017;2.96803;0.109721;
1560339602040961475;-0.396158;-0.00995345;0.0157884;0.917992;0.548435;2.96857;0.10968;
1560339602057667345;-0.396313;-0.0104171;0.0159145;0.917919;0.547172;2.96975;0.109742;
1560339602065987163;-0.396371;-0.0104288;0.0159133;0.917893;0.546601;2.97032;0.10975;
1560339602074151963;-0.396386;-0.0104332;0.0158994;0.917887;0.545994;2.97089;0.109768;
1560339602082683576;-0.396528;-0.0103775;0.0158466;0.917827;0.545442;2.97145;0.109772;
1560339602090973266;-0.396675;-0.0104156;0.0154625;0.91777;0.544826;2.972;0.109743;
1560339602107688650;-0.396878;-0.0102465;0.0155912;0.917682;0.543681;2.97318;0.109757;
1560339602115990356;-0.396768;-0.00973756;0.0157409;0.917732;0.543051;2.97382;0.109792;
1560339602124283288;-0.396929;-0.00958126;0.0157761;0.917664;0.5425;2.9744;0.109768;
1560339602132658233;-0.396964;-0.00953902;0.016005;0.917645;0.541892;2.97499;0.109794;
1560339602140952350;-0.397116;-0.00930451;0.0159319;0.917583;0.541333;2.97559;0.109745;
1560339602149364288;-0.397166;-0.00927953;0.0158157;0.917564;0.54067;2.97616;0.109683;
1560339602166064051;-0.397389;-0.00931804;0.0159155;0.917465;0.539457;2.97731;0.109666;
1560339602174318460;-0.397655;-0.00937096;0.0161312;0.917345;0.538923;2.9779;0.109682;
1560339602182754349;-0.397551;-0.00967414;0.0157284;0.917394;0.538266;2.97846;0.10962;
1560339602191075274;-0.397541;-0.00978045;0.0156067;0.9174;0.537667;2.97903;0.109594;
1560339602199239943;-0.397777;-0.00962285;0.015919;0.917294;0.537124;2.97961;0.109638;
1560339602216040086;-0.398074;-0.00964296;0.015747;0.917168;0.535992;2.98072;0.109642;
1560339602224368050;-0.398193;-0.00942748;0.0157003;0.917119;0.53543;2.98128;0.10964;
1560339602232704872;-0.398266;-0.00946548;0.0156842;0.917087;0.534882;2.98184;0.109613;
1560339602240996422;-0.398195;-0.00932772;0.0155194;0.917122;0.53419;2.98242;0.109543;
1560339602249300400;-0.398346;-0.00920969;0.0156017;0.917056;0.533606;2.98302;0.109524;
1560339602266052952;-0.398781;-0.00912418;0.0155388;0.916869;0.532451;2.98428;0.109444;
1560339602274371343;-0.398904;-0.00901581;0.0156615;0.916815;0.531882;2.98489;0.109416;
1560339602282548870;-0.398816;-0.00898312;0.0154738;0.916856;0.531228;2.98546;0.109371;
1560339602290999454;-0.39899;-0.00888156;0.0154608;0.916782;0.53065;2.98603;0.109339;
1560339602307697788;-0.399378;-0.00904673;0.0156328;0.916608;0.529518;2.98718;0.109309;
1560339602315946833;-0.399306;-0.00929287;0.01583;0.916634;0.528909;2.98773;0.109308;
1560339602324303327;-0.39892;-0.0101682;0.0149296;0.916808;0.528167;2.98832;0.109189;
1560339602332734824;-0.399205;-0.0103013;0.0150558;0.91668;0.527587;2.98891;0.109211;
1560339602341021360;-0.39932;-0.0103596;0.0150379;0.91663;0.526957;2.9895;0.109193;
1560339602349199202;-0.399447;-0.00939326;0.0159369;0.916569;0.526441;2.99004;0.109242;
1560339602365939614;-0.399358;-0.00977601;0.0154266;0.916613;0.525313;2.99113;0.109083;
1560339602374265133;-0.399197;-0.00993731;0.0146511;0.916694;0.524676;2.99164;0.109007;
1560339602382506103;-0.399212;-0.0100381;0.0146105;0.916687;0.52409;2.99218;0.10899;
1560339602390958604;-0.399448;-0.00948622;0.0149569;0.916585;0.523589;2.99272;0.109036;
1560339602407719967;-0.399668;-0.00915315;0.0162046;0.916471;0.522424;2.99395;0.10909;
1560339602416050302;-0.399592;-0.00969764;0.016181;0.916499;0.521762;2.9946;0.109018;
1560339602424399013;-0.399606;-0.00964953;0.0161297;0.916494;0.521105;2.99516;0.109045;
1560339602432781969;-0.399621;-0.0099051;0.0163057;0.916482;0.520446;2.99573;0.109032;
1560339602441025653;-0.399899;-0.010154;0.0168309;0.916348;0.51984;2.99631;0.109108;
1560339602457710731;-0.399959;-0.0103462;0.0168627;0.916319;0.518595;2.99741;0.109045;
1560339602466027591;-0.399877;-0.0104353;0.016723;0.916357;0.517846;2.99799;0.108975;
1560339602474264473;-0.399961;-0.0109768;0.0163391;0.916321;0.517245;2.99862;0.10897;
1560339602482726177;-0.399827;-0.0113509;0.0160726;0.91638;0.516596;2.9992;0.108906;
1560339602491027647;-0.400147;-0.00986904;0.0168039;0.916244;0.516016;2.99975;0.109051;
1560339602499342399;-0.400309;-0.00974986;0.0175434;0.91616;0.515439;3.00033;0.109109;
1560339602516019512;-0.400357;-0.0098549;0.0170589;0.916147;0.514175;3.00151;0.108994;
1560339602524396483;-0.400505;-0.0097439;0.0172484;0.916081;0.513596;3.00211;0.108976;
1560339602532740346;-0.4008;-0.00975416;0.0176384;0.915944;0.513064;3.00274;0.109013;
1560339602541022345;-0.400737;-0.00967691;0.0173189;0.915978;0.512428;3.00328;0.108936;
1560339602557702662;-0.40061;-0.00917587;0.0178666;0.916029;0.511289;3.00445;0.108965;
1560339602566089632;-0.401297;-0.0127975;0.0137753;0.915755;0.510401;3.00505;0.108847;
1560339602574345698;-0.401517;-0.0122412;0.0141707;0.91566;0.50986;3.00555;0.108887;
1560339602582733467;-0.401571;-0.0123276;0.0143969;0.915632;0.509234;3.00612;0.108881;
1560339602590992492;-0.401812;-0.0124238;0.014545;0.915522;0.508699;3.00669;0.108869;
1560339602607711668;-0.401353;-0.0127308;0.0142667;0.915724;0.507426;3.00787;0.108701;
1560339602616053963;-0.401478;-0.0125839;0.0142934;0.915671;0.506719;3.00849;0.108667;
1560339602624370511;-0.401723;-0.012048;0.0146932;0.915564;0.506169;3.00903;0.108711;
1560339602632704225;-0.401848;-0.0118154;0.0145935;0.915514;0.505588;3.00963;0.108651;
1560339602640998134;-0.401982;-0.0115449;0.0146104;0.915458;0.50504;3.01021;0.108646;
1560339602649318781;-0.402252;-0.0112805;0.0144756;0.915345;0.504538;3.01078;0.10861;
1560339602666065764;-0.40244;-0.010912;0.0144805;0.915267;0.503423;3.01191;0.10862;
1560339602674403166;-0.402799;-0.0108149;0.0143021;0.915113;0.50281;3.01242;0.108612;
1560339602682708862;-0.402929;-0.0106928;0.0142632;0.915058;0.502275;3.01295;0.108615;
1560339602691062979;-0.403082;-0.0106557;0.0142286;0.914991;0.501713;3.01348;0.108641;
1560339602707694577;-0.403305;-0.0102979;0.0140017;0.914901;0.500612;3.01457;0.10865;
1560339602716039201;-0.403434;-0.0101655;0.0137878;0.914848;0.500096;3.01512;0.108623;
1560339602724371631;-0.403472;-0.010126;0.0139311;0.91483;0.499536;3.01564;0.108635;
1560339602732653480;-0.403712;-0.00997782;0.013896;0.914726;0.499002;3.01619;0.108646;
1560339602740995655;-0.40387;-0.00973107;0.0137854;0.914661;0.498466;3.01674;0.108637;
1560339602749336183;-0.403956;-0.00947455;0.0138596;0.914624;0.497921;3.01729;0.108619;
1560339602766063138;-0.404051;-0.00909016;0.0137956;0.914587;0.496873;3.01853;0.108599;
1560339602774407910;-0.4042;-0.00878648;0.0139258;0.914522;0.496309;3.01911;0.108619;
1560339602782692476;-0.40436;-0.00847707;0.0139857;0.914454;0.495785;3.01968;0.108629;
1560339602791015749;-0.404454;-0.00838272;0.01379;0.914416;0.495235;3.02025;0.108655;
1560339602807666307;-0.404696;-0.00816701;0.0131973;0.91432;0.494074;3.0214;0.108682;
1560339602816037563;-0.404771;-0.00788199;0.0131184;0.91429;0.493502;3.02195;0.108679;
1560339602824357999;-0.404833;-0.00768791;0.0129895;0.914266;0.492938;3.02249;0.108691;
1560339602832695819;-0.404933;-0.00755497;0.0127584;0.914226;0.492381;3.02305;0.108697;
1560339602841044642;-0.404942;-0.0074265;0.0125956;0.914225;0.491839;3.02358;0.108697;
1560339602857747159;-0.405076;-0.00712595;0.0126371;0.914168;0.49068;3.02474;0.108745;
1560339602866078175;-0.405123;-0.00686776;0.0125727;0.91415;0.49008;3.02531;0.10871;
1560339602874356375;-0.405212;-0.00667218;0.0125752;0.914112;0.48951;3.0259;0.108711;
1560339602882664298;-0.405332;-0.00654656;0.0126736;0.914058;0.488926;3.0265;0.1087;
1560339602890971436;-0.405326;-0.00650503;0.0126723;0.914061;0.488288;3.02708;0.108666;
1560339602907675368;-0.405569;-0.00640153;0.0124395;0.913957;0.487134;3.02824;0.10856;
1560339602916001753;-0.405637;-0.00634141;0.0123579;0.913929;0.486524;3.02881;0.108561;
1560339602924273831;-0.40573;-0.0062048;0.0122522;0.91389;0.485924;3.02938;0.108551;
1560339602932637899;-0.405762;-0.00603171;0.0121984;0.913878;0.485301;3.02994;0.108542;
1560339602940985864;-0.405851;-0.00611054;0.0120272;0.91384;0.484723;3.03051;0.108511;
1560339602957658840;-0.406095;-0.0058998;0.0113693;0.913741;0.48349;3.03164;0.10836;
1560339602966052142;-0.406131;-0.00591277;0.011223;0.913727;0.482906;3.03218;0.108311;
1560339602974362376;-0.406166;-0.00609695;0.0113571;0.913708;0.482304;3.03272;0.108317;
1560339602982692019;-0.40622;-0.00622367;0.0112177;0.913685;0.481689;3.03327;0.108267;
1560339602990991371;-0.406228;-0.00608082;0.0111046;0.913684;0.481066;3.03382;0.108216;
1560339603007651437;-0.406252;-0.00602236;0.0113518;0.913671;0.479828;3.035;0.108171;
1560339603015998339;-0.406247;-0.00604506;0.0113141;0.913673;0.479211;3.03559;0.10812;
1560339603024351517;-0.40631;-0.00596558;0.011398;0.913645;0.478601;3.0362;0.108106;
1560339603032679291;-0.405853;-0.00641716;0.01197;0.913837;0.477869;3.03672;0.108196;
1560339603040998715;-0.405939;-0.0065951;0.0118426;0.9138;0.477238;3.03731;0.108143;
1560339603057740317;-0.405937;-0.00702883;0.011523;0.913801;0.475967;3.03849;0.108032;
1560339603066039747;-0.406161;-0.00645603;0.0117514;0.913703;0.47543;3.03903;0.108074;
1560339603074370579;-0.406197;-0.00652598;0.0116699;0.913688;0.47483;3.03958;0.10806;
1560339603082655804;-0.406297;-0.00671021;0.0115535;0.913643;0.474218;3.04013;0.108035;
1560339603090963119;-0.406152;-0.00694903;0.011183;0.913711;0.473622;3.04068;0.108032;
1560339603107656244;-0.406241;-0.00688079;0.0114803;0.913668;0.472323;3.04176;0.10794;
1560339603115987629;-0.406399;-0.00710522;0.0117271;0.913593;0.471731;3.04234;0.107951;
1560339603124384773;-0.406049;-0.0077251;0.0110516;0.913752;0.471052;3.04291;0.107787;
1560339603132669821;-0.406261;-0.00766335;0.0114172;0.913654;0.47042;3.04349;0.107723;
1560339603140963590;-0.406448;-0.00721248;0.0117376;0.91357;0.469828;3.04405;0.107729;
1560339603157689428;-0.4065;-0.0072288;0.0121807;0.913541;0.46853;3.04523;0.107718;
1560339603166037534;-0.406726;-0.00738331;0.0122108;0.913439;0.467956;3.04582;0.10772;
1560339603174348796;-0.406573;-0.00722572;0.0120841;0.91351;0.46727;3.04635;0.107644;
1560339603182638934;-0.406701;-0.00739064;0.0120875;0.913451;0.466637;3.04691;0.10762;
1560339603199376903;-0.406738;-0.0073042;0.0120957;0.913435;0.465455;3.04801;0.107571;
1560339603207682101;-0.406599;-0.00757459;0.0118052;0.913499;0.464865;3.04857;0.107586;
1560339603216051897;-0.406394;-0.0073155;0.0120521;0.913589;0.464112;3.04906;0.107546;
1560339603224340169;-0.406739;-0.0073743;0.0121965;0.913433;0.463568;3.04966;0.107538;
1560339603232686332;-0.406778;-0.00745936;0.0121678;0.913416;0.462936;3.05022;0.107518;
1560339603240970399;-0.406319;-0.00828853;0.0114145;0.913622;0.462226;3.05079;0.107397;
1560339603257747032;-0.406493;-0.00807347;0.0116467;0.913544;0.461012;3.05192;0.107409;
1560339603266026306;-0.40654;-0.00850305;0.0116387;0.913519;0.460329;3.05246;0.10731;
1560339603274350456;-0.406695;-0.00820545;0.0121049;0.913447;0.459669;3.05301;0.107257;
1560339603282700245;-0.406718;-0.00807464;0.012208;0.913436;0.459067;3.05359;0.107258;
1560339603290981099;-0.406468;-0.0089338;0.0114801;0.913549;0.458455;3.05419;0.107179;
1560339603307634768;-0.406791;-0.00834885;0.0117999;0.913407;0.457316;3.05526;0.1072;
1560339603315847177;-0.406826;-0.00849648;0.0120251;0.913387;0.456642;3.05583;0.107134;
1560339603324318372;-0.406795;-0.00861319;0.0118954;0.913401;0.456042;3.05636;0.10711;
1560339603332637100;-0.406943;-0.00816579;0.0121978;0.913336;0.455509;3.05687;0.107162;
1560339603340980047;-0.40684;-0.00833714;0.0119276;0.913384;0.454917;3.0574;0.107133;
1560339603357739400;-0.406938;-0.00811984;0.0122528;0.913337;0.453685;3.05845;0.107106;
1560339603366008782;-0.406941;-0.00816223;0.0124327;0.913333;0.453077;3.05899;0.107094;
1560339603374333675;-0.406903;-0.00824837;0.012373;0.91335;0.452454;3.05953;0.107032;
1560339603382685564;-0.406874;-0.00826996;0.0124049;0.913363;0.451816;3.06008;0.106967;
1560339603390979854;-0.406919;-0.00840596;0.0125516;0.913339;0.451192;3.06068;0.106927;
1560339603399157822;-0.406931;-0.00870078;0.0123672;0.913334;0.450608;3.06125;0.106894;
1560339603415875787;-0.407128;-0.0086289;0.0127441;0.913241;0.449331;3.06235;0.106785;
1560339603424333374;-0.407236;-0.00790389;0.0129494;0.913197;0.448742;3.06291;0.106794;
1560339603432523056;-0.407177;-0.00824371;0.0124962;0.913227;0.448185;3.06344;0.106777;
1560339603440923906;-0.407084;-0.0088453;0.0121521;0.913267;0.447539;3.06402;0.106696;
1560339603457754260;-0.407359;-0.00928824;0.0113789;0.91315;0.446392;3.06506;0.106735;
1560339603465904053;-0.407501;-0.00940683;0.0113473;0.913086;0.445778;3.06561;0.106721;
1560339603474358975;-0.407493;-0.00932534;0.011556;0.913088;0.445161;3.06615;0.106719;
1560339603482687793;-0.407531;-0.00955155;0.0114852;0.913069;0.444575;3.06669;0.106692;
1560339603491036717;-0.407487;-0.00970309;0.0115265;0.913087;0.443957;3.06722;0.106656;
1560339603499156450;-0.40751;-0.00990165;0.0115987;0.913073;0.443321;3.06778;0.106634;
1560339603515899021;-0.407599;-0.0102649;0.0117916;0.913027;0.441994;3.06891;0.106539;
1560339603524162419;-0.407479;-0.0103994;0.0117877;0.913079;0.441379;3.06945;0.106467;
1560339603532562512;-0.407715;-0.0105791;0.0120205;0.912969;0.440819;3.07006;0.106449;
1560339603540983631;-0.407719;-0.0104916;0.0120628;0.912967;0.44023;3.07062;0.106381;
1560339603557674809;-0.407691;-0.010137;0.0125214;0.912978;0.438914;3.07171;0.10629;
1560339603565978953;-0.407636;-0.0102108;0.0123958;0.913003;0.438347;3.07227;0.10627;
1560339603574363595;-0.407711;-0.0101942;0.0122375;0.912972;0.437743;3.07281;0.106222;
1560339603582471515;-0.407904;-0.0103389;0.0122677;0.912884;0.437199;3.0734;0.106238;
1560339603591002126;-0.407849;-0.0102024;0.0121256;0.912912;0.436592;3.07393;0.106158;
1560339603607622144;-0.407895;-0.00999838;0.0123552;0.912891;0.435401;3.07502;0.106082;
1560339603615951361;-0.407901;-0.0102673;0.0121908;0.912887;0.434766;3.07557;0.106068;
1560339603624363150;-0.408102;-0.0104476;0.0123314;0.912793;0.434212;3.07614;0.10609;
1560339603632689991;-0.408187;-0.0104539;0.0123541;0.912755;0.433612;3.07667;0.106055;
1560339603641040347;-0.408085;-0.0103234;0.0123586;0.912802;0.432982;3.0772;0.105967;
1560339603657722931;-0.408195;-0.0100786;0.0128447;0.912749;0.431725;3.07833;0.105845;
1560339603666053804;-0.408126;-0.0103914;0.0125556;0.91278;0.431116;3.07892;0.105806;
1560339603674392393;-0.408134;-0.01034;0.0126332;0.912776;0.430489;3.07947;0.105763;
1560339603682644875;-0.408294;-0.0104477;0.0128137;0.912701;0.42992;3.08005;0.105795;
1560339603690986620;-0.408256;-0.0101285;0.0129769;0.912719;0.429245;3.08058;0.105711;
1560339603707654218;-0.408312;-0.00995194;0.0131402;0.912694;0.428084;3.08167;0.105671;
1560339603716066752;-0.40844;-0.0102959;0.0130517;0.912634;0.427525;3.08228;0.105732;
1560339603724344623;-0.408396;-0.0100137;0.0131075;0.912656;0.426853;3.08282;0.10565;
1560339603732730154;-0.408376;-0.0100998;0.0129197;0.912667;0.426315;3.08338;0.105612;
1560339603740959569;-0.408359;-0.0100662;0.0129333;0.912674;0.425725;3.08392;0.105567;
1560339603757687161;-0.40843;-0.00991314;0.0130344;0.912643;0.424466;3.08493;0.105521;
1560339603766084992;-0.408621;-0.0100246;0.0133263;0.912552;0.423889;3.08548;0.105548;
