time (NSec);Turtlebot Base Quaternion (q_w);q_x;q_y;q_z;Turtlebot Base Position (t_x);t_y;t_z;
1561361319187976613;0.70851;-0.00193428;0.00520868;0.705679;0.219089;3.10268;0.0995174;
1561361319196239390;0.708527;-0.00196658;0.0051445;0.705662;0.219083;3.10268;0.0995182;
1561361319212922222;0.708516;-0.00190349;0.00515955;0.705674;0.219085;3.10268;0.0995101;
1561361319221360711;0.708537;-0.00196051;0.00516914;0.705652;0.219074;3.10268;0.099517;
1561361319229636505;0.708522;-0.0019165;0.00517507;0.705667;0.219084;3.10268;0.0995127;
1561361319237961330;0.708523;-0.00194956;0.00516211;0.705667;0.21909;3.10268;0.0995194;
1561361319254628042;0.708505;-0.00192692;0.00512214;0.705684;0.219086;3.10268;0.0995122;
1561361319262972351;0.708512;-0.00195414;0.0051523;0.705677;0.21909;3.10268;0.0995163;
1561361319271236152;0.708513;-0.00194588;0.0051835;0.705676;0.219089;3.10268;0.0995133;
1561361319279592766;0.70851;-0.00193003;0.00515828;0.705679;0.219084;3.10268;0.0995163;
1561361319287995812;0.708526;-0.00193084;0.00517499;0.705663;0.219076;3.10269;0.0995208;
1561361319296324619;0.708524;-0.00193839;0.00519838;0.705665;0.21909;3.10268;0.0995175;
1561361319312907262;0.708513;-0.00193826;0.00513956;0.705676;0.219091;3.10268;0.0995124;
1561361319321319273;0.708538;-0.00191927;0.0052236;0.705651;0.219087;3.10268;0.09952;
1561361319329641617;0.708513;-0.00193179;0.00511772;0.705677;0.219085;3.10269;0.0995183;
1561361319338029437;0.708524;-0.00196101;0.00515381;0.705665;0.219083;3.10269;0.0995215;
1561361319346339910;0.708521;-0.00194007;0.005121;0.705669;0.219087;3.10268;0.0995104;
1561361319362986963;0.70852;-0.00193842;0.00511794;0.70567;0.219084;3.10268;0.0995127;
1561361319371327393;0.708535;-0.00191979;0.00514534;0.705654;0.21909;3.10268;0.0995156;
1561361319379661328;0.708525;-0.00194447;0.00515887;0.705664;0.219083;3.10269;0.0995228;
1561361319387961730;0.708533;-0.0019336;0.00527164;0.705655;0.219089;3.10269;0.09953;
1561361319396385601;0.708537;-0.0019029;0.00513924;0.705652;0.219092;3.10269;0.0995183;
1561361319412996557;0.708516;-0.00195246;0.00511733;0.705673;0.219088;3.10268;0.0995102;
1561361319421333585;0.708537;-0.00190382;0.00522659;0.705651;0.219087;3.10268;0.0995129;
1561361319429694970;0.708526;-0.00195712;0.00513614;0.705663;0.219079;3.10268;0.0995102;
1561361319438007621;0.708517;-0.00196188;0.00515198;0.705672;0.21909;3.10269;0.099519;
1561361319446350577;0.708544;-0.00195409;0.00515135;0.705645;0.219086;3.10269;0.099521;
1561361319462999394;0.708522;-0.00193268;0.00517098;0.705667;0.219085;3.10268;0.0995268;
1561361319471349565;0.708511;-0.00199249;0.00511502;0.705679;0.219083;3.10268;0.0995188;
1561361319479648292;0.708516;-0.0019317;0.00519585;0.705673;0.219084;3.10268;0.0995217;
1561361319487970835;0.708528;-0.00192043;0.00518545;0.705661;0.219079;3.10268;0.0995161;
1561361319496312933;0.708521;-0.00192623;0.00514353;0.705669;0.219092;3.10268;0.099515;
1561361319504656388;0.708529;-0.00193626;0.00515126;0.70566;0.219082;3.10268;0.0995192;
1561361319521223708;0.708496;-0.00196068;0.00508991;0.705694;0.21909;3.10268;0.0995192;
1561361319529617297;0.708524;-0.00189768;0.00519421;0.705665;0.219092;3.10268;0.0995199;
1561361319537915561;0.70854;-0.00191323;0.00509689;0.70565;0.219086;3.10268;0.0995101;
1561361319546260147;0.708511;-0.00194284;0.00509493;0.705679;0.21909;3.10268;0.0995085;
1561361319562974074;0.708499;-0.0019613;0.00508989;0.705691;0.21909;3.10267;0.0995081;
1561361319571345478;0.708555;-0.00191011;0.005169;0.705634;0.219084;3.10267;0.0995042;
1561361319579615690;0.708527;-0.00194048;0.00511242;0.705662;0.219084;3.10268;0.0995124;
1561361319587893929;0.708538;-0.00191951;0.00520194;0.705651;0.219077;3.10268;0.0995146;
1561361319604634564;0.708538;-0.00190638;0.00519521;0.705651;0.219086;3.10268;0.0995159;
1561361319612957249;0.708516;-0.00192077;0.00513306;0.705673;0.219096;3.10269;0.0995144;
1561361319621319647;0.708531;-0.00191358;0.00517832;0.705658;0.219087;3.10269;0.0995241;
1561361319629664076;0.708507;-0.00196656;0.00512142;0.705682;0.21909;3.10269;0.099514;
1561361319637979606;0.708515;-0.00191722;0.00520096;0.705674;0.219089;3.10269;0.0995125;
1561361319654653166;0.708505;-0.00193632;0.00512369;0.705685;0.219088;3.10268;0.099504;
1561361319662958683;0.708507;-0.00192386;0.0051559;0.705682;0.219095;3.10268;0.0995147;
1561361319671284983;0.708511;-0.00191721;0.00518585;0.705678;0.219093;3.10268;0.0995126;
1561361319679535053;0.708507;-0.0019194;0.00515274;0.705683;0.219094;3.10268;0.0995166;
1561361319687950197;0.708538;-0.00194087;0.00516569;0.705651;0.219086;3.10268;0.099518;
1561361319704683664;0.708503;-0.00192222;0.00514481;0.705686;0.21909;3.10268;0.0995108;
1561361319712961699;0.708539;-0.00192998;0.00510558;0.70565;0.219082;3.10268;0.0995108;
1561361319721292327;0.708516;-0.00189186;0.00524744;0.705673;0.219085;3.10269;0.0995258;
1561361319729615216;0.708503;-0.00191049;0.00516278;0.705686;0.21909;3.10268;0.099506;
1561361319737954421;0.708509;-0.00189482;0.00520265;0.70568;0.219085;3.10268;0.0995212;
1561361319754622914;0.708504;-0.00192079;0.00512714;0.705685;0.219089;3.10267;0.0995116;
1561361319762970024;0.708522;-0.00197209;0.00513277;0.705667;0.219082;3.10268;0.0995204;
1561361319771294515;0.708524;-0.00189977;0.00514337;0.705665;0.219086;3.10268;0.0995165;
1561361319779527352;0.708544;-0.00192029;0.00517398;0.705645;0.219079;3.10268;0.0995222;
1561361319787898859;0.708525;-0.00192395;0.00512431;0.705665;0.219085;3.10267;0.0995084;
1561361319804554762;0.708524;-0.00194468;0.00507846;0.705666;0.219082;3.10268;0.0995096;
1561361319812909793;0.708505;-0.00193939;0.00513117;0.705685;0.219088;3.10268;0.0995144;
1561361319821207877;0.708532;-0.00196781;0.0050811;0.705658;0.21908;3.10268;0.0995132;
1561361319829484918;0.708505;-0.00189117;0.00518545;0.705685;0.219084;3.10267;0.0995148;
1561361319837853949;0.708529;-0.00196553;0.00512687;0.70566;0.219077;3.10269;0.0995221;
1561361319854538899;0.708524;-0.0019513;0.00515554;0.705665;0.219086;3.10268;0.09952;
1561361319862884321;0.708515;-0.00192504;0.00513775;0.705675;0.219084;3.10268;0.0995155;
1561361319871233365;0.708535;-0.00194234;0.00515358;0.705654;0.219083;3.10269;0.0995162;
1561361319879542168;0.708506;-0.00189532;0.00515773;0.705683;0.219094;3.10268;0.099513;
1561361319887920589;0.708513;-0.00195883;0.00517147;0.705676;0.219088;3.10268;0.0995161;
1561361319904587700;0.708528;-0.00194053;0.00515006;0.705661;0.219072;3.10269;0.09952;
1561361319912915638;0.708504;-0.00197776;0.0051519;0.705685;0.219081;3.10269;0.09952;
1561361319921275746;0.708523;-0.00193239;0.00516077;0.705666;0.219086;3.10268;0.0995219;
1561361319929548427;0.708513;-0.00192212;0.00510627;0.705677;0.219083;3.10267;0.0995095;
1561361319937933619;0.708522;-0.00191613;0.00516653;0.705667;0.219086;3.10268;0.0995184;
1561361319954597105;0.708483;-0.00197501;0.00508422;0.705707;0.219093;3.10268;0.0995143;
1561361319962938950;0.70851;-0.00191512;0.00518829;0.705679;0.219087;3.10268;0.0995221;
1561361319971237701;0.708522;-0.00191682;0.00511975;0.705667;0.219082;3.10268;0.0995109;
1561361319979593634;0.708533;-0.00192873;0.00517557;0.705656;0.219084;3.10268;0.099512;
1561361319987919933;0.708539;-0.001931;0.00517793;0.70565;0.219084;3.10268;0.09952;
1561361320004595172;0.708528;-0.00192885;0.00515253;0.705661;0.219077;3.10269;0.0995157;
1561361320012843801;0.708515;-0.00194053;0.00515053;0.705674;0.219087;3.10268;0.0995169;
1561361320021312339;0.708521;-0.00193339;0.00513016;0.705668;0.219083;3.10268;0.0995129;
1561361320029634410;0.708514;-0.0019443;0.00520926;0.705675;0.219087;3.10268;0.09952;
1561361320037912448;0.708529;-0.00191129;0.00517675;0.70566;0.219088;3.10268;0.0995106;
1561361320054601977;0.708514;-0.00194293;0.00513848;0.705676;0.21909;3.10268;0.0995144;
1561361320062877068;0.708544;-0.00192162;0.00520719;0.705644;0.21908;3.10268;0.0995187;
1561361320071229165;0.708528;-0.00194229;0.00514493;0.705661;0.21909;3.10268;0.0995093;
1561361320079568618;0.708517;-0.00192405;0.00520719;0.705672;0.219086;3.10268;0.0995136;
1561361320087913283;0.708502;-0.0019128;0.00511012;0.705688;0.219083;3.10268;0.0995131;
1561361320104539124;0.708525;-0.00193835;0.00511289;0.705664;0.219085;3.10269;0.0995192;
1561361320112868587;0.708538;-0.0018995;0.00517355;0.705651;0.219079;3.10268;0.0995161;
1561361320121223164;0.708555;-0.00192018;0.00518384;0.705634;0.21908;3.10268;0.0995206;
1561361320129550041;0.708542;-0.00192444;0.00521323;0.705647;0.219082;3.10268;0.0995257;
1561361320137876232;0.708535;-0.00192031;0.00516222;0.705654;0.219082;3.10268;0.099513;
1561361320154557540;0.70853;-0.00196025;0.00516268;0.705659;0.21908;3.10269;0.0995226;
1561361320162880229;0.708527;-0.0019287;0.00518539;0.705662;0.219082;3.10268;0.0995173;
1561361320171235491;0.708515;-0.00190291;0.00517056;0.705674;0.219084;3.10268;0.0995215;
1561361320179551082;0.708531;-0.00193154;0.00511253;0.705658;0.219091;3.10268;0.0995149;
1561361320187863260;0.708512;-0.00195359;0.00522256;0.705677;0.219089;3.10267;0.0995165;
1561361320196202707;0.708521;-0.00191544;0.00512775;0.705669;0.219089;3.10267;0.0995079;
1561361320212906680;0.708527;-0.00190013;0.00521924;0.705662;0.219089;3.10268;0.0995106;
1561361320221281460;0.708524;-0.00192848;0.00511732;0.705665;0.219088;3.10268;0.0995141;
1561361320229581385;0.708509;-0.00175425;0.00488342;0.705682;0.219094;3.10273;0.0995072;
1561361320237913571;0.708525;-0.00151829;0.00477291;0.705668;0.219079;3.10284;0.0995153;
1561361320254601062;0.708766;-0.00124753;0.00396243;0.705431;0.219065;3.10361;0.099534;
1561361320262837171;0.708688;-0.00142603;0.00408238;0.705509;0.219056;3.10429;0.0995344;
1561361320271270447;0.708664;-0.00165402;0.00454754;0.705529;0.219062;3.10515;0.0995394;
1561361320279520602;0.708869;4.91031e-05;0.00714219;0.705304;0.219197;3.106;0.0997655;
1561361320287905722;0.708907;-0.000172555;0.00734868;0.705264;0.219215;3.10692;0.0997509;
1561361320296244219;0.708852;-0.000147809;0.00746418;0.705318;0.219219;3.10774;0.0997666;
1561361320312960559;0.708739;0.000292153;0.00726403;0.705433;0.21924;3.10925;0.0997994;
1561361320321286595;0.708759;0.000471413;0.00697462;0.705416;0.219247;3.10997;0.0997739;
1561361320329465914;0.70843;0.000374435;0.00570471;0.705758;0.219198;3.11088;0.0997314;
1561361320337903770;0.70841;0.000590493;0.00554108;0.70578;0.219195;3.11164;0.0997369;
1561361320346234367;0.708448;0.00067409;0.00556545;0.705741;0.219182;3.11245;0.0998052;
1561361320362896004;0.708755;0.000779019;0.00522808;0.705435;0.219305;3.11481;0.0999114;
1561361320371244117;0.708639;0.000908479;0.00512638;0.705552;0.219334;3.11556;0.0998926;
1561361320379643455;0.70857;0.000739651;0.00470813;0.705624;0.219355;3.11636;0.0998418;
1561361320387906471;0.708496;0.000801352;0.00458752;0.705699;0.219383;3.11713;0.0998059;
1561361320396321889;0.708419;0.000633723;0.00437891;0.705779;0.219373;3.11793;0.0997841;
1561361320412903354;0.708259;0.000429953;0.00388031;0.705942;0.219409;3.11955;0.0997357;
1561361320421225682;0.708239;0.000506034;0.00399003;0.705962;0.219416;3.12036;0.0996904;
1561361320429609428;0.708117;0.000482804;0.00425964;0.706082;0.219402;3.12115;0.099654;
1561361320437905400;0.707889;0.000238138;0.00420387;0.706312;0.219151;3.12141;0.0995922;
1561361320446249175;0.707771;0.000213256;0.00405089;0.70643;0.219149;3.12221;0.099578;
1561361320462967127;0.70778;0.000302257;0.00378036;0.706422;0.219129;3.1238;0.0995686;
1561361320471290940;0.707772;0.000273217;0.00371327;0.706431;0.219112;3.12457;0.0995575;
1561361320479564031;0.707717;0.00028846;0.00352663;0.706488;0.219108;3.12533;0.0995391;
1561361320487910164;0.707753;0.000406111;0.00341723;0.706452;0.219099;3.1261;0.0995494;
1561361320496221278;0.707708;0.00045936;0.00324495;0.706498;0.219091;3.1269;0.0995415;
1561361320512901722;0.707719;0.000363997;0.00314871;0.706487;0.219083;3.12848;0.0995669;
1561361320521325709;0.707761;0.000312271;0.00284137;0.706447;0.21911;3.1293;0.0995527;
1561361320529527040;0.707717;0.000285765;0.00254187;0.706491;0.219134;3.13014;0.0995265;
1561361320537897309;0.707639;0.00030603;0.00302851;0.706567;0.219128;3.13096;0.0995142;
1561361320554555653;0.707496;-6.23375e-06;0.00280901;0.706712;0.219136;3.13267;0.0994807;
1561361320562826505;0.707467;-8.03869e-05;0.00283362;0.706741;0.219134;3.13349;0.099467;
1561361320571250555;0.707476;-7.9025e-05;0.00242625;0.706733;0.219118;3.13431;0.0994547;
1561361320579510180;0.707501;-7.79901e-05;0.00217411;0.706709;0.2191;3.13512;0.099455;
1561361320587894456;0.707572;-4.92789e-05;0.00217153;0.706638;0.219096;3.1359;0.0994648;
1561361320604567367;0.707704;4.44799e-05;0.00156029;0.706508;0.219061;3.13745;0.0994297;
1561361320612842773;0.707606;0.000280951;0.00224657;0.706604;0.219103;3.13847;0.0994821;
1561361320621178516;0.707399;0.000184648;0.00155016;0.706812;0.219158;3.13933;0.0994687;
1561361320629563240;0.707397;0.000358847;0.00199957;0.706813;0.219156;3.14015;0.0994621;
1561361320637912524;0.707629;0.00017286;0.00225962;0.70658;0.219089;3.14096;0.0995244;
1561361320646211190;0.707637;0.00018488;0.00225009;0.706573;0.219084;3.14174;0.0995101;
1561361320662926727;0.707615;0.000129024;0.00191326;0.706596;0.219081;3.14336;0.0994705;
1561361320671211026;0.70755;5.14891e-05;0.0018981;0.706661;0.219089;3.14419;0.099449;
1561361320679581345;0.707528;-6.74849e-06;0.00196937;0.706683;0.219082;3.14501;0.0994351;
1561361320687874101;0.707276;2.13019e-05;0.00157346;0.706936;0.219154;3.14584;0.0993501;
1561361320696230254;0.707533;-9.63419e-05;0.00177222;0.706678;0.219065;3.14669;0.0993774;
1561361320712885202;0.707554;3.18907e-05;0.00203134;0.706657;0.219062;3.14832;0.0993876;
1561361320721241398;0.707635;0.00113411;0.00524063;0.706558;0.219092;3.14917;0.099398;
1561361320729698376;0.707506;0.00110677;0.00498211;0.706689;0.219129;3.14999;0.0993849;
1561361320737961599;0.707509;0.00111121;0.00490489;0.706687;0.219109;3.15078;0.0993752;
1561361320746171564;0.707507;0.00109688;0.00473552;0.70669;0.219114;3.15158;0.0993678;
1561361320762881936;0.707591;0.00125251;0.00467612;0.706605;0.219088;3.15314;0.0993767;
1561361320771245324;0.707789;0.00116368;0.00469117;0.706407;0.219015;3.15393;0.0994074;
1561361320779681928;0.707832;0.00141841;0.00463592;0.706364;0.219004;3.15469;0.0993569;
1561361320787976296;0.707869;0.00142905;0.00461159;0.706327;0.219018;3.15549;0.0993378;
1561361320796183799;0.707891;0.00130761;0.00485801;0.706304;0.219015;3.15634;0.099344;
1561361320812999813;0.707849;0.00116565;0.00485127;0.706347;0.219003;3.15801;0.0992989;
1561361320821289830;0.707881;0.00111084;0.00469995;0.706315;0.218996;3.15887;0.0992729;
1561361320829606242;0.707917;0.00109008;0.00476737;0.706278;0.218996;3.1597;0.0992733;
1561361320837944551;0.707896;0.00104988;0.00471658;0.7063;0.218997;3.16052;0.0992893;
1561361320854599546;0.70789;0.00111011;0.00472068;0.706306;0.218987;3.16216;0.099329;
1561361320862913248;0.707726;0.00128274;0.00435748;0.706472;0.219046;3.16293;0.0992461;
1561361320871260422;0.707766;0.0014548;0.00437854;0.706432;0.219043;3.16369;0.0992281;
1561361320879495612;0.707643;0.00135445;0.00363536;0.70656;0.219082;3.16453;0.0992225;
1561361320887846558;0.707832;0.00162262;0.00310282;0.706372;0.219069;3.16526;0.0991941;
1561361320904531874;0.707673;0.00155715;0.00262046;0.706534;0.219106;3.16691;0.0992017;
1561361320912858306;0.707964;0.00134351;0.00292302;0.706241;0.219017;3.16776;0.0992598;
1561361320921213980;0.708018;0.00138761;0.00331596;0.706185;0.219003;3.16856;0.0992497;
1561361320929539139;0.707836;0.00143489;0.00301973;0.706369;0.219102;3.16941;0.0992032;
1561361320937862747;0.707879;0.00139947;0.0031959;0.706325;0.219098;3.17024;0.0991677;
1561361320954513366;0.707965;0.00131641;0.00379427;0.706237;0.219075;3.17192;0.0991764;
1561361320962823391;0.708105;0.00122196;0.00392256;0.706096;0.219027;3.17275;0.0991909;
1561361320971235617;0.708082;0.00126173;0.00386022;0.706118;0.219037;3.17356;0.0991634;
1561361320979575849;0.708082;0.00138856;0.00402677;0.706118;0.219045;3.17436;0.0991693;
1561361320987890735;0.707926;0.00147673;0.00399929;0.706274;0.219104;3.17516;0.099148;
1561361321004563991;0.707922;0.00170426;0.0040267;0.706277;0.219123;3.1767;0.0991528;
1561361321012894337;0.707955;0.00183141;0.00396179;0.706244;0.219134;3.17751;0.0991654;
1561361321021250490;0.707953;0.00188745;0.00392008;0.706246;0.219139;3.17829;0.0991727;
1561361321029557937;0.708157;0.00175557;0.00404855;0.706041;0.219059;3.1791;0.0992102;
1561361321037894487;0.708001;0.0017883;0.00402652;0.706197;0.219106;3.17994;0.0991931;
1561361321046170934;0.708205;0.00173139;0.00423381;0.705992;0.219047;3.18078;0.0992102;
1561361321062853507;0.708306;0.00169436;0.00451419;0.705889;0.219033;3.18244;0.0991644;
1561361321071280182;0.708395;0.00152236;0.00440546;0.7058;0.219021;3.1833;0.0991531;
1561361321079522854;0.708477;0.00112597;0.00350269;0.705724;0.219132;3.18435;0.0992305;
1561361321087909169;0.708459;0.00109252;0.00371786;0.705742;0.219116;3.18515;0.0992076;
1561361321096175912;0.708474;0.00113763;0.00387444;0.705725;0.219095;3.18602;0.0992041;
1561361321112905646;0.708226;0.00140732;0.00398398;0.705973;0.219147;3.18764;0.0991296;
1561361321121220421;0.708042;0.00146541;0.00393452;0.706158;0.219212;3.18844;0.0991187;
1561361321129580015;0.707997;0.00153292;0.00395554;0.706203;0.219216;3.18923;0.0991221;
1561361321137885800;0.708264;0.00144167;0.00422536;0.705934;0.219136;3.19004;0.0992077;
1561361321154565710;0.708245;0.00156419;0.00399311;0.705953;0.219135;3.19163;0.0991928;
1561361321162888511;0.708211;0.0015005;0.00401152;0.705988;0.21913;3.19243;0.0991916;
1561361321171211630;0.708222;0.0015305;0.004015;0.705976;0.21912;3.19326;0.0991886;
1561361321179465662;0.708051;0.00162109;0.00414542;0.706147;0.219181;3.19412;0.0991689;
1561361321187899407;0.708087;0.00149692;0.00417547;0.706111;0.21916;3.19495;0.099151;
1561361321204545012;0.708246;0.001284;0.00442076;0.705951;0.219131;3.19666;0.0990975;
1561361321212871915;0.708244;0.00124722;0.00438982;0.705953;0.219137;3.19752;0.0990731;
1561361321221265359;0.708177;0.00117225;0.00402277;0.706022;0.219191;3.19853;0.0990758;
1561361321229491649;0.708017;0.00126917;0.00387205;0.706183;0.219221;3.19931;0.0990511;
1561361321237896716;0.707988;0.00134292;0.00374743;0.706213;0.219212;3.2001;0.0990518;
1561361321254592704;0.70789;0.00141039;0.00345949;0.706313;0.219236;3.20166;0.099036;
1561361321262819884;0.70781;0.00132029;0.00330395;0.706394;0.219224;3.20244;0.0990284;
1561361321271208810;0.707764;0.00124923;0.00307622;0.706441;0.219206;3.20323;0.0990362;
1561361321279551412;0.70794;0.0010738;0.0031436;0.706265;0.219135;3.20402;0.0990905;
1561361321287907094;0.70787;0.000983831;0.00302207;0.706336;0.219119;3.2048;0.0991188;
1561361321296206359;0.70821;0.00110695;0.00284003;0.705995;0.21898;3.20568;0.0991056;
1561361321312868220;0.708214;0.00115738;0.00254471;0.705992;0.218926;3.20725;0.0990387;
1561361321321229255;0.708213;0.00103689;0.00260757;0.705993;0.218901;3.20805;0.0990033;
1561361321329544650;0.708383;0.00161889;0.00422464;0.705814;0.219037;3.20903;0.0990055;
1561361321337868189;0.708311;0.0015046;0.00455358;0.705884;0.219062;3.20989;0.0990248;
1561361321346224432;0.708381;0.00137151;0.00391747;0.705818;0.219116;3.21077;0.099012;
1561361321362814047;0.708363;0.00120478;0.00367242;0.705837;0.21909;3.21243;0.0990372;
1561361321371194955;0.708317;0.00117887;0.00358654;0.705885;0.21908;3.21325;0.0990424;
1561361321379557261;0.708381;0.00116967;0.00363746;0.705819;0.219078;3.21407;0.0990649;
1561361321387869735;0.708339;0.00120636;0.00355753;0.705862;0.219099;3.21489;0.0990753;
1561361321404532106;0.708218;0.00150414;0.00447917;0.705978;0.219075;3.2165;0.0991093;
1561361321412869774;0.70826;0.00161545;0.00454313;0.705935;0.219071;3.21732;0.099127;
1561361321421300589;0.708234;0.00130589;0.00346357;0.705968;0.219095;3.21814;0.0991287;
1561361321429515024;0.708174;0.0013856;0.00337702;0.706028;0.219097;3.21897;0.0991081;
1561361321437880877;0.708072;0.00126906;0.00344657;0.706131;0.219095;3.2198;0.0991112;
1561361321454539354;0.70802;0.0011345;0.0035937;0.706182;0.219108;3.22151;0.0990647;
1561361321462890275;0.708014;0.00104475;0.00363368;0.706188;0.21911;3.22237;0.0990407;
1561361321471218491;0.708008;0.00113172;0.00357813;0.706194;0.219141;3.22321;0.0990275;
1561361321479530974;0.70799;0.001116;0.00355532;0.706213;0.219131;3.22404;0.0990243;
1561361321487901422;0.707861;0.00117144;0.00330222;0.706343;0.219155;3.2249;0.0989848;
1561361321504542497;0.708038;0.00120015;0.00317242;0.706166;0.219072;3.22654;0.0989907;
1561361321512900199;0.708077;0.00122285;0.00310369;0.706127;0.219047;3.22734;0.0989863;
1561361321521210551;0.707997;0.00123871;0.00302776;0.706208;0.219071;3.22814;0.0989781;
1561361321529551761;0.707989;0.00127758;0.00316946;0.706215;0.219069;3.22897;0.0990179;
1561361321537867577;0.708001;0.0014505;0.00301289;0.706203;0.219074;3.22977;0.0990148;
1561361321546193557;0.707961;0.00131573;0.00303269;0.706244;0.219091;3.23063;0.0990846;
1561361321562854396;0.707871;0.00121373;0.00309369;0.706334;0.219117;3.23231;0.0990967;
1561361321571199897;0.707832;0.00116774;0.00314656;0.706373;0.219119;3.23313;0.0990755;
1561361321579446200;0.707852;0.00128803;0.00303696;0.706353;0.219112;3.23396;0.0989969;
1561361321587868939;0.707841;0.00127321;0.00310628;0.706363;0.219133;3.23482;0.0989686;
1561361321604526837;0.707825;0.00125963;0.00298845;0.70638;0.219169;3.23655;0.0989149;
1561361321612851309;0.707826;0.00105172;0.00303146;0.706379;0.21916;3.23741;0.0989454;
1561361321621214093;0.707838;0.00111973;0.00299686;0.706368;0.219141;3.23823;0.0989461;
1561361321629524713;0.707908;0.00115458;0.00311675;0.706296;0.219109;3.23906;0.0989898;
1561361321637886686;0.707906;0.00117855;0.00305672;0.706299;0.219098;3.23984;0.0990105;
1561361321654604893;0.707985;0.0012681;0.00301052;0.70622;0.219083;3.24144;0.0990371;
1561361321662880714;0.707982;0.00133076;0.00295944;0.706223;0.219105;3.24225;0.0990444;
1561361321671209422;0.707982;0.00138841;0.00280497;0.706223;0.219113;3.24304;0.0990456;
1561361321679492010;0.707954;0.00147226;0.00268843;0.706252;0.219115;3.24383;0.0990234;
1561361321687832505;0.707931;0.00146239;0.00262646;0.706276;0.219123;3.24464;0.099031;
1561361321696178959;0.707936;0.00155879;0.00260968;0.70627;0.219127;3.24546;0.0990215;
1561361321712846526;0.707948;0.00150239;0.00251364;0.706259;0.219136;3.24714;0.0989855;
1561361321721195319;0.707932;0.00155089;0.00270166;0.706273;0.219135;3.248;0.0989564;
1561361321729548003;0.708395;0.00170403;0.00293896;0.705808;0.219223;3.24906;0.0989614;
1561361321737929881;0.708423;0.00177285;0.00288992;0.70578;0.219227;3.24988;0.0989442;
1561361321754559835;0.708561;0.00168378;0.00295293;0.705641;0.219137;3.25148;0.0990038;
1561361321762897759;0.708546;0.00195083;0.00285832;0.705657;0.219124;3.25224;0.0989696;
1561361321771243150;0.708483;0.00196801;0.00266194;0.70572;0.219139;3.25305;0.0989745;
1561361321779659320;0.70843;0.00203021;0.00256028;0.705773;0.219143;3.25381;0.0989542;
1561361321788001994;0.708396;0.00206638;0.00231256;0.705808;0.219146;3.25459;0.0989442;
1561361321804582235;0.70829;0.0020632;0.00212737;0.705915;0.219128;3.25614;0.0989607;
1561361321812845150;0.708251;0.00213091;0.00206908;0.705954;0.219126;3.25691;0.0989647;
1561361321821192318;0.70818;0.00213526;0.00207519;0.706026;0.219126;3.25771;0.0989724;
1561361321829522280;0.708061;0.00202961;0.00208346;0.706145;0.219126;3.25851;0.0989688;
1561361321837866412;0.707983;0.0019762;0.00213401;0.706223;0.219122;3.25932;0.0989594;
1561361321854520641;0.707791;0.0019681;0.00192703;0.706417;0.21911;3.26096;0.0988796;
