time (NSec);Turtlebot Base Quaternion (q_w);q_x;q_y;q_z;Turtlebot Base Position (t_x);t_y;t_z;
1560685729533584588;0.00265214;0.00279504;-0.000821172;0.999992;0.0458497;3.11514;0.0988838;
1560685729541916723;0.00262602;0.00268385;-0.000929432;0.999993;0.0458453;3.11516;0.0988972;
1560685729558598195;0.00260449;0.00287485;-0.000749736;0.999992;0.0458474;3.11513;0.0989036;
1560685729566995082;0.00246977;0.00190847;-0.00119961;0.999994;0.0458634;3.11522;0.0989385;
1560685729575329877;0.00263732;0.0027176;-0.000950471;0.999992;0.0458341;3.11514;0.0988704;
1560685729583609579;0.0026072;0.00266167;-0.000889245;0.999993;0.0458397;3.11515;0.0988965;
1560685729591940026;0.0025774;0.00207689;-0.00110666;0.999994;0.0458547;3.1152;0.0989239;
1560685729600257734;0.00253342;0.00292481;-0.000730081;0.999992;0.0458541;3.11516;0.0989187;
1560685729617051450;0.00251127;0.00167891;-0.00129902;0.999995;0.0458728;3.11522;0.0989352;
1560685729625207389;0.0025574;0.00271523;-0.000771045;0.999993;0.0458587;3.11516;0.0989174;
1560685729633669865;0.00258167;0.0027002;-0.000855736;0.999993;0.0458425;3.11515;0.0988926;
1560685729642031541;0.00257466;0.00278064;-0.000766774;0.999993;0.0458605;3.11516;0.0989167;
1560685729650288509;0.0025971;0.00291637;-0.000782688;0.999992;0.0458471;3.11514;0.0989085;
1560685729666958913;0.00248161;0.00193194;-0.00117787;0.999994;0.0458677;3.11521;0.0989394;
1560685729675360021;0.00254006;0.00267607;-0.00083714;0.999993;0.0458511;3.11517;0.0989034;
1560685729683647035;0.00253651;0.00189707;-0.00125115;0.999994;0.0458578;3.11521;0.0989209;
1560685729691961321;0.00251234;0.0026403;-0.000798636;0.999993;0.0458608;3.11518;0.0989315;
1560685729700258577;0.00253007;0.00175547;-0.00130115;0.999994;0.0458707;3.11521;0.0989294;
1560685729716828193;0.00253876;0.00272358;-0.000802224;0.999993;0.0458443;3.11516;0.0989108;
1560685729725268139;0.00261998;0.00202213;-0.00122514;0.999994;0.0458465;3.11518;0.0989053;
1560685729733613837;0.00260969;0.00284244;-0.000831425;0.999992;0.045848;3.11516;0.0989039;
1560685729741924137;0.0025801;0.00261541;-0.000847423;0.999993;0.0458522;3.11517;0.0989146;
1560685729758669116;0.00262035;0.00263123;-0.000897883;0.999993;0.0458436;3.11514;0.0988792;
1560685729767001797;0.00256695;0.00268604;-0.000883492;0.999993;0.0458426;3.11515;0.0988918;
1560685729775346256;0.0024839;0.00283586;-0.000653853;0.999993;0.0458625;3.11516;0.0989215;
1560685729783693880;0.00261971;0.00286785;-0.000826911;0.999992;0.0458301;3.11513;0.0988883;
1560685729791972998;0.00256967;0.00170739;-0.00136157;0.999994;0.0458605;3.11521;0.0989175;
1560685729800265082;0.00262731;0.00293223;-0.000789541;0.999992;0.0458509;3.11516;0.0989171;
