time (NSec);Turtlebot Base Quaternion (q_w);q_x;q_y;q_z;Turtlebot Base Position (t_x);t_y;t_z;
1560338876147216518;0.0992593;0.00299501;0.00253972;0.995054;1.26598;3.90963;0.121418;
1560338876155569697;0.0993835;0.00285157;0.00217594;0.995043;1.26594;3.90962;0.121348;
1560338876163824971;0.0992223;0.00287097;0.00245967;0.995058;1.26598;3.90962;0.121394;
1560338876180543584;0.0994194;0.00295395;0.00229304;0.995039;1.26594;3.9096;0.121351;
1560338876188873111;0.0993427;0.00314437;0.00254535;0.995045;1.26599;3.90963;0.121425;
1560338876197073456;0.0993337;0.00306699;0.00257685;0.995046;1.26598;3.90963;0.121418;
1560338876205540394;0.0994346;0.00299841;0.00226255;0.995037;1.26596;3.90963;0.121366;
1560338876213846021;0.0994248;0.00295183;0.0022687;0.995038;1.26595;3.90962;0.121353;
1560338876230396529;0.0992647;0.00287787;0.00250769;0.995054;1.26598;3.90963;0.12141;
1560338876238843422;0.0993278;0.00302487;0.00251456;0.995047;1.26597;3.90964;0.121411;
1560338876247225860;0.0993001;0.00295074;0.00244404;0.99505;1.26598;3.90964;0.121405;
1560338876255539549;0.0994909;0.00310053;0.00223964;0.995031;1.26597;3.90962;0.121338;
1560338876263858793;0.0992935;0.00299242;0.00252088;0.99505;1.26599;3.90962;0.121406;
1560338876280567574;0.0994317;0.0030258;0.00220574;0.995037;1.26595;3.90964;0.12134;
1560338876288853011;0.0994456;0.00291779;0.0021782;0.995036;1.26595;3.90963;0.121345;
1560338876297238264;0.0992724;0.00293652;0.00249634;0.995053;1.26598;3.90963;0.12141;
1560338876305563973;0.0992981;0.00289362;0.00251442;0.99505;1.26597;3.90964;0.121422;
1560338876313867459;0.0992438;0.0028565;0.00252763;0.995056;1.266;3.90962;0.121413;
1560338876330590673;0.0994155;0.00303807;0.00227221;0.995039;1.26596;3.90961;0.121348;
1560338876338939344;0.0994075;0.00296674;0.00229249;0.99504;1.26595;3.90962;0.121358;
1560338876347234416;0.0992842;0.00294174;0.00254833;0.995052;1.26597;3.90964;0.121423;
1560338876355556879;0.0994377;0.00290437;0.00218784;0.995037;1.26595;3.90962;0.121339;
1560338876363861986;0.0992769;0.00299082;0.00244474;0.995052;1.26597;3.90965;0.121402;
1560338876380583923;0.0994245;0.00289254;0.00219502;0.995038;1.26593;3.90963;0.121356;
1560338876388919403;0.0992413;0.00290212;0.00254031;0.995056;1.26599;3.90963;0.121415;
1560338876397262809;0.099283;0.0029604;0.00251449;0.995052;1.26599;3.90963;0.121407;
1560338876405558334;0.0994068;0.00308224;0.00256934;0.995039;1.26598;3.90964;0.121421;
1560338876413847988;0.0994083;0.0028879;0.00227934;0.99504;1.26596;3.90962;0.121347;
1560338876430563275;0.0994373;0.00290715;0.00227486;0.995037;1.26596;3.90962;0.121355;
1560338876438910302;0.0994578;0.00293421;0.00221066;0.995035;1.26595;3.90962;0.121343;
1560338876447197900;0.0993074;0.00299476;0.00247232;0.995049;1.26597;3.90965;0.1214;
1560338876455532172;0.0993513;0.00303785;0.0025195;0.995045;1.26597;3.90963;0.121402;
1560338876463871986;0.099458;0.00294838;0.00221148;0.995035;1.26596;3.90963;0.121347;
1560338876480557114;0.099422;0.00300085;0.00221169;0.995038;1.26595;3.90963;0.121341;
1560338876488915380;0.0994192;0.00296593;0.00219684;0.995039;1.26595;3.90964;0.121339;
1560338876497237586;0.0994779;0.00293372;0.00223286;0.995033;1.26596;3.90963;0.121351;
1560338876505532121;0.0993975;0.00292527;0.00227557;0.995041;1.26595;3.90962;0.121349;
1560338876513850814;0.0993599;0.00292941;0.00227857;0.995045;1.26595;3.90962;0.121349;
1560338876530566926;0.0994573;0.00301692;0.00228568;0.995035;1.26595;3.90961;0.121352;
1560338876538903497;0.099317;0.00297405;0.00255555;0.995048;1.26598;3.90964;0.121417;
1560338876547219136;0.0993237;0.00308273;0.00259431;0.995047;1.26595;3.90966;0.121432;
1560338876555576878;0.0992398;0.00279425;0.00246926;0.995057;1.26598;3.90963;0.121406;
