time (NSec);Turtlebot Base Quaternion (q_w);q_x;q_y;q_z;Turtlebot Base Position (t_x);t_y;t_z;
1561289324857888660;0.706789;0.000961928;-0.00151514;0.707422;0.25256;2.83055;0.10052;
1561289324866226042;0.706315;0.00128095;-0.00266935;0.707891;0.252631;2.83054;0.100272;
1561289324874562054;0.706281;0.00123502;-0.0026168;0.707925;0.252635;2.83055;0.10028;
1561289324882866944;0.706381;0.0013025;-0.00171498;0.707829;0.2526;2.8306;0.10041;
1561289324899614157;0.706385;0.00172229;-0.00189283;0.707823;0.252624;2.83057;0.100335;
1561289324907962435;0.706281;0.0012499;-0.00262049;0.707926;0.252635;2.83055;0.100278;
1561289324916295546;0.706233;0.00137017;-0.00225415;0.707975;0.252597;2.83052;0.100268;
1561289324924587821;0.706428;0.00154512;-0.00231007;0.70778;0.252658;2.83057;0.100321;
1561289324932940879;0.706229;0.00129934;-0.00229409;0.707979;0.252594;2.83053;0.10028;
1561289324949637712;0.706311;0.0012537;-0.00262861;0.707896;0.252632;2.83054;0.100277;
1561289324957858101;0.706231;0.00135329;-0.00228329;0.707977;0.252599;2.83052;0.100279;
1561289324966295966;0.706288;0.00121526;-0.00269618;0.707918;0.252628;2.83056;0.100281;
1561289324974614644;0.706307;0.00123656;-0.00268823;0.707899;0.252637;2.83055;0.100275;
1561289324982932329;0.706229;0.00129136;-0.00234856;0.707978;0.252599;2.83052;0.100277;
1561289324999634231;0.706312;0.00126988;-0.00266651;0.707895;0.252631;2.83055;0.100269;
1561289325007956864;0.706689;0.000919163;-0.00165532;0.707522;0.252588;2.83056;0.100507;
1561289325016350183;0.706608;0.000553389;-0.00180505;0.707603;0.252541;2.83058;0.100516;
1561289325024588407;0.706554;0.000836484;-0.00166385;0.707656;0.252503;2.83052;0.100432;
1561289325032902605;0.706491;0.000520501;-0.00148853;0.70772;0.252517;2.83052;0.100513;
1561289325049631178;0.706587;0.000777519;-0.00204835;0.707623;0.252553;2.83054;0.100438;
1561289325057786368;0.706659;0.000426645;-0.00169292;0.707552;0.252529;2.83058;0.100552;
1561289325066268696;0.706223;0.00132469;-0.00230924;0.707984;0.252602;2.83054;0.100278;
1561289325074659950;0.706312;0.00101311;-0.00241186;0.707895;0.252624;2.83059;0.100365;
1561289325082976787;0.706312;0.00126162;-0.00266499;0.707895;0.252643;2.83056;0.100277;
1561289325099689189;0.706235;0.00135521;-0.00236767;0.707972;0.252607;2.83053;0.100253;
1561289325107763942;0.706331;0.000996598;-0.00236606;0.707877;0.252616;2.83059;0.100357;
1561289325116155996;0.706205;0.00128162;-0.00232301;0.708002;0.2526;2.83052;0.100268;
1561289325124523792;0.706223;0.0013206;-0.00226906;0.707985;0.252598;2.83053;0.100274;
1561289325132884453;0.706332;0.000968641;-0.00231985;0.707876;0.252626;2.83059;0.100373;
1561289325141307358;0.706329;0.00126612;-0.00267109;0.707877;0.252638;2.83056;0.100276;
1561289325157978056;0.706236;0.00107163;-0.00211077;0.707973;0.252589;2.83057;0.100351;
1561289325166295535;0.706298;0.00133193;-0.0023834;0.707909;0.252635;2.83054;0.100278;
1561289325174750061;0.70624;0.00133961;-0.00227411;0.707968;0.252599;2.83053;0.100267;
1561289325182922633;0.706433;0.00156652;-0.00229433;0.707774;0.252659;2.83058;0.100318;
1561289325199638870;0.706441;0.00158624;-0.00221855;0.707766;0.252665;2.83058;0.100324;
1561289325207928823;0.706458;0.000760006;-0.00148132;0.707753;0.252531;2.83051;0.100467;
1561289325216256050;0.706507;0.000881561;-0.00169457;0.707703;0.252518;2.83051;0.10043;
1561289325224680156;0.706517;0.000861003;-0.00166728;0.707694;0.252515;2.83051;0.100434;
1561289325232916277;0.706595;0.000481769;-0.00174482;0.707616;0.25255;2.83053;0.100515;
1561289325249684991;0.706497;0.000786496;-0.00172622;0.707714;0.252517;2.83052;0.10043;
1561289325257901742;0.706553;0.000714019;-0.00162098;0.707657;0.252505;2.83051;0.100454;
1561289325266345708;0.706244;0.00134537;-0.00226775;0.707964;0.252591;2.83053;0.100275;
1561289325274472835;0.7063;0.00132166;-0.00252897;0.707907;0.252635;2.83055;0.100278;
1561289325282979621;0.706374;0.00164581;-0.00192313;0.707834;0.252623;2.83056;0.100322;
1561289325299657035;0.706256;0.00101456;-0.00201089;0.707953;0.252586;2.83058;0.100376;
1561289325307887465;0.706331;0.00130134;-0.00255034;0.707876;0.252634;2.83055;0.100275;
1561289325316337924;0.706298;0.00127163;-0.00265031;0.707909;0.25263;2.83054;0.100279;
1561289325324591002;0.706298;0.00133207;-0.00251653;0.707909;0.252633;2.83054;0.100279;
1561289325332914598;0.70639;0.00135025;-0.0015911;0.70782;0.252613;2.8306;0.100425;
1561289325349643897;0.706439;0.0015772;-0.00223812;0.707768;0.252655;2.83058;0.100325;
1561289325357907149;0.706235;0.00100843;-0.0020823;0.707974;0.252575;2.83057;0.100373;
1561289325366300983;0.706281;0.00124726;-0.00263371;0.707926;0.252626;2.83056;0.100287;
1561289325374630506;0.706224;0.00135718;-0.00229372;0.707983;0.252594;2.83053;0.100276;
1561289325382932322;0.706293;0.00119711;-0.00269513;0.707913;0.252621;2.83055;0.100281;
1561289325399685800;0.7063;0.00125745;-0.00263536;0.707906;0.252625;2.83055;0.100276;
1561289325408041779;0.706553;0.000583208;-0.00193941;0.707657;0.252549;2.83054;0.100485;
1561289325416361012;0.706523;0.000814042;-0.00171063;0.707688;0.252508;2.83052;0.100432;
