time (NSec);Turtlebot Base Quaternion (q_w);q_x;q_y;q_z;Turtlebot Base Position (t_x);t_y;t_z;
1561289441943109801;0.706262;0.0012925;-0.00266433;0.707945;0.252618;2.83056;0.100273;
1561289441959916381;0.706201;0.00142122;-0.00221802;0.708007;0.25258;2.83053;0.100273;
1561289441968304477;0.706271;0.00133987;-0.00259833;0.707936;0.252614;2.83054;0.100267;
1561289441976655395;0.706239;0.00133424;-0.00257918;0.707968;0.252623;2.83056;0.100282;
1561289441984924217;0.706195;0.00140984;-0.00225725;0.708012;0.252582;2.83053;0.100267;
1561289441993302870;0.706179;0.00135735;-0.0022575;0.708029;0.252589;2.83053;0.100269;
1561289442009972107;0.706467;0.000668128;-0.00142422;0.707744;0.252492;2.83055;0.100503;
1561289442018274111;0.706624;0.000508623;-0.00167611;0.707587;0.252497;2.83057;0.10053;
1561289442026660686;0.706467;0.000615355;-0.00183723;0.707744;0.252549;2.83053;0.10049;
1561289442034990235;0.706524;0.000551559;-0.00176659;0.707687;0.252526;2.83058;0.100516;
1561289442043107120;0.706487;0.000675531;-0.00138495;0.707725;0.252485;2.83055;0.100511;
1561289442051580551;0.706645;0.000632334;-0.00172372;0.707565;0.252505;2.83052;0.100496;
1561289442068306040;0.706176;0.00136992;-0.00221478;0.708031;0.252579;2.83052;0.100276;
1561289442076643080;0.706254;0.0013135;-0.0026757;0.707952;0.252618;2.83055;0.100268;
1561289442084942535;0.706184;0.00139137;-0.00225287;0.708023;0.252581;2.83053;0.100267;
1561289442093269536;0.706282;0.0010639;-0.00235059;0.707926;0.252599;2.83059;0.100366;
1561289442109943098;0.70625;0.00133609;-0.00265118;0.707956;0.252609;2.83054;0.100271;
1561289442118260511;0.706273;0.00103796;-0.00233626;0.707935;0.252595;2.83059;0.100371;
1561289442126588463;0.706171;0.00141575;-0.00218947;0.708037;0.252583;2.83052;0.100273;
1561289442134905459;0.70625;0.0013487;-0.00250559;0.707957;0.25262;2.83054;0.100276;
1561289442143245457;0.706251;0.00133677;-0.00262625;0.707956;0.252618;2.83055;0.100277;
1561289442159969826;0.706244;0.00128742;-0.00266364;0.707962;0.252621;2.83056;0.100272;
1561289442168286393;0.706269;0.00135578;-0.00254713;0.707937;0.252615;2.83055;0.100273;
1561289442176544963;0.706204;0.00113283;-0.00192631;0.708005;0.252568;2.83057;0.100362;
1561289442184986395;0.706254;0.00139583;-0.00254659;0.707952;0.252619;2.83055;0.10027;
1561289442193235898;0.706276;0.00133104;-0.00257862;0.707931;0.252625;2.83055;0.100281;
1561289442209799488;0.70647;0.000941151;-0.00159635;0.70774;0.252507;2.83051;0.100429;
1561289442218253594;0.706603;0.000812021;-0.00183577;0.707607;0.252516;2.83053;0.100451;
1561289442226600232;0.706414;0.000440801;-0.00115193;0.707798;0.252512;2.83055;0.100569;
1561289442234933539;0.706536;0.000827608;-0.00196088;0.707674;0.252539;2.83053;0.10044;
1561289442243165562;0.706544;0.000573821;-0.00179567;0.707666;0.252528;2.83057;0.100507;
1561289442259937935;0.706197;0.00140456;-0.00223481;0.708011;0.252584;2.83053;0.100267;
1561289442268294071;0.706257;0.00132501;-0.00259957;0.70795;0.252618;2.83055;0.100279;
1561289442276635263;0.706183;0.00139792;-0.00224812;0.708024;0.252583;2.83053;0.100268;
1561289442284937118;0.706275;0.00132522;-0.00252391;0.707931;0.252605;2.83055;0.100279;
1561289442293227725;0.706207;0.00111765;-0.00190551;0.708002;0.252573;2.83056;0.100359;
1561289442309943382;0.706283;0.00108396;-0.00222903;0.707925;0.252607;2.83058;0.100366;
1561289442318284528;0.706206;0.00144442;-0.00214126;0.708002;0.25258;2.83053;0.100276;
1561289442326612415;0.706263;0.00136812;-0.00242248;0.707944;0.252619;2.83055;0.100281;
1561289442334812621;0.706185;0.0014177;-0.00224393;0.708022;0.25258;2.83053;0.10027;
1561289442343164532;0.706383;0.00161847;-0.00234013;0.707824;0.252632;2.83057;0.100308;
1561289442359856858;0.706221;0.00107881;-0.00198366;0.707988;0.252561;2.83058;0.100366;
1561289442368121788;0.706171;0.00140882;-0.00223771;0.708036;0.252573;2.83054;0.100276;
1561289442376649967;0.706209;0.00138543;-0.00222619;0.707998;0.252572;2.83054;0.100275;
1561289442384992984;0.706266;0.00136817;-0.00256591;0.707941;0.252606;2.83056;0.100279;
1561289442393253049;0.706289;0.00134256;-0.002471;0.707918;0.252599;2.83055;0.10029;
1561289442409939462;0.706567;0.000589781;-0.00173498;0.707644;0.252519;2.83059;0.100522;
1561289442418286066;0.70658;0.000748202;-0.00200482;0.70763;0.252516;2.83054;0.100447;
1561289442426650251;0.706507;0.000544727;-0.00182008;0.707703;0.252538;2.83055;0.100518;
1561289442435033973;0.706699;0.0011734;-0.00156362;0.707512;0.252558;2.83057;0.100487;
1561289442443315189;0.706548;0.000805021;-0.00203377;0.707662;0.252532;2.83055;0.100444;
1561289442451595059;0.706612;0.00063992;-0.00187254;0.707598;0.252511;2.83054;0.100492;
1561289442468339408;0.70625;0.00134906;-0.00255564;0.707956;0.25262;2.83055;0.10028;
1561289442476682065;0.706262;0.00134133;-0.00254643;0.707945;0.252614;2.83056;0.100284;
1561289442484936010;0.706274;0.00100731;-0.00239791;0.707934;0.252592;2.83061;0.100372;
1561289442493272174;0.706274;0.00136202;-0.00260918;0.707932;0.252617;2.83055;0.100269;
1561289442509991156;0.706199;0.00140364;-0.0021956;0.708008;0.252583;2.83053;0.100278;
1561289442518309719;0.70622;0.00106749;-0.00197033;0.707989;0.252557;2.83058;0.100373;
1561289442526649792;0.706257;0.00128508;-0.00259928;0.70795;0.252622;2.83055;0.100285;
1561289442534931254;0.706216;0.00140783;-0.00222947;0.707992;0.252579;2.83053;0.100272;
1561289442543251803;0.70622;0.00107652;-0.00195442;0.707989;0.252567;2.83058;0.100371;
1561289442559850290;0.706231;0.00131155;-0.00259692;0.707976;0.252614;2.83055;0.100277;
1561289442568300496;0.706228;0.00114121;-0.0018722;0.707981;0.252565;2.83057;0.100364;
1561289442576520039;0.706175;0.0013909;-0.00228985;0.708032;0.252581;2.83052;0.100261;
1561289442584914463;0.706189;0.00142491;-0.00230426;0.708018;0.252576;2.83052;0.100259;
1561289442593228402;0.706252;0.00130671;-0.00272902;0.707954;0.25262;2.83054;0.100259;
1561289442609950570;0.706483;0.000688984;-0.00141983;0.707728;0.252494;2.83055;0.1005;
1561289442618301914;0.706488;0.000858972;-0.00165395;0.707722;0.252491;2.83051;0.100435;
1561289442626557065;0.70652;0.000584359;-0.00166268;0.707691;0.252549;2.83055;0.100518;
1561289442634887732;0.706519;0.000751549;-0.00196524;0.707691;0.252545;2.83055;0.100449;
1561289442643270186;0.706459;0.000900896;-0.00163992;0.707752;0.252507;2.83052;0.100424;
1561289442659911303;0.706205;0.00140567;-0.00217068;0.708003;0.252583;2.83055;0.100277;
1561289442668232904;0.706414;0.00131752;-0.00193118;0.707795;0.252626;2.83063;0.100418;
1561289442676551889;0.706195;0.00109479;-0.00198095;0.708014;0.252571;2.83058;0.100364;
1561289442684884037;0.706259;0.00132084;-0.00261337;0.707947;0.252621;2.83057;0.100276;
1561289442693214196;0.706253;0.00155641;-0.0023891;0.707953;0.252603;2.83057;0.100275;
1561289442709927566;0.706644;0.00201869;-0.00261871;0.707561;0.252601;2.83092;0.100348;
1561289442718239112;0.706828;0.00215713;-0.00279824;0.707377;0.252535;2.83134;0.100386;
1561289442726551409;0.706655;0.00158707;-0.00348738;0.707548;0.252441;2.83197;0.100387;
1561289442734864345;0.706533;0.00124549;-0.00315145;0.707672;0.25237;2.83273;0.100367;
1561289442743244233;0.706919;0.0013649;-0.00248929;0.707289;0.25242;2.83357;0.100377;
