time (NSec);Turtlebot Base Quaternion (q_w);q_x;q_y;q_z;Turtlebot Base Position (t_x);t_y;t_z;
1560413417984228120;0.0314631;0.00572482;0.00962651;0.999442;0.0804036;1.13544;0.104205;
1560413417992517643;0.0317049;0.00485381;0.0101084;0.999434;0.0804742;1.13543;0.104212;
1560413418000839363;0.0317337;0.00498412;0.0100892;0.999433;0.0804507;1.13543;0.104228;
1560413418009136302;0.0318253;0.00467737;0.00974796;0.999435;0.0804643;1.13547;0.104111;
1560413418025748600;0.0315943;0.00496575;0.00957193;0.999443;0.0804657;1.13546;0.104123;
1560413418034209984;0.0316301;0.00491462;0.00958635;0.999442;0.080467;1.13546;0.104127;
1560413418042383486;0.0318518;0.0047109;0.00960354;0.999435;0.0804654;1.13548;0.104091;
1560413418050695007;0.0324645;0.00506568;0.00940023;0.999416;0.0802081;1.13569;0.104096;
1560413418067461666;0.0324322;0.00514067;0.00944882;0.999416;0.0802306;1.1357;0.10412;
1560413418075848503;0.0324943;0.00478826;0.00955613;0.999415;0.0802498;1.13569;0.104091;
1560413418084180732;0.0323265;0.00507674;0.00950416;0.999419;0.0802305;1.13569;0.104113;
1560413418092483502;0.0324461;0.00487653;0.00954707;0.999416;0.0802543;1.13568;0.104088;
1560413418100822644;0.0324685;0.00474793;0.00947444;0.999417;0.080253;1.13568;0.104077;
1560413418109117100;0.0323659;0.00515876;0.00950639;0.999418;0.0802297;1.1357;0.104124;
1560413418125823485;0.0325094;0.00491424;0.00938191;0.999415;0.0802451;1.1357;0.104068;
1560413418134204651;0.0326174;0.00488405;0.00935245;0.999412;0.0802241;1.13571;0.104053;
1560413418142511542;0.0326544;0.00483013;0.00940202;0.999411;0.0802177;1.13571;0.104068;
1560413418150831373;0.0324392;0.00518872;0.00947185;0.999415;0.0802143;1.13569;0.104108;
1560413418159167197;0.0325238;0.00518769;0.00947999;0.999413;0.0801816;1.13571;0.104121;
1560413418175855409;0.0326469;0.00487588;0.0100398;0.999405;0.0802174;1.13568;0.104201;
1560413418184186857;0.0325151;0.00516373;0.00979954;0.99941;0.080193;1.13572;0.104167;
1560413418192479004;0.0323826;0.0049217;0.0102019;0.999411;0.0802888;1.13567;0.104236;
1560413418200804633;0.0324981;0.00491688;0.0101324;0.999408;0.0802606;1.13567;0.104225;
1560413418217521451;0.0321226;0.00584651;0.00948882;0.999422;0.0801811;1.13568;0.104188;
1560413418225875012;0.032288;0.00568964;0.00960591;0.999416;0.0801838;1.13568;0.104204;
1560413418234186780;0.0324478;0.00483847;0.00952825;0.999416;0.0802654;1.13569;0.104092;
1560413418242480449;0.0325449;0.00491855;0.00930226;0.999415;0.0802349;1.1357;0.104058;
1560413418250808609;0.0326033;0.00525542;0.00956387;0.999409;0.0801839;1.13572;0.104136;
1560413418267527584;0.0324143;0.00518937;0.00956611;0.999415;0.0802287;1.13569;0.104128;
1560413418275864787;0.0324445;0.00501702;0.00977095;0.999413;0.0802129;1.13571;0.104169;
1560413418284149125;0.0323432;0.0050667;0.00956454;0.999418;0.0802469;1.13569;0.104119;
1560413418292486109;0.0323938;0.00505517;0.00951618;0.999417;0.0802449;1.13568;0.10411;
1560413418300815304;0.0323571;0.00524878;0.00955822;0.999417;0.0802397;1.13569;0.104131;
1560413418317497402;0.0325446;0.00496351;0.00968526;0.999411;0.0802385;1.13571;0.104124;
1560413418325890227;0.0324296;0.00513357;0.00937056;0.999417;0.0802229;1.1357;0.104091;
1560413418334143304;0.0330996;0.0035097;0.00950722;0.999401;0.0808513;1.1349;0.104045;
1560413418342533910;0.0316861;0.0058099;0.00944358;0.999436;0.0804182;1.13547;0.104203;
1560413418350809181;0.0316628;0.00492564;0.0095915;0.99944;0.0804573;1.13546;0.104121;
1560413418367538573;0.0318912;0.00466196;0.00997745;0.999431;0.0804626;1.13545;0.104178;
1560413418375864694;0.0318611;0.00484544;0.00999638;0.999431;0.0804308;1.13544;0.104189;
1560413418384190228;0.0317462;0.00498068;0.00965886;0.999437;0.0804514;1.13545;0.104127;
1560413418392500169;0.0316815;0.00455474;0.0101239;0.999436;0.0805018;1.13543;0.104177;
1560413418400801138;0.031767;0.00503771;0.0100847;0.999432;0.0804503;1.13544;0.104226;
1560413418417554822;0.031604;0.00497083;0.00962242;0.999442;0.0804751;1.13547;0.104124;
1560413418425824496;0.0330034;0.00400325;0.00978017;0.999399;0.0808369;1.13493;0.104079;
1560413418434145819;0.0316018;0.00489242;0.00962359;0.999442;0.0804815;1.13546;0.10412;
1560413418442441785;0.0316913;0.00503285;0.00950048;0.99944;0.0804503;1.13547;0.104103;
1560413418450771282;0.0315222;0.00550543;0.0095538;0.999442;0.0804182;1.13543;0.104156;
1560413418459022767;0.0318102;0.00468764;0.0095704;0.999437;0.0804878;1.13547;0.104085;
1560413418475783367;0.0326844;0.00385462;0.0096357;0.999412;0.0806299;1.13535;0.104102;
1560413418484173804;0.031648;0.00502424;0.00954888;0.999441;0.0804727;1.13546;0.104126;
1560413418492439689;0.0317369;0.00463996;0.0096241;0.999439;0.0804983;1.13546;0.104101;
1560413418500772393;0.0317277;0.00468357;0.00963512;0.999439;0.0804963;1.13545;0.104098;
1560413418517487017;0.0317538;0.00465004;0.00960518;0.999439;0.0804837;1.13545;0.104082;
1560413418525794981;0.0316021;0.00478268;0.00949283;0.999444;0.0804764;1.13546;0.104074;
1560413418534144038;0.0318301;0.00473745;0.00946323;0.999437;0.0804657;1.13546;0.104066;
1560413418542465875;0.0319269;0.0054227;0.009491;0.99943;0.0804627;1.13548;0.104157;
1560413418550780135;0.0316839;0.0057119;0.00956161;0.999436;0.0805715;1.13531;0.104208;
1560413418559118887;0.0317166;0.00461612;0.010116;0.999435;0.0805107;1.13544;0.104187;
1560413418575789775;0.0320342;0.00478643;0.0101486;0.999424;0.0804227;1.13545;0.104207;
1560413418584145291;0.0316877;0.00488202;0.00958039;0.99944;0.0804395;1.13546;0.10411;
1560413418592298229;0.0315908;0.004855;0.0100423;0.999439;0.0804879;1.13544;0.104209;
1560413418600795145;0.0317184;0.00483982;0.010039;0.999435;0.0804686;1.13544;0.104213;
1560413418608969320;0.0317567;0.00499102;0.0102534;0.999431;0.0804471;1.13543;0.104241;
1560413418625848840;0.0316852;0.00485529;0.00963522;0.99944;0.0804638;1.13546;0.104114;
1560413418634107343;0.0317252;0.00464186;0.00961903;0.99944;0.0804963;1.13546;0.10409;
1560413418642535974;0.031665;0.00503848;0.00951258;0.999441;0.0804607;1.13546;0.104096;
1560413418650762217;0.0315258;0.00553088;0.00945011;0.999443;0.0803888;1.13547;0.104155;
1560413418659106906;0.0318236;0.00465307;0.00953678;0.999437;0.0804757;1.13547;0.104083;
1560413418675907007;0.0317126;0.00460211;0.00961097;0.99944;0.0804927;1.13546;0.104085;
1560413418684216212;0.031734;0.00472707;0.00964924;0.999439;0.0804928;1.13546;0.104088;
1560413418692545054;0.0316173;0.00486054;0.00960384;0.999442;0.0804773;1.13546;0.104132;
1560413418700853433;0.0316037;0.0049038;0.00958593;0.999442;0.0804738;1.13546;0.104133;
1560413418709047902;0.0316498;0.00501579;0.0095869;0.99944;0.0804797;1.13546;0.104124;
1560413418725922664;0.0315222;0.005415;0.00944555;0.999444;0.0804253;1.13546;0.104147;
1560413418734239434;0.0318506;0.00469632;0.00951663;0.999436;0.0804656;1.13547;0.104079;
1560413418742567836;0.0320249;0.004831;0.00952427;0.99943;0.0804925;1.13548;0.104107;
1560413418750916442;0.0318956;0.00521888;0.00949754;0.999432;0.0804834;1.13548;0.104153;
1560413418759157278;0.0316166;0.00498715;0.0101334;0.999436;0.0804853;1.13543;0.104232;
1560413418775885995;0.0317069;0.00582713;0.0101818;0.999428;0.0803423;1.13544;0.104329;
1560413418784183917;0.0318543;0.0046331;0.00970496;0.999435;0.0804514;1.13547;0.104109;
1560413418792518858;0.0315645;0.00501179;0.010139;0.999438;0.0804963;1.13544;0.104218;
1560413418800853207;0.0318705;0.00501856;0.0102176;0.999427;0.0804371;1.13546;0.104251;
1560413418809209466;0.0318701;0.00459384;0.0102069;0.999429;0.0804758;1.13543;0.104203;
1560413418825913633;0.031751;0.00487446;0.00980207;0.999436;0.0804428;1.13548;0.104146;
1560413418834256408;0.031653;0.00485583;0.00962845;0.999441;0.0804771;1.13547;0.104116;
1560413418842548871;0.0316383;0.00495087;0.00948583;0.999442;0.0804772;1.13546;0.104099;
1560413418850870590;0.0318153;0.0046178;0.00942606;0.999439;0.0804734;1.13548;0.104067;
1560413418859060203;0.0317588;0.00471496;0.00955106;0.999439;0.0804839;1.13546;0.104081;
1560413418875873542;0.0316408;0.00493805;0.00965931;0.99944;0.0804766;1.13545;0.104124;
1560413418884216079;0.031656;0.00459681;0.00958861;0.999442;0.0805105;1.13546;0.104073;
1560413418892517478;0.0317074;0.00464978;0.00960779;0.99944;0.0805069;1.13546;0.10409;
1560413418900869565;0.031472;0.0052373;0.00961715;0.999445;0.0804316;1.13545;0.104155;
1560413418909011363;0.031688;0.00441847;0.00959704;0.999442;0.0804903;1.13546;0.104072;
1560413418925852263;0.0316283;0.00493397;0.0095417;0.999442;0.0804623;1.13546;0.104085;
1560413418934174238;0.0318395;0.00477566;0.00964595;0.999435;0.0804247;1.13548;0.104111;
1560413418942550571;0.0318802;0.00517256;0.00946488;0.999433;0.0804756;1.13548;0.104124;
1560413418950801587;0.0319796;0.00488793;0.00954395;0.999431;0.0805113;1.13548;0.104114;
1560413418959094512;0.0315952;0.00505204;0.0101603;0.999436;0.0804824;1.13543;0.104236;
1560413418975672488;0.0319451;0.00474654;0.0100032;0.999428;0.0804512;1.13545;0.10417;
1560413418984176909;0.0317357;0.00498069;0.00961029;0.999438;0.0804562;1.13547;0.104124;
1560413418992494150;0.0316612;0.00474042;0.0101451;0.999436;0.0805216;1.13544;0.104197;
1560413419000797172;0.0318145;0.00509074;0.0102157;0.999429;0.0804283;1.13545;0.104252;
1560413419009037042;0.0317734;0.00507466;0.0102666;0.999429;0.0804436;1.13543;0.104255;
1560413419025850534;0.0315237;0.00564209;0.00972817;0.99944;0.0804012;1.13547;0.104227;
1560413419034193337;0.0316326;0.00490096;0.00958167;0.999442;0.0804839;1.13547;0.104115;
1560413419042537373;0.0317514;0.00462253;0.00945194;0.99944;0.0805076;1.13547;0.104071;
1560413419050839005;0.0317511;0.0047002;0.00946679;0.99944;0.0804814;1.13547;0.104058;
1560413419059017910;0.031664;0.00504539;0.00954592;0.99944;0.0804464;1.13546;0.104114;
1560413419075853352;0.0313363;0.00566213;0.00960882;0.999447;0.0804258;1.13543;0.104188;
1560413419084138114;0.0316176;0.0050814;0.00959455;0.999441;0.0804773;1.13546;0.104125;
1560413419092459694;0.0317301;0.00467774;0.0096194;0.999439;0.0804978;1.13546;0.104097;
1560413419100758696;0.0317644;0.00494494;0.00974027;0.999436;0.0804435;1.13548;0.104165;
1560413419117473668;0.0315998;0.0051186;0.00960545;0.999441;0.0804688;1.13547;0.104143;
1560413419125836525;0.0317077;0.00463907;0.00953988;0.999441;0.0804954;1.13546;0.104075;
1560413419134182050;0.031734;0.00488687;0.00946403;0.99944;0.0804531;1.13547;0.104078;
1560413419142497517;0.0319544;0.00511125;0.00944348;0.999432;0.0804746;1.13549;0.104114;
1560413419150860124;0.0320523;0.00501209;0.00956812;0.999428;0.080497;1.13549;0.104121;
1560413419159106563;0.0317234;0.00449179;0.00947586;0.999442;0.0804843;1.13546;0.104049;
1560413419175847642;0.0318037;0.00474959;0.00992031;0.999434;0.0804279;1.13544;0.104186;
1560413419184186274;0.0318175;0.0049026;0.00959873;0.999436;0.0804822;1.13547;0.10411;
1560413419192489577;0.031559;0.00504307;0.0101619;0.999438;0.080503;1.13544;0.104236;
1560413419200798693;0.0317486;0.00478561;0.0100684;0.999434;0.0804501;1.13543;0.104212;
1560413419217504972;0.031703;0.00477003;0.00960572;0.99944;0.0804653;1.13546;0.104108;
1560413419225854383;0.0315692;0.00495862;0.00966273;0.999443;0.0804738;1.13545;0.104115;
1560413419234184037;0.0316984;0.00459111;0.00961714;0.999441;0.0805012;1.13547;0.104079;
1560413419242485377;0.0317771;0.00493083;0.00968967;0.999436;0.0804343;1.13548;0.104123;
1560413419250657236;0.0318849;0.00471484;0.00959406;0.999434;0.0804567;1.13548;0.10409;
1560413419267505628;0.031668;0.00490495;0.0095772;0.999441;0.080461;1.13547;0.104117;
1560413419275813900;0.0316157;0.00497372;0.00958733;0.999442;0.0804684;1.13546;0.104123;
1560413419284183370;0.0318559;0.00469009;0.00974345;0.999434;0.080467;1.13548;0.104134;
1560413419292526798;0.0316828;0.0049286;0.00976182;0.999438;0.0804392;1.13548;0.104144;
1560413419300830344;0.0317532;0.00465982;0.00961682;0.999439;0.0804887;1.13546;0.104088;
1560413419309159485;0.031653;0.00492696;0.00959158;0.999441;0.0804735;1.13547;0.104109;
1560413419325924870;0.0317146;0.00465136;0.00952101;0.999441;0.0805003;1.13546;0.10408;
1560413419334177057;0.0315892;0.00544476;0.0094659;0.999441;0.0804051;1.13546;0.10414;
1560413419342583273;0.0319282;0.00542577;0.00950096;0.99943;0.0804675;1.13548;0.104148;
1560413419350842593;0.0319066;0.00530097;0.00955154;0.999431;0.0804695;1.13548;0.104143;
1560413419367563376;0.0317589;0.00496161;0.0100491;0.999433;0.0804528;1.13544;0.104205;
1560413419375894927;0.0318993;0.00505405;0.0101324;0.999427;0.0804132;1.13545;0.104224;
1560413419384264030;0.0317708;0.00489546;0.0095787;0.999437;0.0804424;1.13547;0.104114;
1560413419392581903;0.0312195;0.00558838;0.0101468;0.999445;0.0804543;1.13541;0.1043;
1560413419400843265;0.031815;0.00470202;0.0100912;0.999432;0.0804907;1.13544;0.104182;
1560413419409021128;0.031758;0.00463752;0.00963119;0.999438;0.0804815;1.13546;0.104097;
1560413419425595104;0.031605;0.00481039;0.00960139;0.999443;0.0804838;1.13545;0.104101;
1560413419434115164;0.0316788;0.00490309;0.00960465;0.99944;0.0804651;1.13545;0.104135;
1560413419442451058;0.0317763;0.00444727;0.00949602;0.99944;0.0804937;1.13546;0.10405;
1560413419450750598;0.0317106;0.00520821;0.0094589;0.999439;0.0804537;1.13547;0.104108;
1560413419459196863;0.0317385;0.00497836;0.00958806;0.999438;0.0804466;1.13547;0.104119;
1560413419475914129;0.0318393;0.00452006;0.00975467;0.999435;0.0804583;1.13547;0.104103;
1560413419484166192;0.0317157;0.00491785;0.00975105;0.999437;0.080434;1.13546;0.104152;
1560413419492599914;0.0316701;0.00482138;0.00959339;0.999441;0.0804763;1.13546;0.104127;
1560413419500908108;0.031749;0.00473154;0.00962714;0.999438;0.0804873;1.13545;0.104096;
1560413419509209722;0.0316893;0.00487365;0.00962528;0.99944;0.0804685;1.13545;0.104112;
1560413419525873588;0.0316414;0.00491307;0.00955698;0.999442;0.0804645;1.13545;0.104088;
1560413419534253351;0.0326634;0.00516506;0.00939466;0.999409;0.0801724;1.13573;0.104103;
1560413419542600572;0.0328477;0.00567731;0.00956814;0.999398;0.0801976;1.13575;0.104172;
1560413419550894057;0.032656;0.00505895;0.00946758;0.999409;0.0802225;1.1357;0.104092;
1560413419559221137;0.0324948;0.00481868;0.00941198;0.999416;0.0802448;1.1357;0.104061;
1560413419575893458;0.0325641;0.00480815;0.00996527;0.999408;0.0802384;1.13567;0.104182;
1560413419584221290;0.0321548;0.00578433;0.0094214;0.999422;0.080158;1.13566;0.104172;
1560413419592517038;0.0325227;0.00491904;0.00950879;0.999414;0.0802506;1.1357;0.1041;
1560413419600888866;0.0323475;0.00520881;0.0101063;0.999412;0.0802409;1.13566;0.104237;
1560413419609064544;0.0325252;0.00475703;0.0101495;0.999408;0.0802525;1.13567;0.104212;
1560413419625807104;0.0323813;0.00508684;0.00950978;0.999417;0.0802397;1.13569;0.104114;
1560413419634222944;0.0325074;0.00493421;0.0095622;0.999414;0.0802545;1.13569;0.104091;
1560413419642491431;0.0324919;0.00489728;0.00941426;0.999416;0.0802502;1.1357;0.104072;
1560413419650848350;0.0325313;0.00510052;0.00943399;0.999413;0.0801867;1.13571;0.104091;
1560413419659118178;0.0322392;0.00576104;0.00939971;0.999419;0.0801512;1.13567;0.104157;
1560413419675846029;0.0324781;0.00482257;0.00953875;0.999415;0.080248;1.13568;0.104082;
1560413419684174640;0.0323908;0.00516782;0.00955385;0.999416;0.0802318;1.13568;0.10412;
1560413419692516373;0.0323532;0.00528471;0.00955549;0.999417;0.0802428;1.13569;0.104123;
1560413419700911337;0.0323562;0.00521355;0.00952337;0.999417;0.0802367;1.13568;0.104128;
1560413419709171646;0.0324644;0.00483783;0.00953018;0.999416;0.0802648;1.13569;0.104075;
1560413419725886530;0.0323976;0.00489274;0.00942522;0.999419;0.0802274;1.13569;0.104075;
1560413419734256798;0.0326643;0.00489139;0.00942535;0.99941;0.0801999;1.13572;0.104076;
1560413419742563739;0.0326333;0.00518408;0.00926201;0.999411;0.0802483;1.13571;0.104087;
1560413419750891537;0.0325398;0.00508595;0.00940581;0.999413;0.0801984;1.13571;0.104101;
1560413419759220019;0.0330994;0.00399939;0.00960534;0.999398;0.0806544;1.13522;0.1041;
1560413419767589418;0.0326599;0.00375263;0.00978374;0.999412;0.0806532;1.13533;0.104145;
1560413419784247362;0.0320433;0.00495471;0.0101318;0.999423;0.0803943;1.13543;0.104232;
1560413419792517002;0.0315128;0.00478475;0.0101769;0.99944;0.0805157;1.13543;0.104237;
1560413419800882897;0.031751;0.00498469;0.0100903;0.999432;0.0804633;1.13544;0.104212;
1560413419809178703;0.0318806;0.00477068;0.0101767;0.999428;0.0804843;1.13544;0.104206;
1560413419825578531;0.0315945;0.00494449;0.00963801;0.999442;0.0804841;1.13546;0.10412;
1560413419834167575;0.0318593;0.00469962;0.00977694;0.999433;0.0804689;1.13548;0.104122;
1560413419842599654;0.0324357;0.00520022;0.00937231;0.999416;0.0802338;1.1357;0.104091;
1560413419850567326;0.0324846;0.00512579;0.00933275;0.999416;0.0802234;1.13571;0.104077;
1560413419859077905;0.0324814;0.00516513;0.00942276;0.999415;0.0802072;1.13569;0.104098;
1560413419875793806;0.0322241;0.0056893;0.00952584;0.999419;0.0801971;1.13567;0.104165;
1560413419883924655;0.0325035;0.00479695;0.00947955;0.999415;0.0802689;1.1357;0.10408;
1560413419892496548;0.0324526;0.00486312;0.00953968;0.999416;0.0802624;1.13569;0.104087;
1560413419900664897;0.0320724;0.00568546;0.00948869;0.999424;0.0801924;1.13566;0.104173;
1560413419909108682;0.0324982;0.00488315;0.0095209;0.999415;0.0802506;1.13569;0.104086;
1560413419925875577;0.0324579;0.00489194;0.00941573;0.999417;0.080262;1.13569;0.104087;
1560413419934158603;0.0326268;0.00486112;0.00936477;0.999412;0.0802235;1.1357;0.104057;
1560413419942504947;0.0328084;0.0051139;0.00929493;0.999405;0.0802607;1.13572;0.104065;
1560413419950803097;0.0327926;0.00541199;0.0093886;0.999403;0.0802481;1.13572;0.10412;
1560413419959154485;0.0324742;0.00515297;0.00947993;0.999414;0.0802073;1.13571;0.104133;
1560413419975889267;0.0325944;0.00486602;0.0100357;0.999406;0.0802348;1.13567;0.104175;
1560413419984212197;0.0327637;0.00523923;0.0101074;0.999398;0.0801586;1.13567;0.104241;
1560413419992531104;0.0324623;0.00525418;0.00947174;0.999414;0.080219;1.1357;0.104126;
1560413420000791202;0.0323293;0.0051558;0.0101285;0.999413;0.0802559;1.13567;0.104227;
1560413420009197916;0.0330783;0.00417866;0.0101649;0.999392;0.0808357;1.13488;0.104191;
1560413420025882037;0.0325401;0.00405105;0.00954221;0.999417;0.0806028;1.13536;0.104144;
1560413420034127385;0.0317528;0.00504135;0.00975008;0.999435;0.0804542;1.13547;0.104146;
1560413420042434213;0.0314364;0.00527763;0.0095895;0.999446;0.0804402;1.13544;0.104155;
1560413420050805950;0.0316955;0.00505967;0.0094223;0.99944;0.0804572;1.13548;0.104088;
1560413420059112484;0.031838;0.00462531;0.00957104;0.999437;0.080471;1.13545;0.104071;
1560413420075838667;0.0317337;0.00483867;0.00972035;0.999437;0.0804461;1.13548;0.10415;
1560413420084216919;0.0316264;0.00502483;0.00958324;0.999441;0.0804737;1.13546;0.104124;
1560413420092557807;0.0316289;0.00492703;0.00960107;0.999441;0.0804776;1.13546;0.104115;
1560413420100832429;0.0317193;0.00468016;0.00964488;0.999439;0.0805007;1.13545;0.104087;
1560413420109146924;0.0317345;0.00510027;0.00975852;0.999436;0.0804495;1.13548;0.104156;
1560413420125876967;0.0317591;0.00487133;0.00965792;0.999437;0.0804405;1.13547;0.10412;
1560413420134209584;0.0316848;0.00484126;0.00942988;0.999442;0.0804537;1.13547;0.104084;
1560413420142504834;0.0319837;0.0052116;0.00950842;0.99943;0.0804781;1.13548;0.104109;
1560413420150835946;0.031768;0.00494997;0.00960087;0.999437;0.0804371;1.13546;0.104102;
1560413420159151711;0.0314123;0.00564852;0.00954106;0.999445;0.0804122;1.13543;0.104178;
1560413420175867441;0.0318436;0.00505676;0.00996559;0.99943;0.0804402;1.13544;0.104197;
1560413420184140915;0.0320198;0.00488004;0.0101037;0.999424;0.0803964;1.13543;0.104224;
1560413420192554909;0.0318119;0.00501189;0.00976151;0.999434;0.0804276;1.13548;0.104167;
1560413420200859195;0.0318361;0.00481671;0.0102456;0.999429;0.0804734;1.13545;0.104221;
1560413420209082747;0.031883;0.00497189;0.010147;0.999428;0.0804788;1.13543;0.104215;
1560413420225846529;0.031608;0.00472679;0.00958366;0.999443;0.0804714;1.13545;0.104098;
1560413420234142590;0.03176;0.00501255;0.00974097;0.999435;0.0804379;1.13547;0.104145;
1560413420242479822;0.0317499;0.00494672;0.00968773;0.999437;0.0804501;1.13547;0.104135;
1560413420250805593;0.0316924;0.00496148;0.00940425;0.999441;0.0804523;1.13546;0.10409;
1560413420259096994;0.031695;0.00484406;0.00953445;0.99944;0.080452;1.13546;0.104086;
1560413420275904208;0.0316365;0.00504617;0.00966031;0.99944;0.0804696;1.13545;0.104121;
1560413420284198765;0.0316473;0.00498843;0.00959599;0.999441;0.0804731;1.13546;0.104119;
1560413420292561583;0.0315528;0.00489035;0.0095778;0.999444;0.0804784;1.13545;0.104111;
1560413420300824259;0.0316174;0.00488829;0.00957196;0.999442;0.0804697;1.13545;0.104116;
1560413420309007799;0.0314858;0.00543317;0.00973971;0.999442;0.0804151;1.13544;0.104202;
1560413420325869960;0.0324002;0.00525297;0.0094337;0.999417;0.0802302;1.1357;0.104121;
1560413420334162968;0.0324257;0.00509114;0.00936284;0.999417;0.0802216;1.13569;0.104087;
1560413420342531300;0.0327269;0.00495188;0.00947922;0.999407;0.0801944;1.13572;0.104087;
1560413420350842307;0.032697;0.00544057;0.00939657;0.999406;0.0802397;1.13571;0.104124;
1560413420359150073;0.0325626;0.0049436;0.00944915;0.999413;0.0802459;1.1357;0.104075;
1560413420367458635;0.0325836;0.0049119;0.00931975;0.999413;0.0802269;1.13571;0.104049;
1560413420384201752;0.0326071;0.00535373;0.0101338;0.999403;0.0801976;1.13567;0.10425;
1560413420392452524;0.0324318;0.00516118;0.00953182;0.999415;0.0802267;1.13569;0.104122;
1560413420400844096;0.0323559;0.00509022;0.0100801;0.999413;0.0802568;1.13566;0.104238;
1560413420409236258;0.0325166;0.00482977;0.0101352;0.999408;0.0802596;1.13566;0.104218;
1560413420425714556;0.0324083;0.00506969;0.00953391;0.999416;0.0802335;1.13569;0.104102;
1560413420434171388;0.0323893;0.00500315;0.0095043;0.999418;0.0802507;1.13569;0.104114;
1560413420442496873;0.0323716;0.00516202;0.00948053;0.999418;0.0802366;1.13569;0.104113;
1560413420450649805;0.0326321;0.00493325;0.00946825;0.99941;0.0802149;1.13572;0.104083;
1560413420459059853;0.0325093;0.00523379;0.00937236;0.999414;0.0802155;1.1357;0.104102;
1560413420475785109;0.0324226;0.00515019;0.00955509;0.999415;0.0802207;1.13568;0.104119;
1560413420484134217;0.0323555;0.00517799;0.00954952;0.999417;0.0802347;1.13569;0.104121;
1560413420492473997;0.0324519;0.00492768;0.00950673;0.999416;0.0802703;1.13569;0.104098;
1560413420500835443;0.0321289;0.0058646;0.00944083;0.999422;0.0801913;1.13567;0.104181;
1560413420509096978;0.0324703;0.00493002;0.00957482;0.999415;0.0802482;1.13569;0.104095;
1560413420525521786;0.032504;0.00494016;0.00950215;0.999414;0.0802503;1.13569;0.104083;
1560413420534133216;0.0324481;0.00514788;0.00933065;0.999417;0.0802309;1.1357;0.104085;
1560413420542462832;0.0324785;0.00517303;0.00935875;0.999415;0.08021;1.1357;0.104082;
1560413420550780143;0.0327512;0.00515652;0.00938623;0.999406;0.0802554;1.13572;0.104099;
1560413420559048888;0.0324032;0.00522347;0.00943112;0.999417;0.0802181;1.1357;0.104107;
1560413420575809282;0.0325853;0.00499692;0.00999488;0.999406;0.0802457;1.13568;0.104191;
1560413420584175510;0.0326886;0.00513317;0.0101965;0.9994;0.08018;1.13569;0.104256;
1560413420592496494;0.0324503;0.00510027;0.00953304;0.999415;0.0802207;1.13568;0.104111;
1560413420600761038;0.0324166;0.00490551;0.0101317;0.999411;0.0802769;1.13567;0.104211;
