time (NSec);Turtlebot Base Quaternion (q_w);q_x;q_y;q_z;Turtlebot Base Position (t_x);t_y;t_z;
1560339215127655033;0.0994014;0.00259278;0.00229141;0.995041;1.26593;3.90962;0.121327;
1560339215135917300;0.0994092;0.00267685;0.00225781;0.99504;1.26591;3.90964;0.121335;
1560339215144378137;0.0994195;0.00265008;0.00233851;0.995039;1.26592;3.90963;0.121336;
1560339215152723532;0.0994006;0.00266385;0.00230865;0.995041;1.26592;3.90962;0.121337;
1560339215161054280;0.0992342;0.0027103;0.00254629;0.995057;1.26594;3.90964;0.121387;
1560339215177735813;0.0994144;0.00264308;0.00224814;0.99504;1.26592;3.90965;0.121331;
1560339215185916046;0.0993899;0.00270084;0.00229448;0.995042;1.26592;3.90963;0.121331;
1560339215194402089;0.0992324;0.00261051;0.00251124;0.995058;1.26595;3.90963;0.121369;
1560339215202761944;0.0994087;0.00257278;0.00218081;0.995041;1.26591;3.90964;0.121312;
1560339215211022512;0.0994124;0.00269902;0.00224446;0.99504;1.26592;3.90964;0.121322;
1560339215227724107;0.0994015;0.00266073;0.0023223;0.995041;1.26592;3.90961;0.121337;
1560339215235932890;0.0992328;0.00265499;0.00255425;0.995057;1.26594;3.90964;0.121396;
1560339215244423404;0.0993969;0.00259336;0.00226472;0.995042;1.26592;3.90962;0.121333;
1560339215252750152;0.099301;0.00276817;0.00261586;0.99505;1.26594;3.90964;0.121404;
1560339215261025741;0.0992261;0.00264374;0.00257408;0.995058;1.26594;3.90963;0.121395;
1560339215277764212;0.0994043;0.00279871;0.00224323;0.995041;1.26592;3.90963;0.121328;
1560339215286090724;0.0992779;0.00272832;0.00249581;0.995053;1.26594;3.90964;0.121377;
1560339215294411620;0.0994002;0.00264432;0.00223439;0.995042;1.26591;3.90963;0.121324;
1560339215302709308;0.0994367;0.00283149;0.00237054;0.995037;1.26591;3.90963;0.121346;
1560339215311004184;0.0993691;0.00248793;0.00223412;0.995045;1.26591;3.90963;0.121338;
1560339215327735292;0.0993791;0.0026125;0.00231921;0.995044;1.26592;3.90962;0.12133;
1560339215336050633;0.0993982;0.00263167;0.00228178;0.995042;1.26591;3.90964;0.121344;
1560339215344399863;0.0993987;0.00263677;0.00229203;0.995042;1.26592;3.90961;0.121321;
1560339215352737821;0.0994216;0.00257428;0.00227244;0.995039;1.26592;3.90964;0.121333;
1560339215361046972;0.0992907;0.00276832;0.00252829;0.995051;1.26594;3.90966;0.121379;
1560339215377754902;0.099399;0.00270077;0.0021828;0.995042;1.26591;3.90964;0.121318;
1560339215386094128;0.0994297;0.00264991;0.00224456;0.995039;1.26592;3.90962;0.121323;
