time (NSec) 	Kinova Tip Position (t_x) 	t_y 	t_z 	Kinova Tip Angle (theta_x) 	Kinova Tip Angle (theta_y) 	Kinova Tip Angle (theta_z) 	Kinova Joint Angle (j1) 	(j2) 	(j3) 	(j4) 	Kinova Joint Angle (j5) 	(j6) 	(j7)
0.0299757 	-0.00383036 	-0.485763 	-0.243215 	1.76538 	0.0102515 	-3.10831 	90.1469 	62.2912 	-0.572852 	268.863 	360.997 	284.883 	539.24 	
0.046536 	-0.00383036 	-0.485763 	-0.243215 	1.76538 	0.0102515 	-3.10831 	90.1469 	62.2912 	-0.572852 	268.863 	360.997 	284.883 	539.24 	
0.085474 	-0.0038306 	-0.485937 	-0.243052 	1.76505 	0.0102515 	-3.10866 	90.1469 	62.2914 	-0.572852 	268.863 	360.997 	284.883 	539.241 	
0.188745 	-0.00380546 	-0.487549 	-0.239957 	1.7654 	0.0103535 	-3.12085 	90.1469 	62.4937 	-0.572852 	269.048 	360.997 	284.882 	539.429 	
0.292116 	-0.00375849 	-0.490725 	-0.233544 	1.76539 	0.0105475 	-3.12534 	90.1469 	63.4041 	-0.572852 	269.944 	360.997 	284.882 	539.694 	
0.39505 	-0.00371223 	-0.493788 	-0.227078 	1.76539 	0.0107424 	-3.12529 	90.1469 	64.394 	-0.572852 	270.9 	360.997 	284.882 	539.723 	
0.498223 	-0.00366667 	-0.496737 	-0.220558 	1.76539 	0.0109381 	-3.12524 	90.1469 	65.3646 	-0.572852 	271.901 	360.997 	284.882 	539.726 	
0.601204 	-0.00362185 	-0.499573 	-0.213988 	1.76539 	0.0111347 	-3.1252 	90.1469 	66.4657 	-0.572852 	272.998 	360.997 	284.882 	539.727 	
0.704153 	-0.00357777 	-0.502293 	-0.20737 	1.76539 	0.0113319 	-3.12516 	90.1469 	67.4595 	-0.572852 	273.992 	360.997 	284.882 	539.727 	
0.80726 	-0.00353444 	-0.504898 	-0.200705 	1.76539 	0.0115298 	-3.12513 	90.1469 	68.4568 	-0.572852 	274.995 	360.997 	284.882 	539.728 	
0.910367 	-0.00349188 	-0.507386 	-0.193996 	1.76539 	0.0117283 	-3.12509 	90.1469 	69.5338 	-0.572852 	276.1 	360.997 	284.882 	539.728 	
1.01365 	-0.0034501 	-0.509756 	-0.187244 	1.76539 	0.0119273 	-3.12507 	90.1469 	70.5543 	-0.572852 	277.099 	360.997 	284.882 	539.728 	
1.11663 	-0.00340911 	-0.512008 	-0.180452 	1.76539 	0.0121267 	-3.12504 	90.1469 	71.5309 	-0.572852 	278.097 	360.997 	284.882 	539.728 	
1.21948 	-0.00336894 	-0.514141 	-0.173622 	1.76539 	0.0123266 	-3.12502 	90.1469 	72.6378 	-0.572852 	279.199 	360.997 	284.882 	539.729 	
1.32266 	-0.00332958 	-0.516155 	-0.166755 	1.76539 	0.0125268 	-3.125 	90.1469 	73.6213 	-0.572852 	280.201 	360.997 	284.882 	539.729 	
1.42591 	-0.00329105 	-0.518049 	-0.159855 	1.76539 	0.0127273 	-3.12499 	90.1469 	74.6227 	-0.572852 	281.198 	360.997 	284.882 	539.729 	
1.52897 	-0.00325336 	-0.519821 	-0.152922 	1.76539 	0.0129281 	-3.12497 	90.1469 	75.6343 	-0.572852 	282.204 	360.997 	284.882 	539.729 	
1.63183 	-0.00321653 	-0.521473 	-0.14596 	1.76539 	0.013129 	-3.12497 	90.1469 	76.7205 	-0.572852 	283.293 	360.997 	284.882 	539.729 	
1.73481 	-0.00318056 	-0.523003 	-0.13897 	1.76539 	0.01333 	-3.12496 	90.1469 	77.7235 	-0.572852 	284.293 	360.997 	284.882 	539.729 	
