time (NSec) 	Kinova Tip Position (t_x) 	t_y 	t_z 	Kinova Tip Angle (theta_x) 	Kinova Tip Angle (theta_y) 	Kinova Tip Angle (theta_z) 	Kinova Joint Angle (j1) 	(j2) 	(j3) 	(j4) 	Kinova Joint Angle (j5) 	(j6) 	(j7)
1.86235 	-0.0423408 	0.0496017 	0.911385 	-0.99574 	-0.448934 	1.4956 	91.145 	128.734 	192.22 	265.763 	118.04 	224.478 	331.699 	
50.1954 	-0.0103408 	-0.485918 	-0.243083 	1.76518 	-0.0144323 	-3.13203 	90.1617 	62.3489 	-0.591211 	268.75 	358.941 	285.005 	539.792 	
61.0177 	-0.00255572 	-0.517777 	0.139769 	1.67631 	0.0196335 	-3.12688 	90.1617 	115.511 	-0.591113 	317.325 	360.632 	285.003 	539.793 	
61.0382 	-0.00255572 	-0.517777 	0.139769 	1.67631 	0.0196335 	-3.12688 	90.1617 	115.511 	-0.591113 	317.325 	360.632 	285.003 	539.793 	
101.559 	-0.0176378 	-0.569804 	0.926495 	0.953443 	-0.0155707 	-3.13862 	90.1615 	116.588 	-0.591113 	115.856 	360.634 	123.454 	539.793 	
141.833 	-0.00257047 	-0.528234 	0.151275 	1.63492 	0.0193555 	-3.12677 	90.1615 	116.59 	-0.591113 	315.478 	360.634 	284.632 	539.793 	
