time (NSec) 	Kinova Tip Position (t_x) 	t_y 	t_z 	Kinova Tip Angle (theta_x) 	Kinova Tip Angle (theta_y) 	Kinova Tip Angle (theta_z) 	Kinova Joint Angle (j1) 	(j2) 	(j3) 	(j4) 	Kinova Joint Angle (j5) 	(j6) 	(j7)
3.40573 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
3.41597 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
3.42602 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
3.43601 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
3.44598 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
3.45586 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
3.4658 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
3.47583 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
3.48587 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
3.49586 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
3.5058 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
3.5158 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
3.526 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
3.53602 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
3.54596 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
3.55596 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
3.56585 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
3.57584 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
3.58587 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
3.59585 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
3.60582 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
3.61586 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
3.62579 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
3.63579 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
3.64588 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
3.6558 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
3.66589 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
3.67584 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
3.6858 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
3.69586 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
3.70594 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
3.71586 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
3.72586 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
3.73585 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
3.74596 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
3.7558 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
3.76586 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
3.77585 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
3.78584 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
3.79586 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
3.80585 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
3.81587 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
3.82595 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
3.8358 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
3.84586 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
3.85584 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
3.86587 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
3.87587 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
3.88585 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
3.89586 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
3.90585 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
3.91585 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
3.92596 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
3.93585 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
3.94586 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
3.95581 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
3.9658 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
3.97596 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
3.98596 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
3.99598 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
4.00581 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
4.01597 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
4.02596 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
4.03597 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
4.04587 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
4.05582 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
4.0658 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
4.07587 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
4.08599 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
4.09599 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
4.10581 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
4.11597 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
4.12598 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
4.13598 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
4.14597 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
4.15582 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
4.16586 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
4.17587 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
4.18587 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
4.19585 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
4.20586 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
4.21586 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
4.22599 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
4.23596 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
4.24583 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
4.25581 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
4.2658 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
4.27586 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
4.2858 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
4.29582 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
4.30586 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
4.31587 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
4.32582 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
4.33587 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
4.34586 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
4.3558 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
4.36586 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
4.37586 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
4.38596 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
4.39585 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
4.40593 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
4.41588 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
4.42584 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
4.43587 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
4.44585 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
4.4558 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
4.46587 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
4.47586 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
4.48588 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
4.49586 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
4.50581 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
4.51595 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
4.52597 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
4.53588 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
4.54587 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
4.55587 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
4.56585 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
4.57587 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
4.58597 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
4.59586 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
4.60587 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
4.61584 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
4.62599 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
4.63598 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
4.64597 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
4.65581 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
4.66586 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
4.67595 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
4.68597 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
4.69586 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
4.70587 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
4.7158 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
4.72601 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
4.73597 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
4.74596 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
4.75581 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
4.76587 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
4.77587 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
4.78603 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
4.79586 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
4.80595 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
4.816 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
4.82599 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
4.83596 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
4.84586 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
4.85583 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
4.8658 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
4.8758 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
4.88579 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
4.89579 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
4.90578 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
4.91578 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
4.92582 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
4.93595 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
4.94578 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
4.95578 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
4.96587 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
4.97585 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
4.98598 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
4.99585 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
5.00594 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
5.01597 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
5.02597 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
5.03595 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
5.04597 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
5.05595 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
5.06586 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
5.0758 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
5.08582 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
5.09585 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
5.10586 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
5.11584 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
5.1258 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
5.13588 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
5.14587 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
5.15581 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
5.1658 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
5.1758 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
5.18596 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
5.19598 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
5.2058 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
5.21597 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
5.22595 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
5.2358 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
5.24598 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
5.25582 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
5.26584 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
5.27584 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
5.28593 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
5.29595 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
5.30581 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
5.31599 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
5.32595 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
5.33586 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
5.34595 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
5.35582 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
5.36586 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
5.37599 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
5.38596 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
