time (NSec) 	Kinova Tip Position (t_x) 	t_y 	t_z 	Kinova Tip Angle (theta_x) 	Kinova Tip Angle (theta_y) 	Kinova Tip Angle (theta_z) 	Kinova Joint Angle (j1) 	(j2) 	(j3) 	(j4) 	Kinova Joint Angle (j5) 	(j6) 	(j7)
0.0267341 	-0.00383052 	-0.485876 	-0.243109 	1.76517 	0.0102515 	-3.10796 	90.0976 	63.0108 	-0.615942 	268.914 	360.755 	285.345 	539.191 	
0.0466561 	-0.00383052 	-0.485876 	-0.243109 	1.76517 	0.0102515 	-3.10796 	90.0976 	63.0112 	-0.61604 	268.914 	360.755 	285.345 	539.191 	
0.0674279 	-0.00383052 	-0.485876 	-0.243109 	1.76517 	0.0102515 	-3.10796 	90.0975 	63.0115 	-0.61604 	268.914 	360.755 	285.345 	539.191 	
0.170424 	-0.00382825 	-0.485985 	-0.243015 	1.7654 	0.0102607 	-3.10901 	90.0976 	63.1876 	-0.615942 	269.008 	360.755 	285.345 	539.204 	
0.273884 	-0.00380736 	-0.48742 	-0.240212 	1.76539 	0.0103457 	-3.11667 	90.0976 	63.721 	-0.615942 	269.42 	360.755 	285.345 	539.496 	
0.379538 	-0.00376038 	-0.490602 	-0.233801 	1.76539 	0.0105396 	-3.12534 	90.0976 	64.2255 	-0.615942 	269.894 	360.755 	285.345 	539.69 	
0.484228 	-0.00373715 	-0.492151 	-0.230575 	1.76538 	0.0106369 	-3.12532 	90.0976 	64.7729 	-0.61604 	270.438 	360.755 	285.345 	539.698 	
0.58615 	-0.0037141 	-0.493672 	-0.227335 	1.76538 	0.0107344 	-3.12529 	90.0976 	65.2713 	-0.61604 	270.944 	360.755 	285.345 	539.7 	
0.688272 	-0.00369123 	-0.495165 	-0.224082 	1.76538 	0.0108322 	-3.12527 	90.0976 	65.7769 	-0.615942 	271.441 	360.755 	285.345 	539.701 	
0.791484 	-0.00366854 	-0.496629 	-0.220816 	1.76537 	0.0109301 	-3.12525 	90.0976 	66.2864 	-0.615942 	271.944 	360.755 	285.345 	539.702 	
0.894918 	-0.00364603 	-0.498064 	-0.217538 	1.76537 	0.0110282 	-3.12522 	90.0976 	66.8298 	-0.615942 	272.493 	360.755 	285.345 	539.703 	
1.00139 	-0.0036237 	-0.499471 	-0.214247 	1.76537 	0.0111265 	-3.1252 	90.0976 	67.3309 	-0.61604 	272.996 	360.755 	285.345 	539.703 	
1.10465 	-0.00360156 	-0.500849 	-0.210944 	1.76536 	0.011225 	-3.12518 	90.0976 	67.875 	-0.61604 	273.542 	360.755 	285.345 	539.703 	
1.20772 	-0.00357961 	-0.502199 	-0.207629 	1.76536 	0.0113237 	-3.12516 	90.0976 	68.3897 	-0.615942 	274.042 	360.755 	285.345 	539.704 	
1.31062 	-0.00355784 	-0.503519 	-0.204303 	1.76536 	0.0114225 	-3.12514 	90.0976 	68.8863 	-0.615942 	274.544 	360.755 	285.345 	539.704 	
1.41369 	-0.00353626 	-0.50481 	-0.200965 	1.76535 	0.0115215 	-3.12513 	90.0976 	69.4407 	-0.615942 	275.097 	360.755 	285.345 	539.704 	
1.51668 	-0.00351488 	-0.506072 	-0.197616 	1.76535 	0.0116206 	-3.12511 	90.0976 	69.9307 	-0.615942 	275.594 	360.755 	285.345 	539.704 	
1.61963 	-0.00349369 	-0.507305 	-0.194256 	1.76535 	0.0117198 	-3.1251 	90.0976 	70.4424 	-0.615942 	276.093 	360.755 	285.345 	539.704 	
1.72278 	-0.00347269 	-0.508509 	-0.190886 	1.76534 	0.0118192 	-3.12508 	90.0976 	70.944 	-0.615942 	276.593 	360.755 	285.345 	539.704 	
1.82555 	-0.0034519 	-0.509682 	-0.187505 	1.76534 	0.0119188 	-3.12507 	90.0976 	71.492 	-0.615942 	277.143 	360.755 	285.345 	539.704 	
1.9289 	-0.00343129 	-0.510827 	-0.184114 	1.76534 	0.0120184 	-3.12505 	90.0976 	71.9904 	-0.615942 	277.648 	360.755 	285.345 	539.705 	
2.03192 	-0.00341089 	-0.511942 	-0.180713 	1.76533 	0.0121181 	-3.12504 	90.0976 	72.4941 	-0.615942 	278.143 	360.755 	285.345 	539.705 	
2.13486 	-0.00339069 	-0.513026 	-0.177303 	1.76533 	0.012218 	-3.12503 	90.0976 	73.0518 	-0.615942 	278.695 	360.755 	285.345 	539.705 	
2.23774 	-0.0033707 	-0.514082 	-0.173883 	1.76533 	0.012318 	-3.12502 	90.0976 	73.5454 	-0.615942 	279.187 	360.755 	285.345 	539.705 	
2.34104 	-0.0033509 	-0.515107 	-0.170454 	1.76532 	0.012418 	-3.12501 	90.0976 	74.0483 	-0.615942 	279.697 	360.755 	285.345 	539.705 	
2.44368 	-0.00333132 	-0.516103 	-0.167017 	1.76532 	0.0125181 	-3.125 	90.0976 	74.5945 	-0.615942 	280.241 	360.755 	285.345 	539.705 	
2.54673 	-0.00331194 	-0.517068 	-0.163571 	1.76532 	0.0126183 	-3.12499 	90.0976 	75.1067 	-0.615942 	280.743 	360.755 	285.345 	539.705 	
2.64964 	-0.00329277 	-0.518003 	-0.160116 	1.76531 	0.0127185 	-3.12499 	90.0976 	75.597 	-0.615942 	281.24 	360.755 	285.345 	539.705 	
2.75294 	-0.00327381 	-0.518908 	-0.156654 	1.76531 	0.0128189 	-3.12498 	90.0976 	76.1031 	-0.615942 	281.746 	360.755 	285.345 	539.705 	
2.85601 	-0.00325506 	-0.519783 	-0.153183 	1.7653 	0.0129192 	-3.12497 	90.0976 	76.6435 	-0.615942 	282.293 	360.755 	285.345 	539.705 	
