time (NSec) 	Kinova Tip Position (t_x) 	t_y 	t_z 	Kinova Tip Angle (theta_x) 	Kinova Tip Angle (theta_y) 	Kinova Tip Angle (theta_z) 	Kinova Joint Angle (j1) 	(j2) 	(j3) 	(j4) 	Kinova Joint Angle (j5) 	(j6) 	(j7)
1.11133 	-0.0326538 	-0.0444841 	1.1423 	-0.295998 	0.0282718 	3.00333 	93.3398 	193.791 	5.00537 	239.665 	0.43892 	242.93 	179.647 	
1.21471 	-0.0259911 	-0.0581218 	1.13874 	-0.285965 	0.0379263 	3.00451 	93.084 	193.555 	4.7335 	239.934 	0.667472 	243.283 	179.905 	
1.31678 	-0.0124262 	-0.0742033 	1.13214 	-0.283728 	0.0649756 	2.99009 	92.2081 	192.692 	3.88535 	240.817 	2.36477 	244.968 	181.56 	
1.41888 	0.00184704 	-0.0893872 	1.12482 	-0.283177 	0.0925764 	2.97758 	91.2281 	191.573 	2.89453 	241.848 	4.35568 	246.912 	183.528 	
1.52179 	0.0159703 	-0.103738 	1.11677 	-0.283583 	0.122596 	2.95997 	90.4211 	190.516 	1.79912 	242.938 	6.54744 	249.116 	185.707 	
1.62376 	0.0293391 	-0.117578 	1.10801 	-0.284163 	0.155367 	2.93561 	90.2414 	189.476 	0.789844 	243.95 	8.57045 	251.112 	187.726 	
1.7258 	0.0417166 	-0.131012 	1.09856 	-0.285099 	0.188715 	2.90943 	90.2173 	188.461 	-0.068457 	244.957 	10.5634 	253.141 	189.722 	
1.82789 	0.0515499 	-0.144478 	1.08849 	-0.284706 	0.223745 	2.87513 	90.2012 	187.454 	-0.464063 	245.958 	12.5972 	255.13 	191.737 	
1.92994 	0.0607089 	-0.157786 	1.07777 	-0.284015 	0.25951 	2.84043 	90.2012 	186.335 	-0.537402 	246.956 	14.5845 	257.096 	193.713 	
2.03693 	0.0698338 	-0.170778 	1.06639 	-0.283696 	0.295483 	2.80822 	90.2005 	185.31 	-0.556055 	248.063 	16.7764 	259.319 	195.933 	
2.13899 	0.0788798 	-0.18341 	1.05435 	-0.283898 	0.33154 	2.77856 	90.2004 	184.301 	-0.55791 	249.064 	18.7793 	261.319 	197.927 	
2.24086 	0.0878024 	-0.195636 	1.04168 	-0.284784 	0.367551 	2.75154 	90.2001 	183.184 	-0.569141 	250.173 	21.0116 	263.513 	199.936 	
2.34286 	0.0965579 	-0.207411 	1.02839 	-0.286525 	0.403381 	2.72726 	90.1999 	182.177 	-0.570312 	251.174 	22.9949 	265.508 	202.119 	
2.44498 	0.105103 	-0.21869 	1.01451 	-0.289297 	0.438889 	2.70582 	90.1998 	181.166 	-0.572461 	252.172 	25.0038 	267.515 	204.143 	
2.54716 	0.113396 	-0.22943 	1.00007 	-0.293286 	0.473926 	2.68734 	90.1996 	180.153 	-0.573145 	253.175 	27.0205 	269.529 	206.139 	
2.64907 	0.121397 	-0.239591 	0.985109 	-0.298683 	0.508334 	2.67195 	90.1996 	179.146 	-0.573535 	254.181 	29.0305 	271.509 	208.118 	
2.75108 	0.128314 	-0.248208 	0.971232 	-0.304902 	0.538626 	2.66085 	90.1992 	178.033 	-0.574121 	255.285 	31.2311 	273.711 	210.128 	
2.85292 	0.136363 	-0.258022 	0.953794 	-0.31447 	0.574582 	2.65097 	90.1992 	177.018 	-0.574219 	256.291 	33.2202 	275.727 	212.326 	
2.95502 	0.142585 	-0.265437 	0.93918 	-0.324069 	0.602963 	2.64602 	90.199 	176.021 	-0.574414 	257.291 	35.2504 	277.715 	214.343 	
3.05696 	0.149707 	-0.273719 	0.920958 	-0.338161 	0.63615 	2.64395 	90.1992 	175.003 	-0.574316 	258.284 	37.2494 	279.689 	216.322 	
3.15905 	0.155112 	-0.279835 	0.905807 	-0.351754 	0.661888 	2.6456 	90.199 	173.999 	-0.574609 	259.287 	39.247 	281.689 	218.311 	
3.26108 	0.161168 	-0.286486 	0.887063 	-0.371021 	0.691358 	2.6518 	90.1992 	172.895 	-0.574414 	260.388 	41.4499 	283.883 	220.335 	
3.36463 	0.166149 	-0.293782 	0.872154 	-0.376143 	0.716147 	2.65188 	90.1992 	171.891 	-0.574609 	261.383 	43.4554 	284.728 	222.523 	
