time (NSec) 	Kinova Tip Position (t_x) 	t_y 	t_z 	Kinova Tip Angle (theta_x) 	Kinova Tip Angle (theta_y) 	Kinova Tip Angle (theta_z) 	Kinova Joint Angle (j1) 	(j2) 	(j3) 	(j4) 	Kinova Joint Angle (j5) 	(j6) 	(j7)
0.0475311 	-0.00499996 	-0.430645 	-0.30544 	2.5893 	0.0121182 	3.12256 	89.3848 	81.126 	0.35957 	281.98 	0.790199 	232.912 	179.911 	
0.151133 	-0.00245307 	-0.432116 	-0.30765 	2.5795 	0.0217775 	3.12003 	89.6531 	80.8196 	0.0516602 	281.624 	1.16236 	233.426 	180.242 	
0.254061 	0.00826696 	-0.438636 	-0.309785 	2.54236 	0.0568616 	3.072 	89.9469 	79.865 	-0.386719 	280.771 	2.87139 	235.195 	181.94 	
0.357196 	0.0153964 	-0.443659 	-0.311042 	2.51173 	0.0839177 	3.02549 	89.9642 	78.885 	-0.506543 	279.695 	5.06335 	237.367 	184.113 	
0.459922 	0.023592 	-0.448681 	-0.312063 	2.47809 	0.115102 	2.97573 	89.969 	77.9122 	-0.529688 	278.685 	7.07698 	239.403 	186.109 	
0.563254 	0.0320373 	-0.453096 	-0.312688 	2.44481 	0.147361 	2.92802 	89.971 	76.8925 	-0.540039 	277.695 	9.0707 	241.397 	188.095 	
0.666185 	0.0406911 	-0.456884 	-0.312919 	2.41179 	0.180581 	2.88241 	89.9735 	75.7948 	-0.543066 	276.588 	11.2425 	243.607 	190.296 	
0.769155 	0.0495113 	-0.460029 	-0.312759 	2.37895 	0.214653 	2.83894 	89.9736 	74.8058 	-0.544043 	275.574 	13.2658 	245.614 	192.309 	
0.872064 	0.0584546 	-0.46252 	-0.312212 	2.34616 	0.249466 	2.79766 	89.9737 	73.813 	-0.549121 	274.554 	15.2682 	247.601 	194.295 	
0.975203 	0.0674777 	-0.464346 	-0.311283 	2.31332 	0.284909 	2.75862 	89.9745 	72.6951 	-0.558789 	273.448 	17.4843 	249.83 	196.331 	
1.07808 	0.0765363 	-0.465499 	-0.30998 	2.28029 	0.32087 	2.7219 	89.9745 	71.6977 	-0.568945 	272.44 	19.4725 	251.836 	198.515 	
1.18132 	0.0855862 	-0.465975 	-0.30831 	2.24692 	0.357234 	2.68757 	89.9746 	70.6876 	-0.570508 	271.445 	21.4977 	253.819 	200.52 	
1.28416 	0.0945833 	-0.465774 	-0.306282 	2.21306 	0.393886 	2.65572 	89.9746 	69.5894 	-0.572559 	270.439 	23.4784 	255.846 	202.526 	
1.38738 	0.103485 	-0.464745 	-0.303936 	2.17888 	0.43071 	2.62645 	89.975 	68.5846 	-0.574414 	269.427 	25.6878 	258.067 	204.728 	
1.49038 	0.112269 	-0.460125 	-0.301835 	2.15085 	0.467659 	2.59988 	89.9751 	67.5948 	-0.575391 	269.009 	27.6992 	260.063 	206.741 	
1.59334 	0.120902 	-0.450958 	-0.300151 	2.13153 	0.504637 	2.57615 	89.9761 	66.5789 	-0.575781 	268.939 	29.7037 	262.053 	208.727 	
1.69596 	0.129311 	-0.441309 	-0.298066 	2.11129 	0.541391 	2.55544 	89.9768 	65.4647 	-0.581055 	268.908 	31.9091 	264.259 	210.922 	
1.79988 	0.137452 	-0.431352 	-0.295549 	2.08954 	0.577766 	2.53793 	89.9891 	64.4533 	-0.580957 	268.906 	33.8906 	266.258 	212.937 	
1.90238 	0.145286 	-0.421317 	-0.292449 	2.06567 	0.613598 	2.5238 	89.9906 	63.6162 	-0.584766 	268.906 	35.9229 	268.258 	214.93 	
2.00937 	0.152768 	-0.415748 	-0.285463 	2.03141 	0.648708 	2.51327 	89.9915 	63.2584 	-0.585059 	268.906 	38.1256 	270.453 	217.134 	
2.11277 	0.160547 	-0.414247 	-0.273732 	1.98203 	0.686265 	2.50609 	90.0085 	63.1991 	-0.58457 	268.906 	40.1117 	272.447 	219.131 	
2.21613 	0.166535 	-0.412879 	-0.26376 	1.93883 	0.715979 	2.50389 	90.0116 	63.2004 	-0.584863 	268.905 	42.3186 	274.686 	221.335 	
2.32294 	0.173357 	-0.410743 	-0.251376 	1.88286 	0.750793 	2.50594 	90.0117 	63.201 	-0.586523 	268.905 	44.3227 	276.701 	223.35 	
2.42781 	0.183739 	-0.405947 	-0.229569 	1.77708 	0.806087 	2.52256 	90.0114 	63.2002 	-0.590234 	268.905 	46.5364 	278.91 	225.531 	
2.53117 	0.188439 	-0.402912 	-0.21793 	1.71639 	0.832181 	2.53827 	90.0112 	63.1921 	-0.610449 	268.905 	48.5479 	280.892 	227.53 	
2.63403 	0.19258 	-0.399561 	-0.206215 	1.65212 	0.855811 	2.55887 	90.0095 	63.1614 	-0.622754 	268.905 	50.5854 	282.871 	229.535 	
