time (NSec) 	Kinova Tip Position (t_x) 	t_y 	t_z 	Kinova Tip Angle (theta_x) 	Kinova Tip Angle (theta_y) 	Kinova Tip Angle (theta_z) 	Kinova Joint Angle (j1) 	(j2) 	(j3) 	(j4) 	Kinova Joint Angle (j5) 	(j6) 	(j7)
5.20715 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
5.21728 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
5.22729 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
5.2373 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
5.24727 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
5.25726 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
5.26729 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
5.27729 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
5.28726 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
5.29729 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
5.30726 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
5.31728 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
5.32728 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
5.33728 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
5.34721 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
5.35728 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
5.36728 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
5.37728 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
5.38728 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
5.39726 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
5.40721 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
5.41724 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
5.42728 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
5.43728 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
5.44722 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
5.45723 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
5.46727 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
5.46806 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
5.47822 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
5.48822 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
5.49816 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
5.50827 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
5.51822 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
5.52822 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
5.53822 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	
