time (NSec) 	Kinova Tip Position (t_x) 	t_y 	t_z 	Kinova Tip Angle (theta_x) 	Kinova Tip Angle (theta_y) 	Kinova Tip Angle (theta_z) 	Kinova Joint Angle (j1) 	(j2) 	(j3) 	(j4) 	Kinova Joint Angle (j5) 	(j6) 	(j7)
2.36512 	-0.0038306 	-0.485937 	-0.243052 	1.76505 	0.0102515 	-3.12542 	90.1614 	62.3635 	-0.591113 	268.842 	360.634 	284.632 	539.793 	
2.38499 	-0.0038306 	-0.485937 	-0.243052 	1.76505 	0.0102515 	-3.12542 	90.1614 	62.3635 	-0.591113 	268.842 	360.634 	284.632 	539.793 	
2.48707 	-0.0038306 	-0.485937 	-0.243052 	1.76505 	0.0102515 	-3.12542 	90.1614 	62.4348 	-0.591113 	268.945 	360.634 	284.632 	539.793 	
2.58908 	-0.0038306 	-0.485937 	-0.243052 	1.76505 	0.0102515 	-3.12542 	90.1614 	62.8068 	-0.591113 	269.382 	360.634 	284.632 	539.793 	
2.69109 	-0.0038306 	-0.485937 	-0.243052 	1.76505 	0.0102515 	-3.12542 	90.1614 	63.2744 	-0.591113 	269.862 	360.634 	284.632 	539.793 	
2.79306 	-0.0038306 	-0.485937 	-0.243052 	1.76505 	0.0102515 	-3.12542 	90.1614 	63.7928 	-0.591113 	270.36 	360.634 	284.632 	539.793 	
2.8951 	-0.0038306 	-0.485937 	-0.243052 	1.76505 	0.0102515 	-3.12542 	90.1614 	64.2664 	-0.591113 	270.862 	360.634 	284.632 	539.793 	
2.99808 	-0.0038306 	-0.485937 	-0.243052 	1.76505 	0.0102515 	-3.12542 	90.1613 	64.7935 	-0.591113 	271.358 	360.634 	284.632 	539.793 	
3.09916 	-0.0038306 	-0.485937 	-0.243052 	1.76505 	0.0102515 	-3.12542 	90.1614 	65.3075 	-0.591113 	271.913 	360.634 	284.632 	539.793 	
3.2011 	-0.0038306 	-0.485937 	-0.243052 	1.76505 	0.0102515 	-3.12542 	90.1614 	65.8344 	-0.591113 	272.404 	360.634 	284.632 	539.793 	
3.3031 	-0.0038306 	-0.485937 	-0.243052 	1.76505 	0.0102515 	-3.12542 	90.1614 	66.3113 	-0.591113 	272.912 	360.634 	284.632 	539.793 	
3.40538 	-0.0038306 	-0.485937 	-0.243052 	1.76505 	0.0102515 	-3.12542 	90.1614 	66.825 	-0.591113 	273.411 	360.634 	284.632 	539.793 	
3.5072 	-0.0038306 	-0.485937 	-0.243052 	1.76505 	0.0102515 	-3.12542 	90.1614 	67.3129 	-0.591113 	273.908 	360.634 	284.632 	539.793 	
3.60912 	-0.0038306 	-0.485937 	-0.243052 	1.76505 	0.0102515 	-3.12542 	90.1614 	67.8609 	-0.591113 	274.458 	360.634 	284.632 	539.793 	
3.71706 	-0.0038306 	-0.485937 	-0.243052 	1.76505 	0.0102515 	-3.12542 	90.1614 	68.3652 	-0.591113 	274.961 	360.634 	284.632 	539.793 	
3.81915 	-0.0038306 	-0.485937 	-0.243052 	1.76505 	0.0102515 	-3.12542 	90.1614 	68.9084 	-0.591113 	275.512 	360.634 	284.632 	539.793 	
3.92207 	-0.0038306 	-0.485937 	-0.243052 	1.76505 	0.0102515 	-3.12542 	90.1614 	69.4159 	-0.591113 	276.008 	360.634 	284.632 	539.793 	
4.0262 	-0.0038306 	-0.485937 	-0.243052 	1.76505 	0.0102515 	-3.12542 	90.1614 	69.8878 	-0.591113 	276.511 	360.634 	284.632 	539.793 	
4.13021 	-0.0038306 	-0.485937 	-0.243052 	1.76505 	0.0102515 	-3.12542 	90.1614 	70.4643 	-0.591113 	277.058 	360.634 	284.632 	539.793 	
4.23205 	-0.0038306 	-0.485937 	-0.243052 	1.76505 	0.0102515 	-3.12542 	90.1614 	70.9403 	-0.591113 	277.563 	360.634 	284.632 	539.793 	
4.33412 	-0.0038306 	-0.485937 	-0.243052 	1.76505 	0.0102515 	-3.12542 	90.1614 	71.4651 	-0.591113 	278.055 	360.634 	284.632 	539.793 	
4.4361 	-0.0038306 	-0.485937 	-0.243052 	1.76505 	0.0102515 	-3.12542 	90.1614 	71.9315 	-0.591113 	278.558 	360.634 	284.632 	539.793 	
4.53841 	-0.0038306 	-0.485937 	-0.243052 	1.76505 	0.0102515 	-3.12542 	90.1614 	72.5075 	-0.591113 	279.105 	360.634 	284.632 	539.793 	
4.6402 	-0.0038306 	-0.485937 	-0.243052 	1.76505 	0.0102515 	-3.12542 	90.1614 	72.9888 	-0.591113 	279.611 	360.634 	284.632 	539.793 	
