time (NSec) 	Kinova Tip Position (t_x) 	t_y 	t_z 	Kinova Tip Angle (theta_x) 	Kinova Tip Angle (theta_y) 	Kinova Tip Angle (theta_z) 	Kinova Joint Angle (j1) 	(j2) 	(j3) 	(j4) 	Kinova Joint Angle (j5) 	(j6) 	(j7)
10.0005 	0.00669986 	-0.467482 	-0.273055 	1.78115 	0.0486244 	3.00979 	87.6501 	58.5892 	0.969434 	264.905 	0.17571 	284.687 	186.24 	
20.0009 	0.187658 	-0.427673 	0.113309 	1.6303 	0.833526 	2.47878 	90.179 	108.024 	-0.579102 	314.204 	49.4075 	285.09 	235.405 	
30.0014 	0.20973 	-0.571851 	0.0539444 	2.83457 	0.964169 	-0.564025 	90.1787 	117.697 	-0.58584 	266.156 	99.0058 	236.271 	285.124 	
30.0115 	0.20973 	-0.571851 	0.0539444 	2.83457 	0.964169 	-0.564025 	90.1787 	117.697 	-0.58584 	266.156 	99.0058 	236.271 	285.124 	
30.0215 	0.20973 	-0.571851 	0.0539444 	2.83457 	0.964169 	-0.564025 	90.1787 	117.697 	-0.58584 	266.156 	99.0058 	236.271 	285.124 	
30.0315 	0.20973 	-0.571851 	0.0539444 	2.83457 	0.964169 	-0.564025 	90.1787 	117.697 	-0.58584 	266.156 	99.0058 	236.271 	285.124 	
30.0415 	0.20973 	-0.571851 	0.0539444 	2.83457 	0.964169 	-0.564025 	90.1787 	117.697 	-0.58584 	266.156 	99.0058 	236.271 	285.124 	
30.0515 	0.20973 	-0.571851 	0.0539444 	2.83457 	0.964169 	-0.564025 	90.1787 	117.697 	-0.58584 	266.156 	99.0058 	236.271 	285.124 	
30.0615 	0.20973 	-0.571851 	0.0539444 	2.83457 	0.964169 	-0.564025 	90.1787 	117.697 	-0.58584 	266.156 	99.0058 	236.271 	285.124 	
30.0715 	0.20973 	-0.571851 	0.0539444 	2.83457 	0.964169 	-0.564025 	90.1787 	117.697 	-0.58584 	266.156 	99.0058 	236.271 	285.124 	
30.0815 	0.20973 	-0.571851 	0.0539444 	2.83457 	0.964169 	-0.564025 	90.1787 	117.697 	-0.58584 	266.156 	99.0058 	236.271 	285.124 	
30.0915 	0.20973 	-0.571851 	0.0539444 	2.83457 	0.964169 	-0.564025 	90.1787 	117.697 	-0.58584 	266.156 	99.0058 	236.271 	285.124 	
30.1015 	0.20973 	-0.571851 	0.0539444 	2.83457 	0.964169 	-0.564025 	90.1787 	117.697 	-0.58584 	266.156 	99.0058 	236.271 	285.124 	
