time (NSec) 	Kinova Tip Position (t_x) 	t_y 	t_z 	Kinova Tip Angle (theta_x) 	Kinova Tip Angle (theta_y) 	Kinova Tip Angle (theta_z) 	Kinova Joint Angle (j1) 	(j2) 	(j3) 	(j4) 	Kinova Joint Angle (j5) 	(j6) 	(j7)
100.011 	0.221533 	-0.221917 	0.447988 	1.74276 	1.11193 	0.207636 	283.184 	160.757 	360 	31.8955 	265.429 	257.344 	288.017 	
171.941 	-0.0109376 	-0.519514 	0.147086 	1.66267 	0.00684572 	3.13619 	90.1602 	116.744 	1.11416 	317.411 	360.792 	285.014 	539.808 	
172.813 	-0.00258574 	-0.519591 	0.146958 	1.66237 	0.0195882 	-3.12696 	90.1602 	116.744 	-0.560645 	317.411 	360.792 	285.014 	539.808 	
172.823 	-0.00258574 	-0.519591 	0.146958 	1.66237 	0.0195882 	-3.12696 	90.1602 	116.744 	-0.560645 	317.411 	360.792 	285.014 	539.808 	
172.833 	-0.00258574 	-0.519591 	0.146958 	1.66237 	0.0195882 	-3.12696 	90.1602 	116.744 	-0.561133 	317.411 	360.792 	285.014 	539.808 	
172.843 	-0.00258574 	-0.519591 	0.146958 	1.66237 	0.0195882 	-3.12696 	90.1602 	116.744 	-0.561133 	317.411 	360.792 	285.014 	539.808 	
172.853 	-0.00258574 	-0.519591 	0.146958 	1.66237 	0.0195882 	-3.12696 	90.1602 	116.744 	-0.561133 	317.411 	360.792 	285.014 	539.808 	
172.863 	-0.00258574 	-0.519591 	0.146958 	1.66237 	0.0195882 	-3.12696 	90.1602 	116.744 	-0.561133 	317.411 	360.792 	285.014 	539.808 	
172.873 	-0.00258574 	-0.519591 	0.146958 	1.66237 	0.0195882 	-3.12696 	90.1602 	116.744 	-0.561133 	317.411 	360.792 	285.014 	539.808 	
172.883 	-0.00258574 	-0.519591 	0.146958 	1.66237 	0.0195882 	-3.12696 	90.1602 	116.744 	-0.561133 	317.411 	360.792 	285.014 	539.808 	
172.893 	-0.00258574 	-0.519591 	0.146958 	1.66237 	0.0195882 	-3.12696 	90.1602 	116.744 	-0.561133 	317.411 	360.792 	285.014 	539.808 	
172.903 	-0.00258574 	-0.519591 	0.146958 	1.66237 	0.0195882 	-3.12696 	90.1602 	116.744 	-0.561133 	317.411 	360.792 	285.014 	539.808 	
172.913 	-0.00258574 	-0.519591 	0.146958 	1.66237 	0.0195882 	-3.12696 	90.1602 	116.744 	-0.56123 	317.411 	360.792 	285.014 	539.808 	
172.923 	-0.00258574 	-0.519591 	0.146958 	1.66237 	0.0195882 	-3.12696 	90.1602 	116.744 	-0.56123 	317.411 	360.792 	285.014 	539.808 	
172.933 	-0.00258574 	-0.519591 	0.146958 	1.66237 	0.0195882 	-3.12696 	90.1602 	116.744 	-0.56123 	317.411 	360.792 	285.014 	539.808 	
172.943 	-0.00258574 	-0.519591 	0.146958 	1.66237 	0.0195882 	-3.12696 	90.1602 	116.744 	-0.56123 	317.411 	360.792 	285.014 	539.808 	
172.953 	-0.00258574 	-0.519591 	0.146958 	1.66237 	0.0195882 	-3.12696 	90.1602 	116.744 	-0.56123 	317.411 	360.792 	285.014 	539.808 	
172.963 	-0.00258574 	-0.519591 	0.146958 	1.66237 	0.0195882 	-3.12696 	90.1602 	116.744 	-0.56123 	317.411 	360.792 	285.014 	539.808 	
172.973 	-0.00258574 	-0.519591 	0.146958 	1.66237 	0.0195882 	-3.12696 	90.1602 	116.744 	-0.56123 	317.411 	360.792 	285.014 	539.808 	
172.983 	-0.00258574 	-0.519591 	0.146958 	1.66237 	0.0195882 	-3.12696 	90.1602 	116.744 	-0.56123 	317.411 	360.792 	285.014 	539.808 	
172.993 	-0.00258574 	-0.519591 	0.146958 	1.66237 	0.0195882 	-3.12696 	90.1602 	116.744 	-0.56123 	317.411 	360.792 	285.014 	539.808 	
173.003 	-0.00258574 	-0.519591 	0.146958 	1.66237 	0.0195882 	-3.12696 	90.1602 	116.744 	-0.56123 	317.411 	360.792 	285.014 	539.808 	
173.013 	-0.00258574 	-0.519591 	0.146958 	1.66237 	0.0195882 	-3.12696 	90.1602 	116.744 	-0.561523 	317.411 	360.792 	285.014 	539.808 	
173.023 	-0.00258574 	-0.519591 	0.146958 	1.66237 	0.0195882 	-3.12696 	90.1602 	116.744 	-0.561523 	317.411 	360.792 	285.014 	539.808 	
173.033 	-0.00258574 	-0.519591 	0.146958 	1.66237 	0.0195882 	-3.12696 	90.1602 	116.744 	-0.561523 	317.411 	360.792 	285.014 	539.808 	
173.043 	-0.00258574 	-0.519591 	0.146958 	1.66237 	0.0195882 	-3.12696 	90.1602 	116.744 	-0.561523 	317.411 	360.792 	285.014 	539.808 	
173.053 	-0.00258574 	-0.519591 	0.146958 	1.66237 	0.0195882 	-3.12696 	90.1602 	116.744 	-0.561523 	317.411 	360.792 	285.014 	539.808 	
173.063 	-0.00258574 	-0.519591 	0.146958 	1.66237 	0.0195882 	-3.12696 	90.1602 	116.744 	-0.561523 	317.411 	360.792 	285.014 	539.808 	
173.073 	-0.00258574 	-0.519591 	0.146958 	1.66237 	0.0195882 	-3.12696 	90.1602 	116.744 	-0.561523 	317.411 	360.792 	285.014 	539.808 	
173.083 	-0.00258574 	-0.519591 	0.146958 	1.66237 	0.0195882 	-3.12696 	90.1602 	116.744 	-0.561523 	317.411 	360.792 	285.014 	539.808 	
173.093 	-0.00258574 	-0.519591 	0.146958 	1.66237 	0.0195882 	-3.12696 	90.1602 	116.744 	-0.561523 	317.411 	360.792 	285.014 	539.808 	
173.103 	-0.00258574 	-0.519591 	0.146958 	1.66237 	0.0195882 	-3.12696 	90.1602 	116.744 	-0.561523 	317.411 	360.792 	285.014 	539.808 	
173.113 	-0.00258574 	-0.519591 	0.146958 	1.66237 	0.0195882 	-3.12696 	90.1602 	116.744 	-0.561719 	317.411 	360.792 	285.014 	539.808 	
173.123 	-0.00258574 	-0.519591 	0.146958 	1.66237 	0.0195882 	-3.12696 	90.1602 	116.744 	-0.561719 	317.411 	360.792 	285.014 	539.808 	
173.133 	-0.00258574 	-0.519591 	0.146958 	1.66237 	0.0195882 	-3.12696 	90.1602 	116.744 	-0.561719 	317.411 	360.792 	285.014 	539.808 	
173.143 	-0.00258574 	-0.519591 	0.146958 	1.66237 	0.0195882 	-3.12696 	90.1602 	116.744 	-0.561719 	317.411 	360.792 	285.014 	539.808 	
173.153 	-0.00258574 	-0.519591 	0.146958 	1.66237 	0.0195882 	-3.12696 	90.1602 	116.744 	-0.561719 	317.411 	360.792 	285.014 	539.808 	
173.163 	-0.00258574 	-0.519591 	0.146958 	1.66237 	0.0195882 	-3.12696 	90.1602 	116.744 	-0.561719 	317.411 	360.792 	285.014 	539.808 	
173.173 	-0.00258574 	-0.519591 	0.146958 	1.66237 	0.0195882 	-3.12696 	90.1602 	116.744 	-0.561719 	317.411 	360.792 	285.014 	539.808 	
173.183 	-0.00258574 	-0.519591 	0.146958 	1.66237 	0.0195882 	-3.12696 	90.1602 	116.744 	-0.561719 	317.411 	360.792 	285.014 	539.808 	
173.193 	-0.00258574 	-0.519591 	0.146958 	1.66237 	0.0195882 	-3.12696 	90.1602 	116.744 	-0.561719 	317.411 	360.792 	285.014 	539.808 	
173.203 	-0.00258574 	-0.519591 	0.146958 	1.66237 	0.0195882 	-3.12696 	90.1602 	116.744 	-0.561719 	317.411 	360.792 	285.014 	539.808 	
173.213 	-0.00258574 	-0.519591 	0.146958 	1.66237 	0.0195882 	-3.12696 	90.1602 	116.744 	-0.561816 	317.411 	360.792 	285.014 	539.808 	
173.223 	-0.00258574 	-0.519591 	0.146958 	1.66237 	0.0195882 	-3.12696 	90.1602 	116.744 	-0.561816 	317.411 	360.792 	285.014 	539.808 	
173.233 	-0.00258574 	-0.519591 	0.146958 	1.66237 	0.0195882 	-3.12696 	90.1602 	116.744 	-0.561816 	317.411 	360.792 	285.014 	539.808 	
173.243 	-0.00258574 	-0.519591 	0.146958 	1.66237 	0.0195882 	-3.12696 	90.1602 	116.744 	-0.561816 	317.411 	360.792 	285.014 	539.808 	
173.253 	-0.00258574 	-0.519591 	0.146958 	1.66237 	0.0195882 	-3.12696 	90.1602 	116.744 	-0.561816 	317.411 	360.792 	285.014 	539.808 	
173.263 	-0.00258574 	-0.519591 	0.146958 	1.66237 	0.0195882 	-3.12696 	90.1602 	116.744 	-0.561816 	317.411 	360.792 	285.014 	539.808 	
173.273 	-0.00258574 	-0.519591 	0.146958 	1.66237 	0.0195882 	-3.12696 	90.1602 	116.744 	-0.561816 	317.411 	360.792 	285.014 	539.808 	
173.283 	-0.00258574 	-0.519591 	0.146958 	1.66237 	0.0195882 	-3.12696 	90.1602 	116.744 	-0.561816 	317.411 	360.792 	285.014 	539.808 	
173.293 	-0.00258574 	-0.519591 	0.146958 	1.66237 	0.0195882 	-3.12696 	90.1602 	116.744 	-0.561816 	317.411 	360.792 	285.014 	539.808 	
173.303 	-0.00258574 	-0.519591 	0.146958 	1.66237 	0.0195882 	-3.12696 	90.1602 	116.744 	-0.561816 	317.411 	360.792 	285.014 	539.808 	
173.313 	-0.00258574 	-0.519591 	0.146958 	1.66237 	0.0195882 	-3.12696 	90.1602 	116.744 	-0.561816 	317.411 	360.792 	285.014 	539.808 	
173.323 	-0.00258574 	-0.519591 	0.146958 	1.66237 	0.0195882 	-3.12696 	90.1602 	116.744 	-0.561816 	317.411 	360.792 	285.014 	539.808 	
173.333 	-0.00258574 	-0.519591 	0.146958 	1.66237 	0.0195882 	-3.12696 	90.1602 	116.744 	-0.561816 	317.411 	360.792 	285.014 	539.808 	
173.343 	-0.00258574 	-0.519591 	0.146958 	1.66237 	0.0195882 	-3.12696 	90.1602 	116.744 	-0.561816 	317.411 	360.792 	285.014 	539.808 	
173.353 	-0.00258574 	-0.519591 	0.146958 	1.66237 	0.0195882 	-3.12696 	90.1602 	116.744 	-0.561816 	317.411 	360.792 	285.014 	539.808 	
173.363 	-0.00258574 	-0.519591 	0.146958 	1.66237 	0.0195882 	-3.12696 	90.1602 	116.744 	-0.561816 	317.411 	360.792 	285.014 	539.808 	
173.373 	-0.00258574 	-0.519591 	0.146958 	1.66237 	0.0195882 	-3.12696 	90.1602 	116.744 	-0.561816 	317.411 	360.792 	285.014 	539.808 	
173.383 	-0.00258574 	-0.519591 	0.146958 	1.66237 	0.0195882 	-3.12696 	90.1602 	116.744 	-0.561816 	317.411 	360.792 	285.014 	539.808 	
173.393 	-0.00258574 	-0.519591 	0.146958 	1.66237 	0.0195882 	-3.12696 	90.1602 	116.744 	-0.561816 	317.411 	360.792 	285.014 	539.808 	
173.403 	-0.00258574 	-0.519591 	0.146958 	1.66237 	0.0195882 	-3.12696 	90.1602 	116.744 	-0.561914 	317.411 	360.792 	285.014 	539.808 	
173.413 	-0.00258574 	-0.519591 	0.146958 	1.66237 	0.0195882 	-3.12696 	90.1602 	116.744 	-0.561914 	317.411 	360.792 	285.014 	539.808 	
173.423 	-0.00258574 	-0.519591 	0.146958 	1.66237 	0.0195882 	-3.12696 	90.1602 	116.744 	-0.561914 	317.411 	360.792 	285.014 	539.808 	
173.433 	-0.00258574 	-0.519591 	0.146958 	1.66237 	0.0195882 	-3.12696 	90.1602 	116.744 	-0.561914 	317.411 	360.792 	285.014 	539.808 	
173.443 	-0.00258574 	-0.519591 	0.146958 	1.66237 	0.0195882 	-3.12696 	90.1602 	116.744 	-0.561914 	317.411 	360.792 	285.014 	539.808 	
173.453 	-0.00258574 	-0.519591 	0.146958 	1.66237 	0.0195882 	-3.12696 	90.1602 	116.744 	-0.561914 	317.411 	360.792 	285.014 	539.808 	
173.463 	-0.00258574 	-0.519591 	0.146958 	1.66237 	0.0195882 	-3.12696 	90.1602 	116.744 	-0.561914 	317.411 	360.792 	285.014 	539.808 	
173.473 	-0.00258574 	-0.519591 	0.146958 	1.66237 	0.0195882 	-3.12696 	90.1602 	116.744 	-0.561914 	317.411 	360.792 	285.014 	539.808 	
173.483 	-0.00258574 	-0.519591 	0.146958 	1.66237 	0.0195882 	-3.12696 	90.1602 	116.744 	-0.561914 	317.411 	360.792 	285.014 	539.808 	
173.493 	-0.00258574 	-0.519591 	0.146958 	1.66237 	0.0195882 	-3.12696 	90.1602 	116.744 	-0.561914 	317.411 	360.792 	285.014 	539.808 	
173.503 	-0.00258574 	-0.519591 	0.146958 	1.66237 	0.0195882 	-3.12696 	90.1602 	116.744 	-0.561914 	317.411 	360.792 	285.014 	539.808 	
173.513 	-0.00258574 	-0.519591 	0.146958 	1.66237 	0.0195882 	-3.12696 	90.1602 	116.744 	-0.561914 	317.411 	360.792 	285.014 	539.808 	
173.523 	-0.00258574 	-0.519591 	0.146958 	1.66237 	0.0195882 	-3.12696 	90.1602 	116.744 	-0.561914 	317.411 	360.792 	285.014 	539.808 	
173.533 	-0.00258574 	-0.519591 	0.146958 	1.66237 	0.0195882 	-3.12696 	90.1602 	116.744 	-0.561914 	317.411 	360.792 	285.014 	539.808 	
